NOMBRE REGIÓN,NOMBRE COMUNA,EDAD,TOTAL POBLACIÓN EFECTIVAMENTE CENSADA
MAULE,CUREPTO,65,111
MAULE,CUREPTO,66,118
MAULE,CUREPTO,67,115
MAULE,CUREPTO,68,104
MAULE,CUREPTO,69,88
MAULE,CUREPTO,70,99
MAULE,CUREPTO,71,98
MAULE,CUREPTO,72,75
MAULE,CUREPTO,73,78
MAULE,CUREPTO,74,82
MAULE,CUREPTO,75,90
MAULE,CUREPTO,76,96
MAULE,CUREPTO,77,76
MAULE,CUREPTO,78,88
MAULE,CUREPTO,79,78
MAULE,CUREPTO,80,65
MAULE,CUREPTO,81,54
MAULE,CUREPTO,82,63
MAULE,CUREPTO,83,49
MAULE,CUREPTO,84,55
MAULE,CUREPTO,85,37
MAULE,CUREPTO,86,46
MAULE,CUREPTO,87,27
MAULE,CUREPTO,88,32
MAULE,CUREPTO,89,19
MAULE,CUREPTO,90,21
MAULE,CUREPTO,91,22
MAULE,CUREPTO,92,15
MAULE,CUREPTO,93,6
MAULE,CUREPTO,94,8
MAULE,CUREPTO,95,5
MAULE,CUREPTO,96,5
MAULE,CUREPTO,97,3
MAULE,CUREPTO,98,2
MAULE,CUREPTO,99,2
MAULE,CUREPTO,100 o más,2
MAULE,EMPEDRADO,Total Comuna,4142
MAULE,EMPEDRADO,0,38
MAULE,EMPEDRADO,1,57
MAULE,EMPEDRADO,2,57
MAULE,EMPEDRADO,3,39
MAULE,EMPEDRADO,4,53
MAULE,EMPEDRADO,5,60
MAULE,EMPEDRADO,6,68
MAULE,EMPEDRADO,7,58
MAULE,EMPEDRADO,8,58
MAULE,EMPEDRADO,9,59
MAULE,EMPEDRADO,10,58
MAULE,EMPEDRADO,11,55
MAULE,EMPEDRADO,12,50
MAULE,EMPEDRADO,13,67
MAULE,EMPEDRADO,14,56
MAULE,EMPEDRADO,15,61
MAULE,EMPEDRADO,16,57
MAULE,EMPEDRADO,17,54
MAULE,EMPEDRADO,18,46
MAULE,EMPEDRADO,19,44
MAULE,EMPEDRADO,20,55
MAULE,EMPEDRADO,21,43
MAULE,EMPEDRADO,22,68
MAULE,EMPEDRADO,23,43
MAULE,EMPEDRADO,24,68
MAULE,EMPEDRADO,25,59
MAULE,EMPEDRADO,26,63
MAULE,EMPEDRADO,27,61
MAULE,EMPEDRADO,28,61
MAULE,EMPEDRADO,29,57
MAULE,EMPEDRADO,30,54
MAULE,EMPEDRADO,31,55
MAULE,EMPEDRADO,32,55
MAULE,EMPEDRADO,33,54
MAULE,EMPEDRADO,34,58
MAULE,EMPEDRADO,35,72
MAULE,EMPEDRADO,36,65
MAULE,EMPEDRADO,37,58
MAULE,EMPEDRADO,38,64
MAULE,EMPEDRADO,39,52
MAULE,EMPEDRADO,40,62
MAULE,EMPEDRADO,41,65
MAULE,EMPEDRADO,42,63
MAULE,EMPEDRADO,43,69
MAULE,EMPEDRADO,44,66
MAULE,EMPEDRADO,45,51
MAULE,EMPEDRADO,46,65
MAULE,EMPEDRADO,47,66
MAULE,EMPEDRADO,48,69
MAULE,EMPEDRADO,49,83
MAULE,EMPEDRADO,50,45
MAULE,EMPEDRADO,51,49
MAULE,EMPEDRADO,52,54
MAULE,EMPEDRADO,53,46
MAULE,EMPEDRADO,54,57
MAULE,EMPEDRADO,55,55
MAULE,EMPEDRADO,56,53
MAULE,EMPEDRADO,57,48
MAULE,EMPEDRADO,58,47
MAULE,EMPEDRADO,59,45
MAULE,EMPEDRADO,60,44
MAULE,EMPEDRADO,61,35
MAULE,EMPEDRADO,62,34
MAULE,EMPEDRADO,63,47
MAULE,EMPEDRADO,64,39
MAULE,EMPEDRADO,65,37
MAULE,EMPEDRADO,66,33
MAULE,EMPEDRADO,67,34
MAULE,EMPEDRADO,68,40
MAULE,EMPEDRADO,69,19
MAULE,EMPEDRADO,70,39
MAULE,EMPEDRADO,71,29
MAULE,EMPEDRADO,72,36
MAULE,EMPEDRADO,73,16
MAULE,EMPEDRADO,74,22
MAULE,EMPEDRADO,75,22
MAULE,EMPEDRADO,76,24
MAULE,EMPEDRADO,77,14
MAULE,EMPEDRADO,78,18
MAULE,EMPEDRADO,79,18
MAULE,EMPEDRADO,80,21
MAULE,EMPEDRADO,81,13
MAULE,EMPEDRADO,82,13
MAULE,EMPEDRADO,83,12
MAULE,EMPEDRADO,84,9
MAULE,EMPEDRADO,85,6
MAULE,EMPEDRADO,86,5
MAULE,EMPEDRADO,87,8
MAULE,EMPEDRADO,88,11
MAULE,EMPEDRADO,89,7
MAULE,EMPEDRADO,90,6
MAULE,EMPEDRADO,91,2
MAULE,EMPEDRADO,92,2
MAULE,EMPEDRADO,93,3
MAULE,EMPEDRADO,94,1
MAULE,EMPEDRADO,95,0
MAULE,EMPEDRADO,96,0
MAULE,EMPEDRADO,97,0
MAULE,EMPEDRADO,98,0
MAULE,EMPEDRADO,99,0
MAULE,EMPEDRADO,100 o más,5
MAULE,MAULE,Total Comuna,49721
MAULE,MAULE,0,812
MAULE,MAULE,1,883
MAULE,MAULE,2,948
MAULE,MAULE,3,855
MAULE,MAULE,4,902
MAULE,MAULE,5,848
MAULE,MAULE,6,991
MAULE,MAULE,7,929
MAULE,MAULE,8,922
MAULE,MAULE,9,862
MAULE,MAULE,10,841
MAULE,MAULE,11,785
MAULE,MAULE,12,762
MAULE,MAULE,13,762
MAULE,MAULE,14,812
MAULE,MAULE,15,750
MAULE,MAULE,16,757
MAULE,MAULE,17,755
MAULE,MAULE,18,704
MAULE,MAULE,19,711
MAULE,MAULE,20,653
MAULE,MAULE,21,722
MAULE,MAULE,22,709
MAULE,MAULE,23,691
MAULE,MAULE,24,689
MAULE,MAULE,25,809
MAULE,MAULE,26,780
MAULE,MAULE,27,862
MAULE,MAULE,28,822
MAULE,MAULE,29,848
MAULE,MAULE,30,833
MAULE,MAULE,31,848
MAULE,MAULE,32,834
MAULE,MAULE,33,807
MAULE,MAULE,34,927
MAULE,MAULE,35,915
MAULE,MAULE,36,896
MAULE,MAULE,37,828
MAULE,MAULE,38,785
MAULE,MAULE,39,763
MAULE,MAULE,40,801
MAULE,MAULE,41,759
MAULE,MAULE,42,743
MAULE,MAULE,43,733
MAULE,MAULE,44,703
MAULE,MAULE,45,666
MAULE,MAULE,46,661
MAULE,MAULE,47,607
MAULE,MAULE,48,632
MAULE,MAULE,49,646
MAULE,MAULE,50,623
MAULE,MAULE,51,592
MAULE,MAULE,52,573
MAULE,MAULE,53,513
MAULE,MAULE,54,566
MAULE,MAULE,55,511
MAULE,MAULE,56,451
MAULE,MAULE,57,438
MAULE,MAULE,58,407
MAULE,MAULE,59,407
MAULE,MAULE,60,363
MAULE,MAULE,61,359
MAULE,MAULE,62,329
MAULE,MAULE,63,351
MAULE,MAULE,64,306
MAULE,MAULE,65,286
MAULE,MAULE,66,241
MAULE,MAULE,67,243
MAULE,MAULE,68,257
MAULE,MAULE,69,200
MAULE,MAULE,70,243
MAULE,MAULE,71,184
MAULE,MAULE,72,197
MAULE,MAULE,73,147
MAULE,MAULE,74,156
MAULE,MAULE,75,126
MAULE,MAULE,76,130
MAULE,MAULE,77,116
MAULE,MAULE,78,102
MAULE,MAULE,79,89
MAULE,MAULE,80,89
MAULE,MAULE,81,76
MAULE,MAULE,82,69
MAULE,MAULE,83,60
MAULE,MAULE,84,60
MAULE,MAULE,85,41
MAULE,MAULE,86,41
MAULE,MAULE,87,39
MAULE,MAULE,88,40
MAULE,MAULE,89,31
MAULE,MAULE,90,25
MAULE,MAULE,91,13
MAULE,MAULE,92,12
MAULE,MAULE,93,18
MAULE,MAULE,94,8
MAULE,MAULE,95,8
MAULE,MAULE,96,6
MAULE,MAULE,97,3
MAULE,MAULE,98,5
MAULE,MAULE,99,1
MAULE,MAULE,100 o más,7
MAULE,PELARCO,Total Comuna,8422
MAULE,PELARCO,0,95
MAULE,PELARCO,1,113
MAULE,PELARCO,2,117
MAULE,PELARCO,3,124
MAULE,PELARCO,4,134
MAULE,PELARCO,5,87
MAULE,PELARCO,6,100
MAULE,PELARCO,7,108
MAULE,PELARCO,8,125
MAULE,PELARCO,9,109
MAULE,PELARCO,10,111
MAULE,PELARCO,11,106
MAULE,PELARCO,12,113
MAULE,PELARCO,13,106
MAULE,PELARCO,14,101
MAULE,PELARCO,15,100
MAULE,PELARCO,16,109
MAULE,PELARCO,17,107
MAULE,PELARCO,18,107
MAULE,PELARCO,19,113
MAULE,PELARCO,20,114
MAULE,PELARCO,21,120
MAULE,PELARCO,22,138
MAULE,PELARCO,23,112
MAULE,PELARCO,24,120
MAULE,PELARCO,25,117
MAULE,PELARCO,26,134
MAULE,PELARCO,27,121
MAULE,PELARCO,28,127
MAULE,PELARCO,29,134
MAULE,PELARCO,30,105
MAULE,PELARCO,31,93
MAULE,PELARCO,32,83
MAULE,PELARCO,33,102
MAULE,PELARCO,34,107
MAULE,PELARCO,35,103
MAULE,PELARCO,36,89
MAULE,PELARCO,37,101
MAULE,PELARCO,38,88
MAULE,PELARCO,39,108
MAULE,PELARCO,40,115
MAULE,PELARCO,41,106
MAULE,PELARCO,42,113
MAULE,PELARCO,43,117
MAULE,PELARCO,44,121
MAULE,PELARCO,45,112
MAULE,PELARCO,46,106
MAULE,PELARCO,47,116
MAULE,PELARCO,48,120
MAULE,PELARCO,49,131
MAULE,PELARCO,50,141
MAULE,PELARCO,51,129
MAULE,PELARCO,52,109
MAULE,PELARCO,53,115
MAULE,PELARCO,54,136
MAULE,PELARCO,55,128
MAULE,PELARCO,56,105
MAULE,PELARCO,57,91
MAULE,PELARCO,58,102
MAULE,PELARCO,59,108
MAULE,PELARCO,60,94
MAULE,PELARCO,61,100
MAULE,PELARCO,62,87
MAULE,PELARCO,63,100
MAULE,PELARCO,64,93
MAULE,PELARCO,65,66
MAULE,PELARCO,66,89
MAULE,PELARCO,67,76
MAULE,PELARCO,68,78
MAULE,PELARCO,69,83
MAULE,PELARCO,70,73
MAULE,PELARCO,71,68
MAULE,PELARCO,72,62
MAULE,PELARCO,73,57
MAULE,PELARCO,74,55
MAULE,PELARCO,75,40
MAULE,PELARCO,76,56
MAULE,PELARCO,77,43
MAULE,PELARCO,78,37
MAULE,PELARCO,79,31
MAULE,PELARCO,80,42
MAULE,PELARCO,81,40
MAULE,PELARCO,82,35
MAULE,PELARCO,83,28
MAULE,PELARCO,84,33
MAULE,PELARCO,85,25
MAULE,PELARCO,86,19
MAULE,PELARCO,87,8
MAULE,PELARCO,88,16
MAULE,PELARCO,89,15
MAULE,PELARCO,90,14
MAULE,PELARCO,91,9
MAULE,PELARCO,92,2
MAULE,PELARCO,93,7
MAULE,PELARCO,94,7
MAULE,PELARCO,95,3
MAULE,PELARCO,96,3
MAULE,PELARCO,97,0
MAULE,PELARCO,98,0
MAULE,PELARCO,99,0
MAULE,PELARCO,100 o más,6
MAULE,PENCAHUE,Total Comuna,8245
MAULE,PENCAHUE,0,84
MAULE,PENCAHUE,1,94
MAULE,PENCAHUE,2,99
MAULE,PENCAHUE,3,91
MAULE,PENCAHUE,4,83
MAULE,PENCAHUE,5,92
MAULE,PENCAHUE,6,88
MAULE,PENCAHUE,7,116
MAULE,PENCAHUE,8,110
MAULE,PENCAHUE,9,117
MAULE,PENCAHUE,10,96
MAULE,PENCAHUE,11,99
MAULE,PENCAHUE,12,97
MAULE,PENCAHUE,13,105
MAULE,PENCAHUE,14,99
MAULE,PENCAHUE,15,131
MAULE,PENCAHUE,16,129
MAULE,PENCAHUE,17,113
MAULE,PENCAHUE,18,100
MAULE,PENCAHUE,19,92
MAULE,PENCAHUE,20,107
MAULE,PENCAHUE,21,107
MAULE,PENCAHUE,22,99
MAULE,PENCAHUE,23,112
MAULE,PENCAHUE,24,97
MAULE,PENCAHUE,25,105
MAULE,PENCAHUE,26,85
MAULE,PENCAHUE,27,95
MAULE,PENCAHUE,28,104
MAULE,PENCAHUE,29,93
MAULE,PENCAHUE,30,105
MAULE,PENCAHUE,31,72
MAULE,PENCAHUE,32,72
MAULE,PENCAHUE,33,103
MAULE,PENCAHUE,34,83
MAULE,PENCAHUE,35,125
MAULE,PENCAHUE,36,112
MAULE,PENCAHUE,37,101
MAULE,PENCAHUE,38,92
MAULE,PENCAHUE,39,104
MAULE,PENCAHUE,40,100
MAULE,PENCAHUE,41,124
MAULE,PENCAHUE,42,123
MAULE,PENCAHUE,43,131
MAULE,PENCAHUE,44,111
MAULE,PENCAHUE,45,146
MAULE,PENCAHUE,46,117
MAULE,PENCAHUE,47,112
MAULE,PENCAHUE,48,123
MAULE,PENCAHUE,49,146
MAULE,PENCAHUE,50,139
MAULE,PENCAHUE,51,131
MAULE,PENCAHUE,52,130
MAULE,PENCAHUE,53,118
MAULE,PENCAHUE,54,139
MAULE,PENCAHUE,55,129
MAULE,PENCAHUE,56,126
MAULE,PENCAHUE,57,97
MAULE,PENCAHUE,58,112
MAULE,PENCAHUE,59,113
MAULE,PENCAHUE,60,110
MAULE,PENCAHUE,61,100
MAULE,PENCAHUE,62,88
MAULE,PENCAHUE,63,104
MAULE,PENCAHUE,64,92
MAULE,PENCAHUE,65,96
MAULE,PENCAHUE,66,81
MAULE,PENCAHUE,67,81
MAULE,PENCAHUE,68,86
MAULE,PENCAHUE,69,75
MAULE,PENCAHUE,70,61
MAULE,PENCAHUE,71,71
MAULE,PENCAHUE,72,75
MAULE,PENCAHUE,73,59
MAULE,PENCAHUE,74,65
MAULE,PENCAHUE,75,49
MAULE,PENCAHUE,76,39
MAULE,PENCAHUE,77,48
MAULE,PENCAHUE,78,48
MAULE,PENCAHUE,79,37
MAULE,PENCAHUE,80,39
MAULE,PENCAHUE,81,27
MAULE,PENCAHUE,82,32
MAULE,PENCAHUE,83,25
MAULE,PENCAHUE,84,25
MAULE,PENCAHUE,85,24
MAULE,PENCAHUE,86,25
MAULE,PENCAHUE,87,23
MAULE,PENCAHUE,88,17
MAULE,PENCAHUE,89,10
MAULE,PENCAHUE,90,14
MAULE,PENCAHUE,91,7
MAULE,PENCAHUE,92,7
MAULE,PENCAHUE,93,10
MAULE,PENCAHUE,94,3
MAULE,PENCAHUE,95,5
MAULE,PENCAHUE,96,5
MAULE,PENCAHUE,97,2
MAULE,PENCAHUE,98,1
MAULE,PENCAHUE,99,1
MAULE,PENCAHUE,100 o más,3
MAULE,RÍO CLARO,Total Comuna,13906
MAULE,RÍO CLARO,0,171
MAULE,RÍO CLARO,1,186
MAULE,RÍO CLARO,2,162
MAULE,RÍO CLARO,3,172
MAULE,RÍO CLARO,4,161
MAULE,RÍO CLARO,5,164
MAULE,RÍO CLARO,6,188
MAULE,RÍO CLARO,7,188
MAULE,RÍO CLARO,8,189
MAULE,RÍO CLARO,9,173
MAULE,RÍO CLARO,10,187
MAULE,RÍO CLARO,11,176
MAULE,RÍO CLARO,12,187
MAULE,RÍO CLARO,13,173
MAULE,RÍO CLARO,14,179
MAULE,RÍO CLARO,15,159
MAULE,RÍO CLARO,16,178
MAULE,RÍO CLARO,17,188
MAULE,RÍO CLARO,18,171
MAULE,RÍO CLARO,19,180
MAULE,RÍO CLARO,20,169
MAULE,RÍO CLARO,21,189
MAULE,RÍO CLARO,22,212
MAULE,RÍO CLARO,23,220
MAULE,RÍO CLARO,24,221
MAULE,RÍO CLARO,25,181
MAULE,RÍO CLARO,26,217
MAULE,RÍO CLARO,27,180
MAULE,RÍO CLARO,28,191
MAULE,RÍO CLARO,29,183
MAULE,RÍO CLARO,30,198
MAULE,RÍO CLARO,31,167
MAULE,RÍO CLARO,32,151
MAULE,RÍO CLARO,33,165
MAULE,RÍO CLARO,34,167
MAULE,RÍO CLARO,35,176
MAULE,RÍO CLARO,36,152
MAULE,RÍO CLARO,37,178
MAULE,RÍO CLARO,38,172
MAULE,RÍO CLARO,39,193
MAULE,RÍO CLARO,40,205
MAULE,RÍO CLARO,41,204
MAULE,RÍO CLARO,42,202
MAULE,RÍO CLARO,43,218
MAULE,RÍO CLARO,44,200
MAULE,RÍO CLARO,45,184
MAULE,RÍO CLARO,46,183
MAULE,RÍO CLARO,47,185
MAULE,RÍO CLARO,48,209
MAULE,RÍO CLARO,49,214
MAULE,RÍO CLARO,50,226
MAULE,RÍO CLARO,51,227
MAULE,RÍO CLARO,52,237
MAULE,RÍO CLARO,53,218
MAULE,RÍO CLARO,54,243
MAULE,RÍO CLARO,55,203
MAULE,RÍO CLARO,56,205
MAULE,RÍO CLARO,57,156
MAULE,RÍO CLARO,58,165
MAULE,RÍO CLARO,59,179
MAULE,RÍO CLARO,60,190
MAULE,RÍO CLARO,61,162
MAULE,RÍO CLARO,62,174
MAULE,RÍO CLARO,63,151
MAULE,RÍO CLARO,64,131
MAULE,RÍO CLARO,65,138
MAULE,RÍO CLARO,66,135
MAULE,RÍO CLARO,67,122
MAULE,RÍO CLARO,68,121
MAULE,RÍO CLARO,69,112
MAULE,RÍO CLARO,70,113
MAULE,RÍO CLARO,71,105
MAULE,RÍO CLARO,72,94
MAULE,RÍO CLARO,73,101
MAULE,RÍO CLARO,74,79
MAULE,RÍO CLARO,75,90
MAULE,RÍO CLARO,76,80
MAULE,RÍO CLARO,77,74
MAULE,RÍO CLARO,78,58
MAULE,RÍO CLARO,79,56
MAULE,RÍO CLARO,80,43
MAULE,RÍO CLARO,81,40
MAULE,RÍO CLARO,82,42
MAULE,RÍO CLARO,83,37
MAULE,RÍO CLARO,84,28
MAULE,RÍO CLARO,85,24
MAULE,RÍO CLARO,86,22
MAULE,RÍO CLARO,87,17
MAULE,RÍO CLARO,88,15
MAULE,RÍO CLARO,89,15
MAULE,RÍO CLARO,90,11
MAULE,RÍO CLARO,91,11
MAULE,RÍO CLARO,92,10
MAULE,RÍO CLARO,93,11
MAULE,RÍO CLARO,94,6
MAULE,RÍO CLARO,95,2
MAULE,RÍO CLARO,96,6
MAULE,RÍO CLARO,97,0
MAULE,RÍO CLARO,98,1
MAULE,RÍO CLARO,99,1
MAULE,RÍO CLARO,100 o más,1
MAULE,SAN CLEMENTE,Total Comuna,43269
MAULE,SAN CLEMENTE,0,504
MAULE,SAN CLEMENTE,1,615
MAULE,SAN CLEMENTE,2,616
MAULE,SAN CLEMENTE,3,646
MAULE,SAN CLEMENTE,4,595
MAULE,SAN CLEMENTE,5,648
MAULE,SAN CLEMENTE,6,598
MAULE,SAN CLEMENTE,7,631
MAULE,SAN CLEMENTE,8,616
MAULE,SAN CLEMENTE,9,640
MAULE,SAN CLEMENTE,10,603
MAULE,SAN CLEMENTE,11,578
MAULE,SAN CLEMENTE,12,592
MAULE,SAN CLEMENTE,13,538
MAULE,SAN CLEMENTE,14,609
MAULE,SAN CLEMENTE,15,589
MAULE,SAN CLEMENTE,16,635
MAULE,SAN CLEMENTE,17,591
MAULE,SAN CLEMENTE,18,577
MAULE,SAN CLEMENTE,19,633
MAULE,SAN CLEMENTE,20,626
MAULE,SAN CLEMENTE,21,644
MAULE,SAN CLEMENTE,22,635
MAULE,SAN CLEMENTE,23,635
MAULE,SAN CLEMENTE,24,629
MAULE,SAN CLEMENTE,25,656
MAULE,SAN CLEMENTE,26,679
MAULE,SAN CLEMENTE,27,671
MAULE,SAN CLEMENTE,28,640
MAULE,SAN CLEMENTE,29,592
MAULE,SAN CLEMENTE,30,541
MAULE,SAN CLEMENTE,31,573
MAULE,SAN CLEMENTE,32,496
MAULE,SAN CLEMENTE,33,463
MAULE,SAN CLEMENTE,34,546
MAULE,SAN CLEMENTE,35,573
MAULE,SAN CLEMENTE,36,504
MAULE,SAN CLEMENTE,37,535
MAULE,SAN CLEMENTE,38,457
MAULE,SAN CLEMENTE,39,551
MAULE,SAN CLEMENTE,40,605
MAULE,SAN CLEMENTE,41,581
MAULE,SAN CLEMENTE,42,608
MAULE,SAN CLEMENTE,43,600
MAULE,SAN CLEMENTE,44,642
MAULE,SAN CLEMENTE,45,618
MAULE,SAN CLEMENTE,46,609
MAULE,SAN CLEMENTE,47,579
MAULE,SAN CLEMENTE,48,607
MAULE,SAN CLEMENTE,49,657
MAULE,SAN CLEMENTE,50,644
MAULE,SAN CLEMENTE,51,653
MAULE,SAN CLEMENTE,52,605
MAULE,SAN CLEMENTE,53,583
MAULE,SAN CLEMENTE,54,643
MAULE,SAN CLEMENTE,55,554
MAULE,SAN CLEMENTE,56,583
MAULE,SAN CLEMENTE,57,534
MAULE,SAN CLEMENTE,58,494
MAULE,SAN CLEMENTE,59,520
MAULE,SAN CLEMENTE,60,510
MAULE,SAN CLEMENTE,61,475
MAULE,SAN CLEMENTE,62,422
MAULE,SAN CLEMENTE,63,449
MAULE,SAN CLEMENTE,64,441
MAULE,SAN CLEMENTE,65,421
MAULE,SAN CLEMENTE,66,381
MAULE,SAN CLEMENTE,67,378
MAULE,SAN CLEMENTE,68,348
MAULE,SAN CLEMENTE,69,332
MAULE,SAN CLEMENTE,70,329
MAULE,SAN CLEMENTE,71,314
MAULE,SAN CLEMENTE,72,283
MAULE,SAN CLEMENTE,73,248
MAULE,SAN CLEMENTE,74,255
MAULE,SAN CLEMENTE,75,229
MAULE,SAN CLEMENTE,76,219
MAULE,SAN CLEMENTE,77,229
MAULE,SAN CLEMENTE,78,163
MAULE,SAN CLEMENTE,79,143
MAULE,SAN CLEMENTE,80,133
MAULE,SAN CLEMENTE,81,128
MAULE,SAN CLEMENTE,82,112
MAULE,SAN CLEMENTE,83,107
MAULE,SAN CLEMENTE,84,102
MAULE,SAN CLEMENTE,85,75
MAULE,SAN CLEMENTE,86,86
MAULE,SAN CLEMENTE,87,76
MAULE,SAN CLEMENTE,88,51
MAULE,SAN CLEMENTE,89,48
MAULE,SAN CLEMENTE,90,40
MAULE,SAN CLEMENTE,91,33
MAULE,SAN CLEMENTE,92,16
MAULE,SAN CLEMENTE,93,15
MAULE,SAN CLEMENTE,94,15
MAULE,SAN CLEMENTE,95,8
MAULE,SAN CLEMENTE,96,13
MAULE,SAN CLEMENTE,97,6
MAULE,SAN CLEMENTE,98,4
MAULE,SAN CLEMENTE,99,4
MAULE,SAN CLEMENTE,100 o más,9
MAULE,SAN RAFAEL,Total Comuna,9191
MAULE,SAN RAFAEL,0,123
MAULE,SAN RAFAEL,1,129
MAULE,SAN RAFAEL,2,136
MAULE,SAN RAFAEL,3,143
MAULE,SAN RAFAEL,4,118
MAULE,SAN RAFAEL,5,126
MAULE,SAN RAFAEL,6,144
MAULE,SAN RAFAEL,7,120
MAULE,SAN RAFAEL,8,149
MAULE,SAN RAFAEL,9,133
MAULE,SAN RAFAEL,10,156
MAULE,SAN RAFAEL,11,122
MAULE,SAN RAFAEL,12,131
MAULE,SAN RAFAEL,13,148
MAULE,SAN RAFAEL,14,125
MAULE,SAN RAFAEL,15,143
MAULE,SAN RAFAEL,16,139
MAULE,SAN RAFAEL,17,129
MAULE,SAN RAFAEL,18,123
MAULE,SAN RAFAEL,19,128
MAULE,SAN RAFAEL,20,132
MAULE,SAN RAFAEL,21,139
MAULE,SAN RAFAEL,22,129
MAULE,SAN RAFAEL,23,150
MAULE,SAN RAFAEL,24,135
MAULE,SAN RAFAEL,25,124
MAULE,SAN RAFAEL,26,141
MAULE,SAN RAFAEL,27,132
MAULE,SAN RAFAEL,28,130
MAULE,SAN RAFAEL,29,145
MAULE,SAN RAFAEL,30,113
MAULE,SAN RAFAEL,31,110
MAULE,SAN RAFAEL,32,91
MAULE,SAN RAFAEL,33,109
MAULE,SAN RAFAEL,34,98
MAULE,SAN RAFAEL,35,113
MAULE,SAN RAFAEL,36,109
MAULE,SAN RAFAEL,37,91
MAULE,SAN RAFAEL,38,106
MAULE,SAN RAFAEL,39,101
MAULE,SAN RAFAEL,40,104
MAULE,SAN RAFAEL,41,122
MAULE,SAN RAFAEL,42,123
MAULE,SAN RAFAEL,43,123
MAULE,SAN RAFAEL,44,135
MAULE,SAN RAFAEL,45,128
MAULE,SAN RAFAEL,46,135
MAULE,SAN RAFAEL,47,116
MAULE,SAN RAFAEL,48,144
MAULE,SAN RAFAEL,49,136
MAULE,SAN RAFAEL,50,112
MAULE,SAN RAFAEL,51,143
MAULE,SAN RAFAEL,52,124
MAULE,SAN RAFAEL,53,131
MAULE,SAN RAFAEL,54,120
MAULE,SAN RAFAEL,55,129
MAULE,SAN RAFAEL,56,110
MAULE,SAN RAFAEL,57,108
MAULE,SAN RAFAEL,58,103
MAULE,SAN RAFAEL,59,121
MAULE,SAN RAFAEL,60,110
MAULE,SAN RAFAEL,61,99
MAULE,SAN RAFAEL,62,92
MAULE,SAN RAFAEL,63,108
MAULE,SAN RAFAEL,64,97
MAULE,SAN RAFAEL,65,75
MAULE,SAN RAFAEL,66,89
MAULE,SAN RAFAEL,67,94
MAULE,SAN RAFAEL,68,70
MAULE,SAN RAFAEL,69,80
MAULE,SAN RAFAEL,70,67
MAULE,SAN RAFAEL,71,69
MAULE,SAN RAFAEL,72,58
MAULE,SAN RAFAEL,73,67
MAULE,SAN RAFAEL,74,59
MAULE,SAN RAFAEL,75,50
MAULE,SAN RAFAEL,76,55
MAULE,SAN RAFAEL,77,43
MAULE,SAN RAFAEL,78,29
MAULE,SAN RAFAEL,79,28
MAULE,SAN RAFAEL,80,36
MAULE,SAN RAFAEL,81,23
MAULE,SAN RAFAEL,82,22
MAULE,SAN RAFAEL,83,15
MAULE,SAN RAFAEL,84,27
MAULE,SAN RAFAEL,85,14
MAULE,SAN RAFAEL,86,21
MAULE,SAN RAFAEL,87,11
MAULE,SAN RAFAEL,88,12
MAULE,SAN RAFAEL,89,12
MAULE,SAN RAFAEL,90,8
MAULE,SAN RAFAEL,91,4
MAULE,SAN RAFAEL,92,7
MAULE,SAN RAFAEL,93,2
MAULE,SAN RAFAEL,94,2
MAULE,SAN RAFAEL,95,1
MAULE,SAN RAFAEL,96,2
MAULE,SAN RAFAEL,97,0
MAULE,SAN RAFAEL,98,0
MAULE,SAN RAFAEL,99,1
MAULE,SAN RAFAEL,100 o más,2
MAULE,CAUQUENES,Total Comuna,40441
MAULE,CAUQUENES,0,479
MAULE,CAUQUENES,1,480
MAULE,CAUQUENES,2,526
MAULE,CAUQUENES,3,534
MAULE,CAUQUENES,4,519
MAULE,CAUQUENES,5,562
MAULE,CAUQUENES,6,522
MAULE,CAUQUENES,7,562
MAULE,CAUQUENES,8,543
MAULE,CAUQUENES,9,491
MAULE,CAUQUENES,10,578
MAULE,CAUQUENES,11,519
MAULE,CAUQUENES,12,544
MAULE,CAUQUENES,13,560
MAULE,CAUQUENES,14,578
MAULE,CAUQUENES,15,574
MAULE,CAUQUENES,16,587
MAULE,CAUQUENES,17,541
MAULE,CAUQUENES,18,471
MAULE,CAUQUENES,19,418
MAULE,CAUQUENES,20,457
MAULE,CAUQUENES,21,440
MAULE,CAUQUENES,22,482
MAULE,CAUQUENES,23,453
MAULE,CAUQUENES,24,439
MAULE,CAUQUENES,25,514
MAULE,CAUQUENES,26,568
MAULE,CAUQUENES,27,583
MAULE,CAUQUENES,28,504
MAULE,CAUQUENES,29,515
MAULE,CAUQUENES,30,495
MAULE,CAUQUENES,31,432
MAULE,CAUQUENES,32,455
MAULE,CAUQUENES,33,435
MAULE,CAUQUENES,34,520
MAULE,CAUQUENES,35,549
MAULE,CAUQUENES,36,471
MAULE,CAUQUENES,37,523
MAULE,CAUQUENES,38,487
MAULE,CAUQUENES,39,556
MAULE,CAUQUENES,40,510
MAULE,CAUQUENES,41,523
MAULE,CAUQUENES,42,569
MAULE,CAUQUENES,43,523
MAULE,CAUQUENES,44,537
MAULE,CAUQUENES,45,517
MAULE,CAUQUENES,46,515
MAULE,CAUQUENES,47,582
MAULE,CAUQUENES,48,573
MAULE,CAUQUENES,49,578
MAULE,CAUQUENES,50,595
MAULE,CAUQUENES,51,609
MAULE,CAUQUENES,52,562
MAULE,CAUQUENES,53,594
