NOMBRE REGIÓN,NOMBRE COMUNA,EDAD,TOTAL POBLACIÓN EFECTIVAMENTE CENSADA
PAÍS,PAÍS,Total País,17574003
PAÍS,PAÍS,0,214682
PAÍS,PAÍS,1,236356
PAÍS,PAÍS,2,240792
PAÍS,PAÍS,3,235383
PAÍS,PAÍS,4,238933
PAÍS,PAÍS,5,238867
PAÍS,PAÍS,6,247819
PAÍS,PAÍS,7,246261
PAÍS,PAÍS,8,241525
PAÍS,PAÍS,9,235717
PAÍS,PAÍS,10,230340
PAÍS,PAÍS,11,228005
PAÍS,PAÍS,12,225539
PAÍS,PAÍS,13,227584
PAÍS,PAÍS,14,235947
PAÍS,PAÍS,15,239492
PAÍS,PAÍS,16,247940
PAÍS,PAÍS,17,247973
PAÍS,PAÍS,18,252631
PAÍS,PAÍS,19,256661
PAÍS,PAÍS,20,266595
PAÍS,PAÍS,21,269613
PAÍS,PAÍS,22,280114
PAÍS,PAÍS,23,281880
PAÍS,PAÍS,24,289620
PAÍS,PAÍS,25,293441
PAÍS,PAÍS,26,301401
PAÍS,PAÍS,27,304756
PAÍS,PAÍS,28,293416
PAÍS,PAÍS,29,281136
PAÍS,PAÍS,30,272500
PAÍS,PAÍS,31,261597
PAÍS,PAÍS,32,253829
PAÍS,PAÍS,33,247922
PAÍS,PAÍS,34,257789
PAÍS,PAÍS,35,264459
PAÍS,PAÍS,36,245750
PAÍS,PAÍS,37,241415
PAÍS,PAÍS,38,230440
PAÍS,PAÍS,39,225713
PAÍS,PAÍS,40,228977
PAÍS,PAÍS,41,235610
PAÍS,PAÍS,42,242736
PAÍS,PAÍS,43,247354
PAÍS,PAÍS,44,243826
PAÍS,PAÍS,45,239139
PAÍS,PAÍS,46,231436
PAÍS,PAÍS,47,225484
PAÍS,PAÍS,48,229509
PAÍS,PAÍS,49,235195
PAÍS,PAÍS,50,236498
PAÍS,PAÍS,51,236665
PAÍS,PAÍS,52,239549
PAÍS,PAÍS,53,234169
PAÍS,PAÍS,54,238073
PAÍS,PAÍS,55,225106
PAÍS,PAÍS,56,218604
PAÍS,PAÍS,57,207028
PAÍS,PAÍS,58,201390
PAÍS,PAÍS,59,195651
PAÍS,PAÍS,60,190156
PAÍS,PAÍS,61,176362
PAÍS,PAÍS,62,165579
PAÍS,PAÍS,63,162475
PAÍS,PAÍS,64,152343
PAÍS,PAÍS,65,142813
PAÍS,PAÍS,66,134518
PAÍS,PAÍS,67,130756
PAÍS,PAÍS,68,124332
PAÍS,PAÍS,69,120583
PAÍS,PAÍS,70,115445
PAÍS,PAÍS,71,109220
PAÍS,PAÍS,72,103538
PAÍS,PAÍS,73,95746
PAÍS,PAÍS,74,91960
PAÍS,PAÍS,75,85360
PAÍS,PAÍS,76,80041
PAÍS,PAÍS,77,74004
PAÍS,PAÍS,78,64602
PAÍS,PAÍS,79,59582
PAÍS,PAÍS,80,56377
PAÍS,PAÍS,81,51839
PAÍS,PAÍS,82,47536
PAÍS,PAÍS,83,42798
PAÍS,PAÍS,84,40896
PAÍS,PAÍS,85,36919
PAÍS,PAÍS,86,35937
PAÍS,PAÍS,87,30886
PAÍS,PAÍS,88,25514
PAÍS,PAÍS,89,22545
PAÍS,PAÍS,90,17396
PAÍS,PAÍS,91,13561
PAÍS,PAÍS,92,11842
PAÍS,PAÍS,93,8787
PAÍS,PAÍS,94,7297
PAÍS,PAÍS,95,5223
PAÍS,PAÍS,96,4270
PAÍS,PAÍS,97,2835
PAÍS,PAÍS,98,1999
PAÍS,PAÍS,99,1529
PAÍS,PAÍS,100 o más,4770
ARICA Y PARINACOTA,ARICA,Total Comuna,221364
ARICA Y PARINACOTA,ARICA,0,2802
ARICA Y PARINACOTA,ARICA,1,3084
ARICA Y PARINACOTA,ARICA,2,3339
ARICA Y PARINACOTA,ARICA,3,3347
ARICA Y PARINACOTA,ARICA,4,3321
ARICA Y PARINACOTA,ARICA,5,3450
ARICA Y PARINACOTA,ARICA,6,3581
ARICA Y PARINACOTA,ARICA,7,3474
ARICA Y PARINACOTA,ARICA,8,3298
ARICA Y PARINACOTA,ARICA,9,3241
ARICA Y PARINACOTA,ARICA,10,3148
ARICA Y PARINACOTA,ARICA,11,3165
ARICA Y PARINACOTA,ARICA,12,3118
ARICA Y PARINACOTA,ARICA,13,3080
ARICA Y PARINACOTA,ARICA,14,3215
ARICA Y PARINACOTA,ARICA,15,3115
ARICA Y PARINACOTA,ARICA,16,3304
ARICA Y PARINACOTA,ARICA,17,3429
ARICA Y PARINACOTA,ARICA,18,3646
ARICA Y PARINACOTA,ARICA,19,3682
ARICA Y PARINACOTA,ARICA,20,3649
ARICA Y PARINACOTA,ARICA,21,3647
ARICA Y PARINACOTA,ARICA,22,3612
ARICA Y PARINACOTA,ARICA,23,3579
ARICA Y PARINACOTA,ARICA,24,3556
ARICA Y PARINACOTA,ARICA,25,3726
ARICA Y PARINACOTA,ARICA,26,3631
ARICA Y PARINACOTA,ARICA,27,3660
ARICA Y PARINACOTA,ARICA,28,3606
ARICA Y PARINACOTA,ARICA,29,3551
ARICA Y PARINACOTA,ARICA,30,3457
ARICA Y PARINACOTA,ARICA,31,3323
ARICA Y PARINACOTA,ARICA,32,3338
ARICA Y PARINACOTA,ARICA,33,3085
ARICA Y PARINACOTA,ARICA,34,3295
ARICA Y PARINACOTA,ARICA,35,3255
ARICA Y PARINACOTA,ARICA,36,3056
ARICA Y PARINACOTA,ARICA,37,3009
ARICA Y PARINACOTA,ARICA,38,2914
ARICA Y PARINACOTA,ARICA,39,2816
ARICA Y PARINACOTA,ARICA,40,2876
ARICA Y PARINACOTA,ARICA,41,2748
ARICA Y PARINACOTA,ARICA,42,2959
ARICA Y PARINACOTA,ARICA,43,3079
ARICA Y PARINACOTA,ARICA,44,3088
ARICA Y PARINACOTA,ARICA,45,2944
ARICA Y PARINACOTA,ARICA,46,3006
ARICA Y PARINACOTA,ARICA,47,2724
ARICA Y PARINACOTA,ARICA,48,2599
ARICA Y PARINACOTA,ARICA,49,2547
ARICA Y PARINACOTA,ARICA,50,2638
ARICA Y PARINACOTA,ARICA,51,2569
ARICA Y PARINACOTA,ARICA,52,2651
ARICA Y PARINACOTA,ARICA,53,2624
ARICA Y PARINACOTA,ARICA,54,2841
ARICA Y PARINACOTA,ARICA,55,2465
ARICA Y PARINACOTA,ARICA,56,2369
ARICA Y PARINACOTA,ARICA,57,2297
ARICA Y PARINACOTA,ARICA,58,2246
ARICA Y PARINACOTA,ARICA,59,2280
ARICA Y PARINACOTA,ARICA,60,2190
ARICA Y PARINACOTA,ARICA,61,2127
ARICA Y PARINACOTA,ARICA,62,2021
ARICA Y PARINACOTA,ARICA,63,1977
ARICA Y PARINACOTA,ARICA,64,1858
ARICA Y PARINACOTA,ARICA,65,1725
ARICA Y PARINACOTA,ARICA,66,1702
ARICA Y PARINACOTA,ARICA,67,1595
ARICA Y PARINACOTA,ARICA,68,1551
ARICA Y PARINACOTA,ARICA,69,1507
ARICA Y PARINACOTA,ARICA,70,1439
ARICA Y PARINACOTA,ARICA,71,1402
ARICA Y PARINACOTA,ARICA,72,1272
ARICA Y PARINACOTA,ARICA,73,1247
ARICA Y PARINACOTA,ARICA,74,1175
ARICA Y PARINACOTA,ARICA,75,962
ARICA Y PARINACOTA,ARICA,76,946
ARICA Y PARINACOTA,ARICA,77,871
ARICA Y PARINACOTA,ARICA,78,795
ARICA Y PARINACOTA,ARICA,79,686
ARICA Y PARINACOTA,ARICA,80,692
ARICA Y PARINACOTA,ARICA,81,585
ARICA Y PARINACOTA,ARICA,82,537
ARICA Y PARINACOTA,ARICA,83,475
ARICA Y PARINACOTA,ARICA,84,448
ARICA Y PARINACOTA,ARICA,85,376
ARICA Y PARINACOTA,ARICA,86,404
ARICA Y PARINACOTA,ARICA,87,344
ARICA Y PARINACOTA,ARICA,88,257
ARICA Y PARINACOTA,ARICA,89,237
ARICA Y PARINACOTA,ARICA,90,193
ARICA Y PARINACOTA,ARICA,91,138
ARICA Y PARINACOTA,ARICA,92,119
ARICA Y PARINACOTA,ARICA,93,92
ARICA Y PARINACOTA,ARICA,94,62
ARICA Y PARINACOTA,ARICA,95,51
ARICA Y PARINACOTA,ARICA,96,52
ARICA Y PARINACOTA,ARICA,97,23
ARICA Y PARINACOTA,ARICA,98,17
ARICA Y PARINACOTA,ARICA,99,10
ARICA Y PARINACOTA,ARICA,100 o más,50
ARICA Y PARINACOTA,CAMARONES,Total Comuna,1255
ARICA Y PARINACOTA,CAMARONES,0,11
ARICA Y PARINACOTA,CAMARONES,1,11
ARICA Y PARINACOTA,CAMARONES,2,16
ARICA Y PARINACOTA,CAMARONES,3,12
ARICA Y PARINACOTA,CAMARONES,4,11
ARICA Y PARINACOTA,CAMARONES,5,12
ARICA Y PARINACOTA,CAMARONES,6,14
ARICA Y PARINACOTA,CAMARONES,7,15
ARICA Y PARINACOTA,CAMARONES,8,13
ARICA Y PARINACOTA,CAMARONES,9,14
ARICA Y PARINACOTA,CAMARONES,10,12
ARICA Y PARINACOTA,CAMARONES,11,17
ARICA Y PARINACOTA,CAMARONES,12,8
ARICA Y PARINACOTA,CAMARONES,13,14
ARICA Y PARINACOTA,CAMARONES,14,14
ARICA Y PARINACOTA,CAMARONES,15,10
ARICA Y PARINACOTA,CAMARONES,16,9
ARICA Y PARINACOTA,CAMARONES,17,12
ARICA Y PARINACOTA,CAMARONES,18,8
ARICA Y PARINACOTA,CAMARONES,19,10
ARICA Y PARINACOTA,CAMARONES,20,7
ARICA Y PARINACOTA,CAMARONES,21,19
ARICA Y PARINACOTA,CAMARONES,22,12
ARICA Y PARINACOTA,CAMARONES,23,20
ARICA Y PARINACOTA,CAMARONES,24,14
ARICA Y PARINACOTA,CAMARONES,25,22
ARICA Y PARINACOTA,CAMARONES,26,18
ARICA Y PARINACOTA,CAMARONES,27,18
ARICA Y PARINACOTA,CAMARONES,28,23
ARICA Y PARINACOTA,CAMARONES,29,23
ARICA Y PARINACOTA,CAMARONES,30,21
ARICA Y PARINACOTA,CAMARONES,31,16
ARICA Y PARINACOTA,CAMARONES,32,21
ARICA Y PARINACOTA,CAMARONES,33,17
ARICA Y PARINACOTA,CAMARONES,34,18
ARICA Y PARINACOTA,CAMARONES,35,14
ARICA Y PARINACOTA,CAMARONES,36,23
ARICA Y PARINACOTA,CAMARONES,37,15
ARICA Y PARINACOTA,CAMARONES,38,15
ARICA Y PARINACOTA,CAMARONES,39,17
ARICA Y PARINACOTA,CAMARONES,40,16
ARICA Y PARINACOTA,CAMARONES,41,18
ARICA Y PARINACOTA,CAMARONES,42,22
ARICA Y PARINACOTA,CAMARONES,43,19
ARICA Y PARINACOTA,CAMARONES,44,14
ARICA Y PARINACOTA,CAMARONES,45,28
ARICA Y PARINACOTA,CAMARONES,46,14
ARICA Y PARINACOTA,CAMARONES,47,19
ARICA Y PARINACOTA,CAMARONES,48,9
ARICA Y PARINACOTA,CAMARONES,49,12
ARICA Y PARINACOTA,CAMARONES,50,20
ARICA Y PARINACOTA,CAMARONES,51,24
ARICA Y PARINACOTA,CAMARONES,52,20
ARICA Y PARINACOTA,CAMARONES,53,14
ARICA Y PARINACOTA,CAMARONES,54,18
ARICA Y PARINACOTA,CAMARONES,55,22
ARICA Y PARINACOTA,CAMARONES,56,20
ARICA Y PARINACOTA,CAMARONES,57,16
ARICA Y PARINACOTA,CAMARONES,58,25
ARICA Y PARINACOTA,CAMARONES,59,15
ARICA Y PARINACOTA,CAMARONES,60,21
ARICA Y PARINACOTA,CAMARONES,61,17
ARICA Y PARINACOTA,CAMARONES,62,20
ARICA Y PARINACOTA,CAMARONES,63,22
ARICA Y PARINACOTA,CAMARONES,64,8
ARICA Y PARINACOTA,CAMARONES,65,19
ARICA Y PARINACOTA,CAMARONES,66,16
ARICA Y PARINACOTA,CAMARONES,67,14
ARICA Y PARINACOTA,CAMARONES,68,12
ARICA Y PARINACOTA,CAMARONES,69,20
ARICA Y PARINACOTA,CAMARONES,70,18
ARICA Y PARINACOTA,CAMARONES,71,9
ARICA Y PARINACOTA,CAMARONES,72,11
ARICA Y PARINACOTA,CAMARONES,73,10
ARICA Y PARINACOTA,CAMARONES,74,7
ARICA Y PARINACOTA,CAMARONES,75,8
ARICA Y PARINACOTA,CAMARONES,76,8
ARICA Y PARINACOTA,CAMARONES,77,5
ARICA Y PARINACOTA,CAMARONES,78,4
ARICA Y PARINACOTA,CAMARONES,79,6
ARICA Y PARINACOTA,CAMARONES,80,5
ARICA Y PARINACOTA,CAMARONES,81,3
ARICA Y PARINACOTA,CAMARONES,82,2
ARICA Y PARINACOTA,CAMARONES,83,8
ARICA Y PARINACOTA,CAMARONES,84,0
ARICA Y PARINACOTA,CAMARONES,85,2
ARICA Y PARINACOTA,CAMARONES,86,2
ARICA Y PARINACOTA,CAMARONES,87,2
ARICA Y PARINACOTA,CAMARONES,88,6
ARICA Y PARINACOTA,CAMARONES,89,0
ARICA Y PARINACOTA,CAMARONES,90,2
ARICA Y PARINACOTA,CAMARONES,91,4
ARICA Y PARINACOTA,CAMARONES,92,0
ARICA Y PARINACOTA,CAMARONES,93,0
ARICA Y PARINACOTA,CAMARONES,94,0
ARICA Y PARINACOTA,CAMARONES,95,0
ARICA Y PARINACOTA,CAMARONES,96,0
ARICA Y PARINACOTA,CAMARONES,97,1
ARICA Y PARINACOTA,CAMARONES,98,0
ARICA Y PARINACOTA,CAMARONES,99,1
ARICA Y PARINACOTA,CAMARONES,100 o más,1
ARICA Y PARINACOTA,PUTRE,Total Comuna,2765
ARICA Y PARINACOTA,PUTRE,0,3
ARICA Y PARINACOTA,PUTRE,1,26
ARICA Y PARINACOTA,PUTRE,2,15
ARICA Y PARINACOTA,PUTRE,3,21
ARICA Y PARINACOTA,PUTRE,4,15
ARICA Y PARINACOTA,PUTRE,5,13
ARICA Y PARINACOTA,PUTRE,6,13
ARICA Y PARINACOTA,PUTRE,7,24
ARICA Y PARINACOTA,PUTRE,8,20
ARICA Y PARINACOTA,PUTRE,9,18
ARICA Y PARINACOTA,PUTRE,10,16
ARICA Y PARINACOTA,PUTRE,11,24
ARICA Y PARINACOTA,PUTRE,12,10
ARICA Y PARINACOTA,PUTRE,13,21
ARICA Y PARINACOTA,PUTRE,14,11
ARICA Y PARINACOTA,PUTRE,15,14
ARICA Y PARINACOTA,PUTRE,16,9
ARICA Y PARINACOTA,PUTRE,17,77
ARICA Y PARINACOTA,PUTRE,18,257
ARICA Y PARINACOTA,PUTRE,19,135
ARICA Y PARINACOTA,PUTRE,20,78
ARICA Y PARINACOTA,PUTRE,21,44
ARICA Y PARINACOTA,PUTRE,22,63
ARICA Y PARINACOTA,PUTRE,23,49
ARICA Y PARINACOTA,PUTRE,24,61
ARICA Y PARINACOTA,PUTRE,25,39
ARICA Y PARINACOTA,PUTRE,26,59
ARICA Y PARINACOTA,PUTRE,27,49
ARICA Y PARINACOTA,PUTRE,28,57
ARICA Y PARINACOTA,PUTRE,29,46
ARICA Y PARINACOTA,PUTRE,30,55
ARICA Y PARINACOTA,PUTRE,31,58
ARICA Y PARINACOTA,PUTRE,32,40
ARICA Y PARINACOTA,PUTRE,33,45
ARICA Y PARINACOTA,PUTRE,34,56
ARICA Y PARINACOTA,PUTRE,35,55
ARICA Y PARINACOTA,PUTRE,36,55
ARICA Y PARINACOTA,PUTRE,37,50
ARICA Y PARINACOTA,PUTRE,38,36
ARICA Y PARINACOTA,PUTRE,39,47
ARICA Y PARINACOTA,PUTRE,40,42
ARICA Y PARINACOTA,PUTRE,41,44
ARICA Y PARINACOTA,PUTRE,42,44
ARICA Y PARINACOTA,PUTRE,43,61
ARICA Y PARINACOTA,PUTRE,44,30
ARICA Y PARINACOTA,PUTRE,45,26
ARICA Y PARINACOTA,PUTRE,46,34
ARICA Y PARINACOTA,PUTRE,47,44
ARICA Y PARINACOTA,PUTRE,48,32
ARICA Y PARINACOTA,PUTRE,49,35
ARICA Y PARINACOTA,PUTRE,50,30
ARICA Y PARINACOTA,PUTRE,51,28
ARICA Y PARINACOTA,PUTRE,52,25
ARICA Y PARINACOTA,PUTRE,53,29
ARICA Y PARINACOTA,PUTRE,54,21
ARICA Y PARINACOTA,PUTRE,55,22
ARICA Y PARINACOTA,PUTRE,56,29
ARICA Y PARINACOTA,PUTRE,57,28
ARICA Y PARINACOTA,PUTRE,58,30
ARICA Y PARINACOTA,PUTRE,59,21
ARICA Y PARINACOTA,PUTRE,60,13
ARICA Y PARINACOTA,PUTRE,61,21
ARICA Y PARINACOTA,PUTRE,62,25
ARICA Y PARINACOTA,PUTRE,63,17
ARICA Y PARINACOTA,PUTRE,64,15
ARICA Y PARINACOTA,PUTRE,65,18
ARICA Y PARINACOTA,PUTRE,66,9
ARICA Y PARINACOTA,PUTRE,67,10
ARICA Y PARINACOTA,PUTRE,68,15
ARICA Y PARINACOTA,PUTRE,69,12
ARICA Y PARINACOTA,PUTRE,70,17
ARICA Y PARINACOTA,PUTRE,71,12
ARICA Y PARINACOTA,PUTRE,72,9
ARICA Y PARINACOTA,PUTRE,73,10
ARICA Y PARINACOTA,PUTRE,74,9
ARICA Y PARINACOTA,PUTRE,75,14
ARICA Y PARINACOTA,PUTRE,76,9
ARICA Y PARINACOTA,PUTRE,77,14
ARICA Y PARINACOTA,PUTRE,78,10
ARICA Y PARINACOTA,PUTRE,79,7
ARICA Y PARINACOTA,PUTRE,80,8
ARICA Y PARINACOTA,PUTRE,81,8
ARICA Y PARINACOTA,PUTRE,82,4
ARICA Y PARINACOTA,PUTRE,83,4
ARICA Y PARINACOTA,PUTRE,84,8
ARICA Y PARINACOTA,PUTRE,85,11
ARICA Y PARINACOTA,PUTRE,86,3
ARICA Y PARINACOTA,PUTRE,87,1
ARICA Y PARINACOTA,PUTRE,88,2
ARICA Y PARINACOTA,PUTRE,89,4
ARICA Y PARINACOTA,PUTRE,90,3
ARICA Y PARINACOTA,PUTRE,91,0
ARICA Y PARINACOTA,PUTRE,92,0
ARICA Y PARINACOTA,PUTRE,93,1
ARICA Y PARINACOTA,PUTRE,94,0
ARICA Y PARINACOTA,PUTRE,95,0
ARICA Y PARINACOTA,PUTRE,96,1
ARICA Y PARINACOTA,PUTRE,97,0
ARICA Y PARINACOTA,PUTRE,98,1
ARICA Y PARINACOTA,PUTRE,99,0
ARICA Y PARINACOTA,PUTRE,100 o más,1
ARICA Y PARINACOTA,GENERAL LAGOS,Total Comuna,684
ARICA Y PARINACOTA,GENERAL LAGOS,0,8
ARICA Y PARINACOTA,GENERAL LAGOS,1,11
ARICA Y PARINACOTA,GENERAL LAGOS,2,6
ARICA Y PARINACOTA,GENERAL LAGOS,3,12
ARICA Y PARINACOTA,GENERAL LAGOS,4,4
ARICA Y PARINACOTA,GENERAL LAGOS,5,5
ARICA Y PARINACOTA,GENERAL LAGOS,6,12
ARICA Y PARINACOTA,GENERAL LAGOS,7,5
ARICA Y PARINACOTA,GENERAL LAGOS,8,8
ARICA Y PARINACOTA,GENERAL LAGOS,9,4
ARICA Y PARINACOTA,GENERAL LAGOS,10,4
ARICA Y PARINACOTA,GENERAL LAGOS,11,6
ARICA Y PARINACOTA,GENERAL LAGOS,12,4
ARICA Y PARINACOTA,GENERAL LAGOS,13,11
ARICA Y PARINACOTA,GENERAL LAGOS,14,3
ARICA Y PARINACOTA,GENERAL LAGOS,15,9
ARICA Y PARINACOTA,GENERAL LAGOS,16,6
ARICA Y PARINACOTA,GENERAL LAGOS,17,3
ARICA Y PARINACOTA,GENERAL LAGOS,18,7
ARICA Y PARINACOTA,GENERAL LAGOS,19,16
ARICA Y PARINACOTA,GENERAL LAGOS,20,12
ARICA Y PARINACOTA,GENERAL LAGOS,21,7
ARICA Y PARINACOTA,GENERAL LAGOS,22,15
ARICA Y PARINACOTA,GENERAL LAGOS,23,11
ARICA Y PARINACOTA,GENERAL LAGOS,24,13
ARICA Y PARINACOTA,GENERAL LAGOS,25,11
ARICA Y PARINACOTA,GENERAL LAGOS,26,12
ARICA Y PARINACOTA,GENERAL LAGOS,27,11
ARICA Y PARINACOTA,GENERAL LAGOS,28,16
ARICA Y PARINACOTA,GENERAL LAGOS,29,10
ARICA Y PARINACOTA,GENERAL LAGOS,30,8
ARICA Y PARINACOTA,GENERAL LAGOS,31,13
ARICA Y PARINACOTA,GENERAL LAGOS,32,7
ARICA Y PARINACOTA,GENERAL LAGOS,33,10
ARICA Y PARINACOTA,GENERAL LAGOS,34,12
ARICA Y PARINACOTA,GENERAL LAGOS,35,11
ARICA Y PARINACOTA,GENERAL LAGOS,36,12
ARICA Y PARINACOTA,GENERAL LAGOS,37,11
ARICA Y PARINACOTA,GENERAL LAGOS,38,8
ARICA Y PARINACOTA,GENERAL LAGOS,39,13
ARICA Y PARINACOTA,GENERAL LAGOS,40,7
ARICA Y PARINACOTA,GENERAL LAGOS,41,10
ARICA Y PARINACOTA,GENERAL LAGOS,42,9
ARICA Y PARINACOTA,GENERAL LAGOS,43,12
ARICA Y PARINACOTA,GENERAL LAGOS,44,11
ARICA Y PARINACOTA,GENERAL LAGOS,45,7
ARICA Y PARINACOTA,GENERAL LAGOS,46,11
ARICA Y PARINACOTA,GENERAL LAGOS,47,8
ARICA Y PARINACOTA,GENERAL LAGOS,48,10
ARICA Y PARINACOTA,GENERAL LAGOS,49,3
ARICA Y PARINACOTA,GENERAL LAGOS,50,7
ARICA Y PARINACOTA,GENERAL LAGOS,51,5
ARICA Y PARINACOTA,GENERAL LAGOS,52,4
ARICA Y PARINACOTA,GENERAL LAGOS,53,13
ARICA Y PARINACOTA,GENERAL LAGOS,54,12
ARICA Y PARINACOTA,GENERAL LAGOS,55,7
ARICA Y PARINACOTA,GENERAL LAGOS,56,10
ARICA Y PARINACOTA,GENERAL LAGOS,57,7
ARICA Y PARINACOTA,GENERAL LAGOS,58,12
ARICA Y PARINACOTA,GENERAL LAGOS,59,9
ARICA Y PARINACOTA,GENERAL LAGOS,60,10
ARICA Y PARINACOTA,GENERAL LAGOS,61,8
ARICA Y PARINACOTA,GENERAL LAGOS,62,6
ARICA Y PARINACOTA,GENERAL LAGOS,63,8
ARICA Y PARINACOTA,GENERAL LAGOS,64,12
ARICA Y PARINACOTA,GENERAL LAGOS,65,9
ARICA Y PARINACOTA,GENERAL LAGOS,66,9
ARICA Y PARINACOTA,GENERAL LAGOS,67,3
ARICA Y PARINACOTA,GENERAL LAGOS,68,7
ARICA Y PARINACOTA,GENERAL LAGOS,69,6
ARICA Y PARINACOTA,GENERAL LAGOS,70,8
ARICA Y PARINACOTA,GENERAL LAGOS,71,5
ARICA Y PARINACOTA,GENERAL LAGOS,72,6
ARICA Y PARINACOTA,GENERAL LAGOS,73,6
ARICA Y PARINACOTA,GENERAL LAGOS,74,8
ARICA Y PARINACOTA,GENERAL LAGOS,75,6
ARICA Y PARINACOTA,GENERAL LAGOS,76,2
ARICA Y PARINACOTA,GENERAL LAGOS,77,2
ARICA Y PARINACOTA,GENERAL LAGOS,78,2
ARICA Y PARINACOTA,GENERAL LAGOS,79,3
ARICA Y PARINACOTA,GENERAL LAGOS,80,4
ARICA Y PARINACOTA,GENERAL LAGOS,81,0
ARICA Y PARINACOTA,GENERAL LAGOS,82,2
ARICA Y PARINACOTA,GENERAL LAGOS,83,1
ARICA Y PARINACOTA,GENERAL LAGOS,84,3
ARICA Y PARINACOTA,GENERAL LAGOS,85,2
ARICA Y PARINACOTA,GENERAL LAGOS,86,3
ARICA Y PARINACOTA,GENERAL LAGOS,87,0
ARICA Y PARINACOTA,GENERAL LAGOS,88,1
ARICA Y PARINACOTA,GENERAL LAGOS,89,0
ARICA Y PARINACOTA,GENERAL LAGOS,90,0
ARICA Y PARINACOTA,GENERAL LAGOS,91,0
ARICA Y PARINACOTA,GENERAL LAGOS,92,0
ARICA Y PARINACOTA,GENERAL LAGOS,93,1
ARICA Y PARINACOTA,GENERAL LAGOS,94,0
ARICA Y PARINACOTA,GENERAL LAGOS,95,0
ARICA Y PARINACOTA,GENERAL LAGOS,96,0
ARICA Y PARINACOTA,GENERAL LAGOS,97,0
ARICA Y PARINACOTA,GENERAL LAGOS,98,0
ARICA Y PARINACOTA,GENERAL LAGOS,99,0
ARICA Y PARINACOTA,GENERAL LAGOS,100 o más,0
TARAPACÁ,IQUIQUE,Total Comuna,191468
TARAPACÁ,IQUIQUE,0,2614
TARAPACÁ,IQUIQUE,1,2796
TARAPACÁ,IQUIQUE,2,2817
TARAPACÁ,IQUIQUE,3,2748
TARAPACÁ,IQUIQUE,4,2896
TARAPACÁ,IQUIQUE,5,2823
TARAPACÁ,IQUIQUE,6,2984
TARAPACÁ,IQUIQUE,7,2850
TARAPACÁ,IQUIQUE,8,2759
TARAPACÁ,IQUIQUE,9,2721
TARAPACÁ,IQUIQUE,10,2652
TARAPACÁ,IQUIQUE,11,2497
TARAPACÁ,IQUIQUE,12,2453
TARAPACÁ,IQUIQUE,13,2520
TARAPACÁ,IQUIQUE,14,2458
TARAPACÁ,IQUIQUE,15,2490
TARAPACÁ,IQUIQUE,16,2652
TARAPACÁ,IQUIQUE,17,2568
TARAPACÁ,IQUIQUE,18,2484
TARAPACÁ,IQUIQUE,19,2604
TARAPACÁ,IQUIQUE,20,2715
TARAPACÁ,IQUIQUE,21,2859
TARAPACÁ,IQUIQUE,22,2958
TARAPACÁ,IQUIQUE,23,3164
TARAPACÁ,IQUIQUE,24,3322
TARAPACÁ,IQUIQUE,25,3389
TARAPACÁ,IQUIQUE,26,3521
TARAPACÁ,IQUIQUE,27,3723
TARAPACÁ,IQUIQUE,28,3480
TARAPACÁ,IQUIQUE,29,3528
TARAPACÁ,IQUIQUE,30,3525
TARAPACÁ,IQUIQUE,31,3188
TARAPACÁ,IQUIQUE,32,3289
TARAPACÁ,IQUIQUE,33,3103
TARAPACÁ,IQUIQUE,34,3312
TARAPACÁ,IQUIQUE,35,3314
TARAPACÁ,IQUIQUE,36,3156
TARAPACÁ,IQUIQUE,37,2978
TARAPACÁ,IQUIQUE,38,2757
TARAPACÁ,IQUIQUE,39,2832
TARAPACÁ,IQUIQUE,40,2816
TARAPACÁ,IQUIQUE,41,2662
TARAPACÁ,IQUIQUE,42,2627
TARAPACÁ,IQUIQUE,43,2574
TARAPACÁ,IQUIQUE,44,2624
TARAPACÁ,IQUIQUE,45,2468
TARAPACÁ,IQUIQUE,46,2460
TARAPACÁ,IQUIQUE,47,2272
TARAPACÁ,IQUIQUE,48,2206
TARAPACÁ,IQUIQUE,49,2209
TARAPACÁ,IQUIQUE,50,2215
TARAPACÁ,IQUIQUE,51,2210
TARAPACÁ,IQUIQUE,52,2325
TARAPACÁ,IQUIQUE,53,2311
TARAPACÁ,IQUIQUE,54,2417
TARAPACÁ,IQUIQUE,55,2144
TARAPACÁ,IQUIQUE,56,2203
TARAPACÁ,IQUIQUE,57,2127
TARAPACÁ,IQUIQUE,58,2066
TARAPACÁ,IQUIQUE,59,2000
TARAPACÁ,IQUIQUE,60,2072
TARAPACÁ,IQUIQUE,61,1959
TARAPACÁ,IQUIQUE,62,1885
TARAPACÁ,IQUIQUE,63,1788
TARAPACÁ,IQUIQUE,64,1599
TARAPACÁ,IQUIQUE,65,1426
TARAPACÁ,IQUIQUE,66,1405
TARAPACÁ,IQUIQUE,67,1312
TARAPACÁ,IQUIQUE,68,1161
TARAPACÁ,IQUIQUE,69,1158
TARAPACÁ,IQUIQUE,70,1072
TARAPACÁ,IQUIQUE,71,933
TARAPACÁ,IQUIQUE,72,882
TARAPACÁ,IQUIQUE,73,868
TARAPACÁ,IQUIQUE,74,796
TARAPACÁ,IQUIQUE,75,648
TARAPACÁ,IQUIQUE,76,658
TARAPACÁ,IQUIQUE,77,589
TARAPACÁ,IQUIQUE,78,509
TARAPACÁ,IQUIQUE,79,480
