NOMBRE REGIÓN  RESIDENCIA HABITUAL ACTUAL,NOMBRE COMUNA RESIDENCIA HABITUAL ACTUAL,GRUPO DE EDAD,TOTAL POBLACIÓN NACIDA FUERA DEL PAÍS
LA ARAUCANÍA,PURÉN,15 a 19,2
LA ARAUCANÍA,PURÉN,20 a 24,6
LA ARAUCANÍA,PURÉN,25 a 29,1
LA ARAUCANÍA,PURÉN,30 a 34,2
LA ARAUCANÍA,PURÉN,35 a 39,0
LA ARAUCANÍA,PURÉN,40 a 44,2
LA ARAUCANÍA,PURÉN,45 a 49,1
LA ARAUCANÍA,PURÉN,50 a 54,0
LA ARAUCANÍA,PURÉN,55 a 59,0
LA ARAUCANÍA,PURÉN,60 a 64,1
LA ARAUCANÍA,PURÉN,65 a 69,1
LA ARAUCANÍA,PURÉN,70 a 74,0
LA ARAUCANÍA,PURÉN,75 a 79,2
LA ARAUCANÍA,PURÉN,80 a 84,0
LA ARAUCANÍA,PURÉN,85 a 89,1
LA ARAUCANÍA,PURÉN,90 a 94,0
LA ARAUCANÍA,PURÉN,95 a 99,0
LA ARAUCANÍA,PURÉN,100 o más,0
LA ARAUCANÍA,RENAICO,Total Comuna,36
LA ARAUCANÍA,RENAICO,0 a 4,1
LA ARAUCANÍA,RENAICO,5 a 9,0
LA ARAUCANÍA,RENAICO,10 a 14,3
LA ARAUCANÍA,RENAICO,15 a 19,2
LA ARAUCANÍA,RENAICO,20 a 24,6
LA ARAUCANÍA,RENAICO,25 a 29,8
LA ARAUCANÍA,RENAICO,30 a 34,3
LA ARAUCANÍA,RENAICO,35 a 39,1
LA ARAUCANÍA,RENAICO,40 a 44,3
LA ARAUCANÍA,RENAICO,45 a 49,2
LA ARAUCANÍA,RENAICO,50 a 54,2
LA ARAUCANÍA,RENAICO,55 a 59,2
LA ARAUCANÍA,RENAICO,60 a 64,0
LA ARAUCANÍA,RENAICO,65 a 69,1
LA ARAUCANÍA,RENAICO,70 a 74,0
LA ARAUCANÍA,RENAICO,75 a 79,0
LA ARAUCANÍA,RENAICO,80 a 84,2
LA ARAUCANÍA,RENAICO,85 a 89,0
LA ARAUCANÍA,RENAICO,90 a 94,0
LA ARAUCANÍA,RENAICO,95 a 99,0
LA ARAUCANÍA,RENAICO,100 o más,0
LA ARAUCANÍA,TRAIGUÉN,Total Comuna,66
LA ARAUCANÍA,TRAIGUÉN,0 a 4,3
LA ARAUCANÍA,TRAIGUÉN,5 a 9,6
LA ARAUCANÍA,TRAIGUÉN,10 a 14,1
LA ARAUCANÍA,TRAIGUÉN,15 a 19,4
LA ARAUCANÍA,TRAIGUÉN,20 a 24,10
LA ARAUCANÍA,TRAIGUÉN,25 a 29,13
LA ARAUCANÍA,TRAIGUÉN,30 a 34,8
LA ARAUCANÍA,TRAIGUÉN,35 a 39,6
LA ARAUCANÍA,TRAIGUÉN,40 a 44,6
LA ARAUCANÍA,TRAIGUÉN,45 a 49,0
LA ARAUCANÍA,TRAIGUÉN,50 a 54,3
LA ARAUCANÍA,TRAIGUÉN,55 a 59,4
LA ARAUCANÍA,TRAIGUÉN,60 a 64,0
LA ARAUCANÍA,TRAIGUÉN,65 a 69,0
LA ARAUCANÍA,TRAIGUÉN,70 a 74,0
LA ARAUCANÍA,TRAIGUÉN,75 a 79,0
LA ARAUCANÍA,TRAIGUÉN,80 a 84,0
LA ARAUCANÍA,TRAIGUÉN,85 a 89,0
LA ARAUCANÍA,TRAIGUÉN,90 a 94,1
LA ARAUCANÍA,TRAIGUÉN,95 a 99,1
LA ARAUCANÍA,TRAIGUÉN,100 o más,0
LA ARAUCANÍA,VICTORIA,Total Comuna,214
LA ARAUCANÍA,VICTORIA,0 a 4,3
LA ARAUCANÍA,VICTORIA,5 a 9,7
LA ARAUCANÍA,VICTORIA,10 a 14,1
LA ARAUCANÍA,VICTORIA,15 a 19,10
LA ARAUCANÍA,VICTORIA,20 a 24,25
LA ARAUCANÍA,VICTORIA,25 a 29,47
LA ARAUCANÍA,VICTORIA,30 a 34,35
LA ARAUCANÍA,VICTORIA,35 a 39,26
LA ARAUCANÍA,VICTORIA,40 a 44,16
LA ARAUCANÍA,VICTORIA,45 a 49,9
LA ARAUCANÍA,VICTORIA,50 a 54,7
LA ARAUCANÍA,VICTORIA,55 a 59,8
LA ARAUCANÍA,VICTORIA,60 a 64,8
LA ARAUCANÍA,VICTORIA,65 a 69,3
LA ARAUCANÍA,VICTORIA,70 a 74,4
LA ARAUCANÍA,VICTORIA,75 a 79,2
LA ARAUCANÍA,VICTORIA,80 a 84,0
LA ARAUCANÍA,VICTORIA,85 a 89,1
LA ARAUCANÍA,VICTORIA,90 a 94,1
LA ARAUCANÍA,VICTORIA,95 a 99,1
LA ARAUCANÍA,VICTORIA,100 o más,0
LOS RÍOS,VALDIVIA,Total Comuna,2370
LOS RÍOS,VALDIVIA,0 a 4,60
LOS RÍOS,VALDIVIA,5 a 9,94
LOS RÍOS,VALDIVIA,10 a 14,81
LOS RÍOS,VALDIVIA,15 a 19,118
LOS RÍOS,VALDIVIA,20 a 24,287
LOS RÍOS,VALDIVIA,25 a 29,388
LOS RÍOS,VALDIVIA,30 a 34,329
LOS RÍOS,VALDIVIA,35 a 39,321
LOS RÍOS,VALDIVIA,40 a 44,200
LOS RÍOS,VALDIVIA,45 a 49,116
LOS RÍOS,VALDIVIA,50 a 54,101
LOS RÍOS,VALDIVIA,55 a 59,92
LOS RÍOS,VALDIVIA,60 a 64,45
LOS RÍOS,VALDIVIA,65 a 69,41
LOS RÍOS,VALDIVIA,70 a 74,36
LOS RÍOS,VALDIVIA,75 a 79,23
LOS RÍOS,VALDIVIA,80 a 84,14
LOS RÍOS,VALDIVIA,85 a 89,14
LOS RÍOS,VALDIVIA,90 a 94,6
LOS RÍOS,VALDIVIA,95 a 99,3
LOS RÍOS,VALDIVIA,100 o más,1
LOS RÍOS,CORRAL,Total Comuna,32
LOS RÍOS,CORRAL,0 a 4,1
LOS RÍOS,CORRAL,5 a 9,0
LOS RÍOS,CORRAL,10 a 14,1
LOS RÍOS,CORRAL,15 a 19,1
LOS RÍOS,CORRAL,20 a 24,3
LOS RÍOS,CORRAL,25 a 29,6
LOS RÍOS,CORRAL,30 a 34,2
LOS RÍOS,CORRAL,35 a 39,4
LOS RÍOS,CORRAL,40 a 44,1
LOS RÍOS,CORRAL,45 a 49,2
LOS RÍOS,CORRAL,50 a 54,2
LOS RÍOS,CORRAL,55 a 59,3
LOS RÍOS,CORRAL,60 a 64,2
LOS RÍOS,CORRAL,65 a 69,0
LOS RÍOS,CORRAL,70 a 74,3
LOS RÍOS,CORRAL,75 a 79,0
LOS RÍOS,CORRAL,80 a 84,1
LOS RÍOS,CORRAL,85 a 89,0
LOS RÍOS,CORRAL,90 a 94,0
LOS RÍOS,CORRAL,95 a 99,0
LOS RÍOS,CORRAL,100 o más,0
LOS RÍOS,LANCO,Total Comuna,113
LOS RÍOS,LANCO,0 a 4,1
LOS RÍOS,LANCO,5 a 9,6
LOS RÍOS,LANCO,10 a 14,8
LOS RÍOS,LANCO,15 a 19,8
LOS RÍOS,LANCO,20 a 24,12
LOS RÍOS,LANCO,25 a 29,25
LOS RÍOS,LANCO,30 a 34,10
LOS RÍOS,LANCO,35 a 39,15
LOS RÍOS,LANCO,40 a 44,10
LOS RÍOS,LANCO,45 a 49,7
LOS RÍOS,LANCO,50 a 54,3
LOS RÍOS,LANCO,55 a 59,3
LOS RÍOS,LANCO,60 a 64,3
LOS RÍOS,LANCO,65 a 69,1
LOS RÍOS,LANCO,70 a 74,0
LOS RÍOS,LANCO,75 a 79,1
LOS RÍOS,LANCO,80 a 84,0
LOS RÍOS,LANCO,85 a 89,0
LOS RÍOS,LANCO,90 a 94,0
LOS RÍOS,LANCO,95 a 99,0
LOS RÍOS,LANCO,100 o más,0
LOS RÍOS,LOS LAGOS,Total Comuna,112
LOS RÍOS,LOS LAGOS,0 a 4,0
LOS RÍOS,LOS LAGOS,5 a 9,6
LOS RÍOS,LOS LAGOS,10 a 14,3
LOS RÍOS,LOS LAGOS,15 a 19,8
LOS RÍOS,LOS LAGOS,20 a 24,9
LOS RÍOS,LOS LAGOS,25 a 29,20
LOS RÍOS,LOS LAGOS,30 a 34,9
LOS RÍOS,LOS LAGOS,35 a 39,9
LOS RÍOS,LOS LAGOS,40 a 44,9
LOS RÍOS,LOS LAGOS,45 a 49,8
LOS RÍOS,LOS LAGOS,50 a 54,12
LOS RÍOS,LOS LAGOS,55 a 59,7
LOS RÍOS,LOS LAGOS,60 a 64,0
LOS RÍOS,LOS LAGOS,65 a 69,3
LOS RÍOS,LOS LAGOS,70 a 74,2
LOS RÍOS,LOS LAGOS,75 a 79,5
LOS RÍOS,LOS LAGOS,80 a 84,1
LOS RÍOS,LOS LAGOS,85 a 89,0
LOS RÍOS,LOS LAGOS,90 a 94,1
LOS RÍOS,LOS LAGOS,95 a 99,0
LOS RÍOS,LOS LAGOS,100 o más,0
LOS RÍOS,MÁFIL,Total Comuna,23
LOS RÍOS,MÁFIL,0 a 4,1
LOS RÍOS,MÁFIL,5 a 9,0
LOS RÍOS,MÁFIL,10 a 14,0
LOS RÍOS,MÁFIL,15 a 19,1
LOS RÍOS,MÁFIL,20 a 24,1
LOS RÍOS,MÁFIL,25 a 29,7
LOS RÍOS,MÁFIL,30 a 34,2
LOS RÍOS,MÁFIL,35 a 39,2
LOS RÍOS,MÁFIL,40 a 44,0
LOS RÍOS,MÁFIL,45 a 49,2
LOS RÍOS,MÁFIL,50 a 54,2
LOS RÍOS,MÁFIL,55 a 59,2
LOS RÍOS,MÁFIL,60 a 64,0
LOS RÍOS,MÁFIL,65 a 69,1
LOS RÍOS,MÁFIL,70 a 74,0
LOS RÍOS,MÁFIL,75 a 79,2
LOS RÍOS,MÁFIL,80 a 84,0
LOS RÍOS,MÁFIL,85 a 89,0
LOS RÍOS,MÁFIL,90 a 94,0
LOS RÍOS,MÁFIL,95 a 99,0
LOS RÍOS,MÁFIL,100 o más,0
LOS RÍOS,MARIQUINA,Total Comuna,141
LOS RÍOS,MARIQUINA,0 a 4,4
LOS RÍOS,MARIQUINA,5 a 9,6
LOS RÍOS,MARIQUINA,10 a 14,3
LOS RÍOS,MARIQUINA,15 a 19,12
LOS RÍOS,MARIQUINA,20 a 24,15
LOS RÍOS,MARIQUINA,25 a 29,25
LOS RÍOS,MARIQUINA,30 a 34,21
LOS RÍOS,MARIQUINA,35 a 39,18
LOS RÍOS,MARIQUINA,40 a 44,10
LOS RÍOS,MARIQUINA,45 a 49,3
LOS RÍOS,MARIQUINA,50 a 54,6
LOS RÍOS,MARIQUINA,55 a 59,2
LOS RÍOS,MARIQUINA,60 a 64,3
LOS RÍOS,MARIQUINA,65 a 69,2
LOS RÍOS,MARIQUINA,70 a 74,3
LOS RÍOS,MARIQUINA,75 a 79,1
LOS RÍOS,MARIQUINA,80 a 84,3
LOS RÍOS,MARIQUINA,85 a 89,3
LOS RÍOS,MARIQUINA,90 a 94,1
LOS RÍOS,MARIQUINA,95 a 99,0
LOS RÍOS,MARIQUINA,100 o más,0
LOS RÍOS,PAILLACO,Total Comuna,156
LOS RÍOS,PAILLACO,0 a 4,0
LOS RÍOS,PAILLACO,5 a 9,2
LOS RÍOS,PAILLACO,10 a 14,2
LOS RÍOS,PAILLACO,15 a 19,11
LOS RÍOS,PAILLACO,20 a 24,25
LOS RÍOS,PAILLACO,25 a 29,30
LOS RÍOS,PAILLACO,30 a 34,17
LOS RÍOS,PAILLACO,35 a 39,19
LOS RÍOS,PAILLACO,40 a 44,16
LOS RÍOS,PAILLACO,45 a 49,9
LOS RÍOS,PAILLACO,50 a 54,7
LOS RÍOS,PAILLACO,55 a 59,5
LOS RÍOS,PAILLACO,60 a 64,6
LOS RÍOS,PAILLACO,65 a 69,3
LOS RÍOS,PAILLACO,70 a 74,0
LOS RÍOS,PAILLACO,75 a 79,2
LOS RÍOS,PAILLACO,80 a 84,1
LOS RÍOS,PAILLACO,85 a 89,1
LOS RÍOS,PAILLACO,90 a 94,0
LOS RÍOS,PAILLACO,95 a 99,0
LOS RÍOS,PAILLACO,100 o más,0
LOS RÍOS,PANGUIPULLI,Total Comuna,347
LOS RÍOS,PANGUIPULLI,0 a 4,5
LOS RÍOS,PANGUIPULLI,5 a 9,12
LOS RÍOS,PANGUIPULLI,10 a 14,14
LOS RÍOS,PANGUIPULLI,15 a 19,13
LOS RÍOS,PANGUIPULLI,20 a 24,40
LOS RÍOS,PANGUIPULLI,25 a 29,71
LOS RÍOS,PANGUIPULLI,30 a 34,47
LOS RÍOS,PANGUIPULLI,35 a 39,33
LOS RÍOS,PANGUIPULLI,40 a 44,32
LOS RÍOS,PANGUIPULLI,45 a 49,16
LOS RÍOS,PANGUIPULLI,50 a 54,19
LOS RÍOS,PANGUIPULLI,55 a 59,11
LOS RÍOS,PANGUIPULLI,60 a 64,6
LOS RÍOS,PANGUIPULLI,65 a 69,9
LOS RÍOS,PANGUIPULLI,70 a 74,5
LOS RÍOS,PANGUIPULLI,75 a 79,8
LOS RÍOS,PANGUIPULLI,80 a 84,2
LOS RÍOS,PANGUIPULLI,85 a 89,4
LOS RÍOS,PANGUIPULLI,90 a 94,0
LOS RÍOS,PANGUIPULLI,95 a 99,0
LOS RÍOS,PANGUIPULLI,100 o más,0
LOS RÍOS,LA UNIÓN,Total Comuna,174
LOS RÍOS,LA UNIÓN,0 a 4,3
LOS RÍOS,LA UNIÓN,5 a 9,8
LOS RÍOS,LA UNIÓN,10 a 14,5
LOS RÍOS,LA UNIÓN,15 a 19,14
LOS RÍOS,LA UNIÓN,20 a 24,15
LOS RÍOS,LA UNIÓN,25 a 29,16
LOS RÍOS,LA UNIÓN,30 a 34,19
LOS RÍOS,LA UNIÓN,35 a 39,19
LOS RÍOS,LA UNIÓN,40 a 44,14
LOS RÍOS,LA UNIÓN,45 a 49,14
LOS RÍOS,LA UNIÓN,50 a 54,3
LOS RÍOS,LA UNIÓN,55 a 59,8
LOS RÍOS,LA UNIÓN,60 a 64,5
LOS RÍOS,LA UNIÓN,65 a 69,7
LOS RÍOS,LA UNIÓN,70 a 74,4
LOS RÍOS,LA UNIÓN,75 a 79,7
LOS RÍOS,LA UNIÓN,80 a 84,8
LOS RÍOS,LA UNIÓN,85 a 89,3
LOS RÍOS,LA UNIÓN,90 a 94,2
LOS RÍOS,LA UNIÓN,95 a 99,0
LOS RÍOS,LA UNIÓN,100 o más,0
LOS RÍOS,FUTRONO,Total Comuna,103
LOS RÍOS,FUTRONO,0 a 4,1
LOS RÍOS,FUTRONO,5 a 9,7
LOS RÍOS,FUTRONO,10 a 14,6
LOS RÍOS,FUTRONO,15 a 19,12
LOS RÍOS,FUTRONO,20 a 24,7
LOS RÍOS,FUTRONO,25 a 29,12
LOS RÍOS,FUTRONO,30 a 34,12
LOS RÍOS,FUTRONO,35 a 39,9
LOS RÍOS,FUTRONO,40 a 44,8
LOS RÍOS,FUTRONO,45 a 49,11
LOS RÍOS,FUTRONO,50 a 54,5
LOS RÍOS,FUTRONO,55 a 59,2
LOS RÍOS,FUTRONO,60 a 64,2
LOS RÍOS,FUTRONO,65 a 69,0
LOS RÍOS,FUTRONO,70 a 74,6
LOS RÍOS,FUTRONO,75 a 79,2
LOS RÍOS,FUTRONO,80 a 84,0
LOS RÍOS,FUTRONO,85 a 89,0
LOS RÍOS,FUTRONO,90 a 94,1
LOS RÍOS,FUTRONO,95 a 99,0
LOS RÍOS,FUTRONO,100 o más,0
LOS RÍOS,LAGO RANCO,Total Comuna,41
LOS RÍOS,LAGO RANCO,0 a 4,1
LOS RÍOS,LAGO RANCO,5 a 9,2
LOS RÍOS,LAGO RANCO,10 a 14,1
LOS RÍOS,LAGO RANCO,15 a 19,4
LOS RÍOS,LAGO RANCO,20 a 24,4
LOS RÍOS,LAGO RANCO,25 a 29,10
LOS RÍOS,LAGO RANCO,30 a 34,2
LOS RÍOS,LAGO RANCO,35 a 39,3
LOS RÍOS,LAGO RANCO,40 a 44,4
LOS RÍOS,LAGO RANCO,45 a 49,1
LOS RÍOS,LAGO RANCO,50 a 54,2
LOS RÍOS,LAGO RANCO,55 a 59,1
LOS RÍOS,LAGO RANCO,60 a 64,0
LOS RÍOS,LAGO RANCO,65 a 69,0
LOS RÍOS,LAGO RANCO,70 a 74,1
LOS RÍOS,LAGO RANCO,75 a 79,3
LOS RÍOS,LAGO RANCO,80 a 84,0
LOS RÍOS,LAGO RANCO,85 a 89,2
LOS RÍOS,LAGO RANCO,90 a 94,0
LOS RÍOS,LAGO RANCO,95 a 99,0
LOS RÍOS,LAGO RANCO,100 o más,0
LOS RÍOS,RÍO BUENO,Total Comuna,155
LOS RÍOS,RÍO BUENO,0 a 4,6
LOS RÍOS,RÍO BUENO,5 a 9,5
LOS RÍOS,RÍO BUENO,10 a 14,5
LOS RÍOS,RÍO BUENO,15 a 19,11
LOS RÍOS,RÍO BUENO,20 a 24,14
LOS RÍOS,RÍO BUENO,25 a 29,18
LOS RÍOS,RÍO BUENO,30 a 34,27
LOS RÍOS,RÍO BUENO,35 a 39,16
LOS RÍOS,RÍO BUENO,40 a 44,15
LOS RÍOS,RÍO BUENO,45 a 49,10
LOS RÍOS,RÍO BUENO,50 a 54,8
LOS RÍOS,RÍO BUENO,55 a 59,6
LOS RÍOS,RÍO BUENO,60 a 64,3
LOS RÍOS,RÍO BUENO,65 a 69,4
LOS RÍOS,RÍO BUENO,70 a 74,2
LOS RÍOS,RÍO BUENO,75 a 79,2
LOS RÍOS,RÍO BUENO,80 a 84,2
LOS RÍOS,RÍO BUENO,85 a 89,1
LOS RÍOS,RÍO BUENO,90 a 94,0
LOS RÍOS,RÍO BUENO,95 a 99,0
LOS RÍOS,RÍO BUENO,100 o más,0
LOS LAGOS,PUERTO MONTT,Total Comuna,3595
LOS LAGOS,PUERTO MONTT,0 a 4,72
LOS LAGOS,PUERTO MONTT,5 a 9,106
LOS LAGOS,PUERTO MONTT,10 a 14,124
LOS LAGOS,PUERTO MONTT,15 a 19,191
LOS LAGOS,PUERTO MONTT,20 a 24,380
LOS LAGOS,PUERTO MONTT,25 a 29,626
LOS LAGOS,PUERTO MONTT,30 a 34,561
LOS LAGOS,PUERTO MONTT,35 a 39,481
LOS LAGOS,PUERTO MONTT,40 a 44,324
LOS LAGOS,PUERTO MONTT,45 a 49,223
LOS LAGOS,PUERTO MONTT,50 a 54,161
LOS LAGOS,PUERTO MONTT,55 a 59,124
LOS LAGOS,PUERTO MONTT,60 a 64,53
LOS LAGOS,PUERTO MONTT,65 a 69,58
LOS LAGOS,PUERTO MONTT,70 a 74,45
LOS LAGOS,PUERTO MONTT,75 a 79,30
LOS LAGOS,PUERTO MONTT,80 a 84,17
LOS LAGOS,PUERTO MONTT,85 a 89,12
LOS LAGOS,PUERTO MONTT,90 a 94,5
LOS LAGOS,PUERTO MONTT,95 a 99,1
LOS LAGOS,PUERTO MONTT,100 o más,1
LOS LAGOS,CALBUCO,Total Comuna,294
LOS LAGOS,CALBUCO,0 a 4,6
LOS LAGOS,CALBUCO,5 a 9,4
LOS LAGOS,CALBUCO,10 a 14,5
LOS LAGOS,CALBUCO,15 a 19,17
LOS LAGOS,CALBUCO,20 a 24,30
LOS LAGOS,CALBUCO,25 a 29,41
LOS LAGOS,CALBUCO,30 a 34,30
LOS LAGOS,CALBUCO,35 a 39,41
LOS LAGOS,CALBUCO,40 a 44,42
LOS LAGOS,CALBUCO,45 a 49,27
LOS LAGOS,CALBUCO,50 a 54,13
LOS LAGOS,CALBUCO,55 a 59,21
LOS LAGOS,CALBUCO,60 a 64,9
LOS LAGOS,CALBUCO,65 a 69,5
LOS LAGOS,CALBUCO,70 a 74,1
LOS LAGOS,CALBUCO,75 a 79,1
LOS LAGOS,CALBUCO,80 a 84,0
LOS LAGOS,CALBUCO,85 a 89,0
LOS LAGOS,CALBUCO,90 a 94,0
LOS LAGOS,CALBUCO,95 a 99,1
LOS LAGOS,CALBUCO,100 o más,0
LOS LAGOS,COCHAMÓ,Total Comuna,81
LOS LAGOS,COCHAMÓ,0 a 4,3
LOS LAGOS,COCHAMÓ,5 a 9,1
LOS LAGOS,COCHAMÓ,10 a 14,3
LOS LAGOS,COCHAMÓ,15 a 19,0
LOS LAGOS,COCHAMÓ,20 a 24,10
LOS LAGOS,COCHAMÓ,25 a 29,3
LOS LAGOS,COCHAMÓ,30 a 34,9
LOS LAGOS,COCHAMÓ,35 a 39,7
LOS LAGOS,COCHAMÓ,40 a 44,10
LOS LAGOS,COCHAMÓ,45 a 49,3
LOS LAGOS,COCHAMÓ,50 a 54,5
LOS LAGOS,COCHAMÓ,55 a 59,4
LOS LAGOS,COCHAMÓ,60 a 64,5
LOS LAGOS,COCHAMÓ,65 a 69,2
LOS LAGOS,COCHAMÓ,70 a 74,4
LOS LAGOS,COCHAMÓ,75 a 79,4
LOS LAGOS,COCHAMÓ,80 a 84,4
LOS LAGOS,COCHAMÓ,85 a 89,1
LOS LAGOS,COCHAMÓ,90 a 94,3
LOS LAGOS,COCHAMÓ,95 a 99,0
LOS LAGOS,COCHAMÓ,100 o más,0
LOS LAGOS,FRESIA,Total Comuna,50
LOS LAGOS,FRESIA,0 a 4,4
LOS LAGOS,FRESIA,5 a 9,1
LOS LAGOS,FRESIA,10 a 14,3
LOS LAGOS,FRESIA,15 a 19,2
LOS LAGOS,FRESIA,20 a 24,5
LOS LAGOS,FRESIA,25 a 29,1
LOS LAGOS,FRESIA,30 a 34,4
LOS LAGOS,FRESIA,35 a 39,6
LOS LAGOS,FRESIA,40 a 44,2
LOS LAGOS,FRESIA,45 a 49,6
LOS LAGOS,FRESIA,50 a 54,5
LOS LAGOS,FRESIA,55 a 59,4
LOS LAGOS,FRESIA,60 a 64,1
LOS LAGOS,FRESIA,65 a 69,2
LOS LAGOS,FRESIA,70 a 74,0
LOS LAGOS,FRESIA,75 a 79,1
LOS LAGOS,FRESIA,80 a 84,3
LOS LAGOS,FRESIA,85 a 89,0
LOS LAGOS,FRESIA,90 a 94,0
LOS LAGOS,FRESIA,95 a 99,0
LOS LAGOS,FRESIA,100 o más,0
LOS LAGOS,FRUTILLAR,Total Comuna,187
LOS LAGOS,FRUTILLAR,0 a 4,1
LOS LAGOS,FRUTILLAR,5 a 9,8
LOS LAGOS,FRUTILLAR,10 a 14,15
LOS LAGOS,FRUTILLAR,15 a 19,5
LOS LAGOS,FRUTILLAR,20 a 24,15
LOS LAGOS,FRUTILLAR,25 a 29,20
LOS LAGOS,FRUTILLAR,30 a 34,26
LOS LAGOS,FRUTILLAR,35 a 39,22
LOS LAGOS,FRUTILLAR,40 a 44,18
LOS LAGOS,FRUTILLAR,45 a 49,12
LOS LAGOS,FRUTILLAR,50 a 54,5
LOS LAGOS,FRUTILLAR,55 a 59,7
LOS LAGOS,FRUTILLAR,60 a 64,10
LOS LAGOS,FRUTILLAR,65 a 69,6
LOS LAGOS,FRUTILLAR,70 a 74,5
LOS LAGOS,FRUTILLAR,75 a 79,5
LOS LAGOS,FRUTILLAR,80 a 84,2
LOS LAGOS,FRUTILLAR,85 a 89,3
LOS LAGOS,FRUTILLAR,90 a 94,2
LOS LAGOS,FRUTILLAR,95 a 99,0
LOS LAGOS,FRUTILLAR,100 o más,0
LOS LAGOS,LOS MUERMOS,Total Comuna,72
LOS LAGOS,LOS MUERMOS,0 a 4,0
LOS LAGOS,LOS MUERMOS,5 a 9,1
LOS LAGOS,LOS MUERMOS,10 a 14,1
LOS LAGOS,LOS MUERMOS,15 a 19,6
LOS LAGOS,LOS MUERMOS,20 a 24,9
LOS LAGOS,LOS MUERMOS,25 a 29,11
LOS LAGOS,LOS MUERMOS,30 a 34,15
LOS LAGOS,LOS MUERMOS,35 a 39,8
LOS LAGOS,LOS MUERMOS,40 a 44,6
LOS LAGOS,LOS MUERMOS,45 a 49,3
LOS LAGOS,LOS MUERMOS,50 a 54,2
LOS LAGOS,LOS MUERMOS,55 a 59,2
LOS LAGOS,LOS MUERMOS,60 a 64,3
LOS LAGOS,LOS MUERMOS,65 a 69,2
LOS LAGOS,LOS MUERMOS,70 a 74,1
LOS LAGOS,LOS MUERMOS,75 a 79,1
LOS LAGOS,LOS MUERMOS,80 a 84,1
LOS LAGOS,LOS MUERMOS,85 a 89,0
LOS LAGOS,LOS MUERMOS,90 a 94,0
LOS LAGOS,LOS MUERMOS,95 a 99,0
LOS LAGOS,LOS MUERMOS,100 o más,0
LOS LAGOS,LLANQUIHUE,Total Comuna,129
LOS LAGOS,LLANQUIHUE,0 a 4,4
LOS LAGOS,LLANQUIHUE,5 a 9,2
LOS LAGOS,LLANQUIHUE,10 a 14,4
LOS LAGOS,LLANQUIHUE,15 a 19,5
LOS LAGOS,LLANQUIHUE,20 a 24,15
LOS LAGOS,LLANQUIHUE,25 a 29,21
LOS LAGOS,LLANQUIHUE,30 a 34,13
LOS LAGOS,LLANQUIHUE,35 a 39,10
LOS LAGOS,LLANQUIHUE,40 a 44,13
LOS LAGOS,LLANQUIHUE,45 a 49,10
LOS LAGOS,LLANQUIHUE,50 a 54,7
LOS LAGOS,LLANQUIHUE,55 a 59,5
LOS LAGOS,LLANQUIHUE,60 a 64,4
LOS LAGOS,LLANQUIHUE,65 a 69,1
LOS LAGOS,LLANQUIHUE,70 a 74,5
LOS LAGOS,LLANQUIHUE,75 a 79,4
LOS LAGOS,LLANQUIHUE,80 a 84,3
LOS LAGOS,LLANQUIHUE,85 a 89,0
LOS LAGOS,LLANQUIHUE,90 a 94,3
LOS LAGOS,LLANQUIHUE,95 a 99,0
LOS LAGOS,LLANQUIHUE,100 o más,0
LOS LAGOS,MAULLÍN,Total Comuna,55
LOS LAGOS,MAULLÍN,0 a 4,0
LOS LAGOS,MAULLÍN,5 a 9,0
LOS LAGOS,MAULLÍN,10 a 14,2
LOS LAGOS,MAULLÍN,15 a 19,0
LOS LAGOS,MAULLÍN,20 a 24,5
LOS LAGOS,MAULLÍN,25 a 29,9
LOS LAGOS,MAULLÍN,30 a 34,1
LOS LAGOS,MAULLÍN,35 a 39,6
LOS LAGOS,MAULLÍN,40 a 44,5
LOS LAGOS,MAULLÍN,45 a 49,5
LOS LAGOS,MAULLÍN,50 a 54,4
LOS LAGOS,MAULLÍN,55 a 59,7
LOS LAGOS,MAULLÍN,60 a 64,3
LOS LAGOS,MAULLÍN,65 a 69,2
LOS LAGOS,MAULLÍN,70 a 74,5
LOS LAGOS,MAULLÍN,75 a 79,0
LOS LAGOS,MAULLÍN,80 a 84,0
LOS LAGOS,MAULLÍN,85 a 89,1
LOS LAGOS,MAULLÍN,90 a 94,0
LOS LAGOS,MAULLÍN,95 a 99,0
LOS LAGOS,MAULLÍN,100 o más,0
LOS LAGOS,PUERTO VARAS,Total Comuna,1017
LOS LAGOS,PUERTO VARAS,0 a 4,25
LOS LAGOS,PUERTO VARAS,5 a 9,41
LOS LAGOS,PUERTO VARAS,10 a 14,52
LOS LAGOS,PUERTO VARAS,15 a 19,28
LOS LAGOS,PUERTO VARAS,20 a 24,56
LOS LAGOS,PUERTO VARAS,25 a 29,145
LOS LAGOS,PUERTO VARAS,30 a 34,129
LOS LAGOS,PUERTO VARAS,35 a 39,154
LOS LAGOS,PUERTO VARAS,40 a 44,103
LOS LAGOS,PUERTO VARAS,45 a 49,63
LOS LAGOS,PUERTO VARAS,50 a 54,67
LOS LAGOS,PUERTO VARAS,55 a 59,40
LOS LAGOS,PUERTO VARAS,60 a 64,29
LOS LAGOS,PUERTO VARAS,65 a 69,26
LOS LAGOS,PUERTO VARAS,70 a 74,27
LOS LAGOS,PUERTO VARAS,75 a 79,8
LOS LAGOS,PUERTO VARAS,80 a 84,16
LOS LAGOS,PUERTO VARAS,85 a 89,5
