y1,y11,y20amonto,y29_2b,sexo,region,esc,oficio1
,,,,1,14,,
500000.0,,,,1,14,10.0,6.0
,,,,2,14,12.0,
,,,,1,14,16.0,
,,,,1,14,12.0,
,,,,2,14,10.0,
384750.0,,,264296.0,1,14,8.0,5.0
,,,214296.0,2,14,3.0,
,,,,1,14,11.0,
,,,,2,14,8.0,
,,,,1,14,7.0,7.0
500000.0,,,,1,14,12.0,9.0
,,,,2,14,12.0,
,,,,2,14,6.0,
,,21243.0,,2,14,,
,,21243.0,,2,14,,
150000.0,,,,2,14,12.0,5.0
,,,,2,14,12.0,
,,,214296.0,1,14,4.0,
500000.0,,,,1,14,12.0,7.0
,,,,1,14,13.0,
,,,,2,14,12.0,
600000.0,,,,1,14,12.0,5.0
,,,,2,14,,
,,,,2,14,12.0,
,,,,2,14,6.0,
500000.0,,,,1,14,12.0,9.0
,,21243.0,,2,14,,
,,21243.0,,1,14,,
,,21243.0,,1,14,,
,,21243.0,,2,14,,
500000.0,,,,1,14,13.0,7.0
,,21243.0,,2,14,,
,,,,2,14,8.0,
680000.0,,,,2,14,12.0,7.0
,,,,2,14,,
350000.0,,,,2,14,14.0,2.0
,,,,1,14,,
4500000.0,,,,1,14,19.0,1.0
2000000.0,,,,2,14,26.0,2.0
,,,,2,14,14.0,
,,,,1,14,,
,,,820000.0,2,14,17.0,
,,,390000.0,1,14,12.0,
1400000.0,,,,2,14,17.0,2.0
2400000.0,,,,1,14,17.0,6.0
,,,,1,14,,
1800000.0,,,,1,14,18.0,2.0
1500000.0,,,,2,14,17.0,2.0
,,,,1,14,,
1300000.0,,,420000.0,2,14,15.0,1.0
,,,920000.0,1,14,15.0,
,,,,2,14,12.0,
,,,,1,14,,
,,,343296.0,2,14,10.0,
,,,,2,14,8.0,
,,,330000.0,1,14,15.0,
1500000.0,,,270000.0,1,14,17.0,5.0
,,,200000.0,2,14,17.0,
500000.0,,,260000.0,2,14,8.0,6.0
,,,,1,14,8.0,9.0
500000.0,,,,1,14,14.0,5.0
,,,,1,14,13.0,
,,,,2,14,,
,,,,2,14,12.0,
500000.0,,,,1,14,12.0,9.0
,,,,2,14,15.0,3.0
,,,,2,14,12.0,
650000.0,,,,1,14,12.0,8.0
500000.0,,,,1,14,17.0,3.0
,,,,2,14,17.0,
,,21243.0,,1,14,,
,,21243.0,,1,14,,
,,,,2,14,12.0,
600000.0,,,,1,14,12.0,7.0
-88.0,,,,2,14,12.0,3.0
,,,,2,14,,
,,,,2,14,,
,,,,1,14,12.0,7.0
,,,,2,14,0.0,9.0
160000.0,,,,1,14,10.0,9.0
200000.0,,,,2,14,15.0,5.0
250000.0,,,,1,14,11.0,9.0
,,,,2,14,14.0,
480000.0,,,,1,14,10.0,9.0
,,,,2,14,12.0,
,,,214000.0,2,14,17.0,
2000000.0,,,800000.0,2,14,16.0,2.0
,,,442472.0,2,14,10.0,
,,,330000.0,2,14,12.0,
,,,391942.0,1,14,12.0,
,600000.0,,,1,14,12.0,
,,,224000.0,2,14,8.0,
,,,,1,14,12.0,8.0
,,,,2,14,6.0,5.0
,,,,1,14,0.0,
300000.0,,,,1,14,14.0,5.0
,,21243.0,,2,14,12.0,
,,21243.0,,1,14,9.0,
,,,,2,14,10.0,5.0
,,,,1,14,10.0,5.0
,,,,2,14,,
,,,,1,14,12.0,5.0
,,,,1,14,15.0,5.0
,,,,1,14,19.0,8.0
,,,,2,14,12.0,
,,,,2,14,12.0,
,,,,1,14,17.0,
,,,,1,14,17.0,
,,,,2,14,16.0,
,,21243.0,,1,14,12.0,
500000.0,,,,2,14,12.0,5.0
800000.0,,,,1,14,17.0,2.0
,,,214296.0,2,14,6.0,
,,,,1,14,16.0,
600000.0,,,,1,14,12.0,7.0
,,,,2,14,,
500000.0,,,,2,14,12.0,9.0
0.0,,,,1,14,12.0,7.0
,,,,1,14,15.0,9.0
500000.0,,,,1,14,9.0,9.0
400000.0,,,,1,14,13.0,5.0
,,21243.0,,1,14,,
,,,,2,14,9.0,
,,,330000.0,1,14,6.0,
500000.0,,,,1,14,16.0,7.0
,,,,2,14,12.0,
,,,,2,14,2.0,
,,,,1,14,11.0,3.0
550000.0,,,,2,14,7.0,9.0
520000.0,,,,1,14,9.0,7.0
1000000.0,,,,2,14,17.0,2.0
,,,,1,14,,
,,,,1,14,,
,,,350000.0,2,14,15.0,
,,,,2,14,12.0,7.0
3600000.0,,,,1,14,17.0,2.0
,200000.0,,,2,14,15.0,
,120000.0,,,2,14,13.0,
,,,,1,14,,
,,,,2,14,5.0,5.0
,,,,1,14,,
,,,,1,14,,
,,,,2,14,11.0,
,,,,1,14,,
,,21243.0,,1,14,,
,,,214296.0,2,14,3.0,
,,,,1,14,12.0,7.0
,,,,2,14,14.0,7.0
,,,,1,14,,
750000.0,,,,1,14,12.0,8.0
,,,,2,14,8.0,
,,,,2,14,12.0,
,,,,1,14,,
,,,326000.0,1,14,12.0,
,,,,2,14,10.0,
500000.0,,,,1,14,10.0,6.0
,,,,1,14,11.0,
,,,214000.0,2,14,8.0,
-88.0,,,,1,14,12.0,8.0
,,,,1,14,13.0,
,,,,2,14,12.0,
,,,,2,14,14.0,
,,,,1,14,12.0,
,,,,2,14,,
550000.0,,,,1,14,12.0,5.0
,,,,2,14,12.0,
,,21243.0,,1,14,8.0,
,,21243.0,,1,14,,
900000.0,,,,1,14,12.0,7.0
,,,,2,14,12.0,
,,21243.0,,1,14,,
480000.0,,,,2,14,15.0,3.0
600000.0,,,260000.0,1,14,8.0,8.0
,,,214296.0,2,14,12.0,
600000.0,,,,1,14,12.0,8.0
150000.0,,,,1,14,14.0,8.0
,,,,2,14,13.0,7.0
,,,234000.0,2,14,9.0,
,,,280000.0,1,14,8.0,
600000.0,,,,2,14,9.0,8.0
600000.0,,,,2,14,15.0,3.0
,,,,1,14,,
,,21243.0,,2,14,,
,,21243.0,,1,14,,
,,,300000.0,1,14,6.0,
400000.0,,,,2,14,10.0,5.0
480000.0,,,,2,14,18.0,2.0
,,,,2,14,,
650000.0,,,,1,14,14.0,7.0
,500000.0,,,2,14,16.0,
,,,,1,14,,
850000.0,,,,2,14,15.0,5.0
,,,,1,14,13.0,9.0
,,,,2,14,17.0,2.0
,,,580000.0,2,14,,
,,,,1,14,12.0,
700000.0,,,,1,14,15.0,3.0
850000.0,,,,2,14,17.0,2.0
,,,214296.0,1,14,4.0,
,,,243000.0,1,14,3.0,
500000.0,,,,2,14,12.0,7.0
,,,,1,14,13.0,
,,,,1,14,,
,,,,1,14,,
100000.0,,,,2,14,8.0,9.0
,,,,2,14,15.0,1.0
,,,,2,14,13.0,
,,,278000.0,1,14,4.0,
,,,,1,14,17.0,6.0
,40000.0,,214296.0,2,14,8.0,
940000.0,,,402000.0,1,14,10.0,8.0
,,,,2,14,12.0,
1300000.0,,,,1,14,12.0,8.0
,,,,2,14,,
,,,,1,14,12.0,7.0
500000.0,,,,2,14,12.0,5.0
,,,,1,14,12.0,7.0
,,,,2,14,13.0,
,,,500000.0,2,14,12.0,
,,,440000.0,1,14,7.0,
,,,,1,14,15.0,8.0
,,,,2,14,12.0,
,,,,1,14,16.0,
600000.0,,,,2,14,12.0,3.0
,,,,2,14,12.0,
,,,,1,14,9.0,
,,21243.0,,2,14,,
,,21243.0,,1,14,,
,,,,1,14,8.0,6.0
,,21243.0,,2,14,,
,,21243.0,,1,14,12.0,
,,,214296.0,2,14,3.0,
,,,,2,14,13.0,
,,,220000.0,2,14,1.0,
,,,214296.0,1,14,4.0,
,,,,1,14,12.0,
,,,,2,14,12.0,7.0
,,,,2,14,11.0,
,,,,1,14,,
2500000.0,,,,1,14,17.0,2.0
,,,,2,14,12.0,
,,,,1,14,17.0,2.0
0.0,,,,1,14,19.0,2.0
,800000.0,,,1,14,16.0,
850000.0,,,,2,14,16.0,2.0
,,,,1,14,12.0,
,,,,1,14,,
,,,200000.0,2,14,3.0,
,,,220000.0,1,14,3.0,
,,,,2,14,0.0,
,,,266000.0,1,14,1.0,
,,,214296.0,2,14,0.0,
,,,,1,14,16.0,7.0
450000.0,,,,2,14,9.0,5.0
,,,395000.0,1,14,8.0,
,,,,2,14,6.0,
700000.0,,,,1,14,9.0,4.0
,,,,2,14,12.0,
,,,,2,14,16.0,
,,,,2,14,10.0,
,,,,2,14,,
,,,,1,14,,
,,,,2,14,15.0,
1000000.0,,,,1,14,15.0,6.0
,,,,1,14,,
,,,214296.0,2,14,6.0,
,,,,1,14,3.0,7.0
500000.0,,,,1,14,12.0,8.0
,,,,2,14,8.0,
,,,,1,14,13.0,
300000.0,,,,2,14,12.0,5.0
,,21243.0,,2,14,,
,,,,2,14,12.0,
,,,214296.0,2,14,8.0,
350000.0,,,,1,14,12.0,8.0
240000.0,,,,2,14,5.0,9.0
,,,,1,14,12.0,
,,,,1,14,10.0,
150000.0,,,,2,14,15.0,3.0
,,,,1,14,,
,,,,2,14,14.0,5.0
,,,,2,14,,
,,,,2,14,,
600000.0,,,,2,14,12.0,9.0
,,,,1,14,12.0,
,,,,2,14,,
,,,,2,14,,
,200000.0,,,2,14,15.0,
,,,,2,14,,
,,,,1,14,,
,,,,1,14,13.0,
,,,,1,14,12.0,
,,21243.0,,1,14,10.0,
,,21243.0,,2,14,,
,,21243.0,,1,14,,
,,,,2,14,12.0,5.0
,,,,2,14,12.0,
600000.0,,,,1,14,12.0,9.0
,,,,1,14,,
,,,,1,14,,
,,,,2,14,10.0,
,,,,2,14,,
405000.0,,,,1,14,12.0,8.0
,,,230000.0,1,14,3.0,
,,,198000.0,2,14,8.0,
,,,248000.0,1,14,9.0,
550000.0,,,,2,14,3.0,9.0
,,,,1,14,8.0,
,,,320000.0,2,14,5.0,
,,,,2,14,12.0,
150000.0,,,,1,14,12.0,9.0
900000.0,,,,1,14,12.0,3.0
,,,,2,14,12.0,
,,,,1,14,,
500000.0,,,,2,14,14.0,4.0
-88.0,,,,1,14,15.0,3.0
,,,,1,14,,
,,,350000.0,1,14,11.0,
800000.0,,,,1,14,12.0,3.0
,,,224000.0,2,14,10.0,
,,,214000.0,1,14,9.0,
,,,224580.0,1,14,0.0,
700000.0,,,,2,14,15.0,3.0
,,,214296.0,2,14,8.0,
,,,214296.0,2,14,4.0,9.0
,,,1060000.0,1,14,20.0,
,,,214000.0,2,14,12.0,
,,,497000.0,2,14,17.0,
,,,940000.0,1,14,17.0,
,,,,1,14,13.0,
,,,,2,14,13.0,
,,,400000.0,2,14,12.0,
,,,,1,14,17.0,
1200000.0,,,,2,14,16.0,2.0
,,,,2,14,6.0,
1200000.0,,,,2,14,16.0,2.0
1000000.0,,,,1,14,13.0,8.0
,,,280000.0,2,14,13.0,
850000.0,,,,1,14,12.0,8.0
,,,,1,14,9.0,
,,,,2,14,13.0,
,,,,1,14,,
,,,,1,14,8.0,9.0
,,,,1,14,8.0,9.0
,,,900000.0,1,14,12.0,
,,,900000.0,2,14,16.0,1.0
,,,,2,14,0.0,
,,,,2,14,4.0,
,,,,2,14,0.0,
,,,214296.0,2,14,4.0,
412500.0,,,,1,14,12.0,8.0
,,,214296.0,2,14,12.0,
375000.0,,,,1,14,12.0,5.0
1100000.0,,,,2,14,17.0,1.0
,,,214296.0,2,14,3.0,
,,,,2,14,,
,,,,1,14,12.0,
,,,,2,14,12.0,
800000.0,,,,2,14,12.0,2.0
,,,400000.0,2,14,10.0,
,,,200000.0,1,14,12.0,
1400000.0,,,,2,14,15.0,3.0
,,,,1,14,14.0,
,,,,2,14,10.0,
600000.0,,,,2,14,13.0,3.0
,,,,2,14,14.0,
,,,,1,14,10.0,
1800000.0,,,,1,14,14.0,3.0
,,,,2,14,17.0,7.0
,100000.0,,,2,14,12.0,
845000.0,,,,2,14,12.0,9.0
,,,,2,14,10.0,
,,,,1,14,,
,,,500000.0,2,14,9.0,
,,,700000.0,1,14,9.0,
2000000.0,,,,1,14,17.0,2.0
1200000.0,,,,2,14,17.0,2.0
500000.0,,,,2,14,14.0,3.0
150000.0,,,250000.0,2,14,9.0,9.0
,,,,2,14,10.0,
780000.0,,,,1,14,15.0,3.0
400000.0,,,,2,14,12.0,5.0
,,,,2,14,16.0,
,,,,2,14,11.0,
,,,,2,14,12.0,
,,,,1,14,12.0,7.0
,,,,1,14,15.0,
,,,,1,14,,
,,,214296.0,1,14,10.0,
,,,,1,14,4.0,
,,,,2,14,0.0,9.0
440000.0,,,,2,14,12.0,9.0
,,,,2,14,,
,,,,2,14,17.0,
,,,220000.0,2,14,3.0,
1000000.0,,,,1,14,18.0,2.0
2000000.0,,,,1,14,18.0,2.0
,,,,1,14,13.0,3.0
,,,,1,14,14.0,
,,,,1,14,,
,,,,2,14,4.0,
,,,,2,14,12.0,
780000.0,,,,1,14,12.0,7.0
,,,,2,14,,
,,,514000.0,2,14,13.0,
,,,297000.0,1,14,12.0,8.0
,,,,1,14,16.0,2.0
,,,,1,14,18.0,5.0
,,,,2,14,12.0,
520000.0,,,,1,14,12.0,3.0
,,,,2,14,,
,,,,2,14,13.0,
600000.0,,,,1,14,,8.0
,,,,2,14,14.0,
,,21243.0,,2,14,,
,,21243.0,,1,14,,
2000000.0,,,,2,14,18.0,3.0
1250000.0,,,,1,14,15.0,1.0
,,,,2,14,12.0,
,,,,2,14,19.0,
1700000.0,,,,1,14,17.0,2.0
,,,,1,14,,
,,,,2,14,16.0,2.0
,,,,1,14,17.0,3.0
,,,,1,14,,
3000000.0,,,,1,14,18.0,2.0
,,,,2,14,16.0,
,,,,2,14,,
,,,,2,14,,
,,,,2,14,8.0,
,,,,2,14,9.0,
,,,,1,14,6.0,7.0
,,,,1,14,,
,,,,2,14,,
,,,,1,14,12.0,
0.0,,,,2,14,12.0,5.0
,,,214000.0,1,14,4.0,
,,,,2,14,9.0,
,,,302332.0,2,14,12.0,
,,,214296.0,2,14,3.0,
,,,,1,14,8.0,
,,,214296.0,1,14,1.0,
,,,224000.0,2,14,6.0,
,,,,1,14,11.0,6.0
,,,,1,14,12.0,7.0
,,,,2,14,10.0,
,,,,1,14,15.0,
,,,,1,14,12.0,
,,,,2,14,,
,,,,2,14,12.0,
500000.0,,,,1,14,8.0,7.0
400000.0,,,,2,14,12.0,5.0
,100000.0,,,1,14,12.0,
,,,,1,14,,
,,,,2,14,,
2000000.0,,,,1,14,12.0,2.0
,,,,2,14,12.0,
,,,,2,14,,
,,,300000.0,1,14,0.0,
,,,,2,14,10.0,
468000.0,,,,2,14,11.0,6.0
,,,380000.0,1,14,8.0,
500000.0,,,,1,14,12.0,9.0
500000.0,,,,1,14,15.0,5.0
,,,214296.0,2,14,4.0,
,,,,2,14,7.0,
,,,,2,14,13.0,
1600000.0,,,,2,14,19.0,2.0
1000000.0,,,,1,14,21.0,2.0
200000.0,,,,1,14,17.0,2.0
,,,,1,14,16.0,2.0
,,,,2,14,12.0,7.0
40000.0,,,500000.0,2,14,11.0,5.0
,,,800000.0,1,14,11.0,
,,,,2,14,16.0,
670000.0,,,,1,14,14.0,5.0
,,,,2,14,12.0,
,,,214296.0,2,14,6.0,
,,,,2,14,12.0,
500000.0,,,,1,14,10.0,9.0
,,,,1,14,9.0,
,,,,2,14,,
,,,,2,14,,
,,,,2,14,,
0.0,,,,1,14,8.0,9.0
0.0,,,,2,14,4.0,9.0
270000.0,,,,2,14,12.0,9.0
,,,,1,14,12.0,
,,,214296.0,2,14,10.0,
825000.0,,,,1,14,12.0,8.0
,,,,2,14,13.0,
,,,,1,14,,
,,,,2,14,,
,,,,2,14,,
1300000.0,,,,1,14,16.0,3.0
600000.0,,,,1,14,17.0,2.0
600000.0,,,,2,14,17.0,2.0
,,,,1,14,,
,,,214296.0,2,14,1.0,9.0
500000.0,,,,1,14,12.0,8.0
,,,223573.0,2,14,5.0,
600000.0,,,,2,14,15.0,3.0
,,,,1,14,,
,,,,2,14,7.0,7.0
,,,,1,14,11.0,7.0
60000.0,,,,1,14,14.0,8.0
1400000.0,,,,1,14,14.0,3.0
,,,,2,14,2.0,
350000.0,,,,2,14,12.0,9.0
450000.0,,,,2,14,12.0,5.0
600000.0,,,,2,14,14.0,3.0
,,,,2,14,6.0,
,,,,1,14,12.0,
,,,,1,14,0.0,
500000.0,,,,1,14,12.0,7.0
,,,214244.0,2,14,12.0,
,,,214296.0,1,14,9.0,8.0
100000.0,,,104000.0,2,14,8.0,9.0
,,,,2,14,12.0,5.0
500000.0,,,,1,14,6.0,9.0
,60000.0,,,2,14,2.0,
,,,320000.0,1,14,15.0,6.0
,,,,2,14,15.0,
600000.0,,,,2,14,7.0,9.0
,,,,1,14,12.0,
,,,700000.0,1,14,12.0,
,,,,2,14,12.0,
-88.0,,,,1,14,15.0,5.0
0.0,,,,1,14,12.0,8.0
,,,,1,14,15.0,
850000.0,,,,1,14,8.0,7.0
,,,,1,14,12.0,
650000.0,,,,2,14,10.0,9.0
550000.0,,,,1,14,8.0,9.0
,,,214296.0,2,14,5.0,
480000.0,,,,2,14,12.0,4.0
,,21243.0,,2,14,11.0,
,,21243.0,,2,14,,
,,,214000.0,1,14,9.0,
,,,,2,14,0.0,
,,,214296.0,2,14,11.0,
,,,,2,14,12.0,
,,,,1,14,12.0,7.0
,,,,1,14,14.0,
,,,,2,14,,
,,,,1,14,,
,,,,2,14,13.0,
,,,,1,14,16.0,7.0
,,,,2,14,,
,,,,2,14,,
,,,,1,14,12.0,
,,,412296.0,1,14,5.0,
,,,214296.0,2,14,5.0,
500000.0,,,,2,14,12.0,4.0
,,,,1,14,1.0,6.0
500000.0,,,,2,14,12.0,9.0
,,,,1,14,,
,,,,1,14,0.0,
,,,422437.0,2,14,9.0,
415000.0,,,,2,14,13.0,3.0
,,,,1,14,12.0,
450000.0,,,,1,14,12.0,7.0
,,,227000.0,2,14,10.0,
,,,227000.0,2,14,9.0,
300000.0,,,,2,14,12.0,5.0
,,,214296.0,2,14,10.0,
,,,,1,14,12.0,
,,21243.0,,1,14,,
,,,,2,14,16.0,
950000.0,,,,1,14,15.0,5.0
630000.0,,,,2,14,16.0,4.0
,,,,2,14,,
,,,,2,14,,
,,,,2,14,,
,,,,1,14,19.0,1.0
,,,,2,14,17.0,
,,,,2,14,,
,,,,1,14,,
,,,,1,14,17.0,2.0
400000.0,,,,2,14,15.0,3.0
,,,,1,14,12.0,
,,,,1,14,15.0,8.0
3000000.0,,,,2,14,15.0,1.0
940000.0,,,,2,14,17.0,2.0
260000.0,,,,2,14,14.0,5.0
500000.0,,,,2,14,9.0,9.0
,,,,2,14,,
685000.0,,,,2,14,15.0,3.0
,500000.0,,,1,14,12.0,
,,,,2,14,,
,,,,2,14,,
,,,180000.0,1,14,12.0,7.0
,,,,1,14,15.0,5.0
,,,,1,14,17.0,3.0
,,,,2,14,8.0,
,,,,1,14,7.0,8.0
,,,,2,14,12.0,
500000.0,,,,1,14,12.0,7.0
450000.0,,,,2,14,12.0,5.0
,,,,1,14,11.0,6.0
100000.0,,,,2,14,10.0,4.0
460000.0,,,,2,14,14.0,5.0
500000.0,,,,2,14,12.0,9.0
500000.0,,,,1,14,12.0,7.0
,,,,1,14,9.0,
,,,,1,14,,
,,,214296.0,2,14,5.0,
,50000.0,,214296.0,1,14,4.0,
500000.0,,,,1,14,11.0,8.0
600000.0,,,,1,14,12.0,8.0
,,,,2,14,11.0,
,,,,1,14,12.0,
,,,,2,14,12.0,
500000.0,,,,1,14,12.0,8.0
,,,,1,14,,
,,,,1,14,13.0,
600000.0,,,250000.0,1,14,9.0,9.0
600000.0,,,,2,14,8.0,9.0
800000.0,,,,1,14,14.0,8.0
,,,,2,14,9.0,
,,,,1,14,10.0,7.0
,100000.0,,,2,14,12.0,
500000.0,,,,1,14,12.0,7.0
,,21243.0,,1,14,,
,,,,2,14,,
500000.0,,,,2,14,15.0,3.0
500000.0,,,,2,14,8.0,9.0
,,,220000.0,1,14,8.0,
,,,230000.0,2,14,8.0,
405000.0,,,,1,14,8.0,6.0
405000.0,,,,2,14,8.0,9.0
1200000.0,,,,1,14,12.0,7.0
,,,450000.0,2,14,12.0,
,,,,2,14,15.0,
,,,,1,14,12.0,9.0
,,,,2,14,15.0,7.0
,,,,2,14,,
,,,,2,14,,
,,,,1,14,,
1700000.0,,,,2,14,15.0,1.0
,,,,1,14,12.0,8.0
,,,,1,14,,
,,,,2,14,15.0,9.0
,,,,1,14,,
,,,,1,14,,
1700000.0,,,,2,14,18.0,2.0
,,,100000.0,2,14,15.0,
,,,,1,14,17.0,5.0
,,,,1,14,14.0,
,,,,2,14,12.0,
,,,,1,14,10.0,
,200000.0,,,2,14,17.0,
1500000.0,,,,1,14,16.0,5.0
,,,,1,14,12.0,
,,,,1,14,11.0,
,,,,1,14,,
1700000.0,,,,1,14,18.0,2.0
,,,,2,14,16.0,1.0
1500000.0,,,,1,14,15.0,3.0
,,,,2,14,12.0,4.0
,,,,2,14,16.0,2.0
,,,,1,14,12.0,
,,,,2,14,12.0,6.0
,,,,1,14,6.0,9.0
,,,,2,14,14.0,
,,,,2,14,3.0,
,,,300000.0,1,14,2.0,
,,,214296.0,2,14,0.0,
500000.0,,,,1,14,12.0,4.0
,,,,1,14,6.0,
,,,,1,14,10.0,7.0
,,,,2,14,10.0,
,,,,2,14,12.0,5.0
,,,,2,14,,
,,,,1,14,,
200000.0,,,230000.0,1,14,9.0,5.0
,,,,2,14,12.0,6.0
500000.0,,,,2,14,12.0,8.0
,,,,2,14,,
,,,,2,14,8.0,
,,,220000.0,2,14,8.0,
,,,225000.0,1,14,6.0,
,,,212000.0,2,14,4.0,
,,,214296.0,1,14,4.0,
,,,,2,14,5.0,
,,,123000.0,1,14,4.0,7.0
150000.0,,,,2,14,12.0,9.0
-88.0,,,,1,14,12.0,7.0
,,,,2,14,16.0,
,,,,2,14,10.0,
420000.0,,,,2,14,17.0,5.0
600000.0,,,,2,14,12.0,5.0
,,,214296.0,2,14,1.0,
500000.0,,,,1,14,9.0,5.0
,,,,2,14,17.0,
1067000.0,,,,1,14,17.0,2.0
,,,,2,14,15.0,
,,,,1,14,12.0,
,,,300000.0,2,14,4.0,
,,,,1,14,13.0,
500000.0,,,,2,14,12.0,9.0
,,,,1,14,,
550000.0,,,,1,14,12.0,9.0
,,,,1,14,,
,,,214000.0,2,14,8.0,
450000.0,,,,2,14,15.0,3.0
,,,,1,14,14.0,
,,,,2,14,,
,,,90000.0,2,14,12.0,
500000.0,,,,1,14,12.0,9.0
650000.0,,,,1,14,12.0,4.0
,,,,1,14,15.0,
,,,220425.0,2,14,5.0,
500000.0,,,,1,14,17.0,2.0
700000.0,,,,2,14,15.0,3.0
,,,214296.0,1,14,12.0,
,,,380000.0,2,14,2.0,
,,,214000.0,1,14,3.0,
,,,,2,14,4.0,
,,,214000.0,1,14,5.0,
150000.0,,,,1,14,10.0,8.0
,,,214000.0,1,14,0.0,
,,,,1,14,7.0,
500000.0,,,,1,14,8.0,9.0
530000.0,,,,2,14,15.0,3.0
,,,,1,14,,
,,,,1,14,12.0,7.0
500000.0,,,,1,14,8.0,8.0
,,,,2,14,4.0,
900000.0,,,,2,14,17.0,2.0
,,,,2,14,16.0,
150000.0,,,,2,14,4.0,9.0
500000.0,,,,1,14,4.0,7.0
,,,,1,14,14.0,
,,,300000.0,1,14,3.0,9.0
,,,,2,14,10.0,
,,,,1,14,0.0,
220000.0,,,,1,14,8.0,3.0
,,,,2,14,,
300000.0,,,,1,14,9.0,9.0
525000.0,,,,2,14,9.0,9.0
,,,,2,14,12.0,5.0
,,,,2,14,,
,,,,2,14,12.0,
500000.0,,,,1,14,7.0,8.0
500000.0,,,,2,14,13.0,9.0
,,,,1,14,,
500000.0,,,,2,14,7.0,9.0
,,21243.0,,2,14,10.0,
,,,,2,14,12.0,
405000.0,,,,1,14,12.0,9.0
480000.0,,,,1,14,12.0,9.0
,,,,1,14,12.0,
,,,,2,14,,
924000.0,,,,2,14,17.0,2.0
500000.0,,,,2,14,15.0,4.0
,,21243.0,,2,14,,
,,21243.0,,2,14,,
,,,214296.0,2,14,6.0,
,,,,2,14,11.0,
,,,,2,14,17.0,
405000.0,,,,1,14,12.0,8.0
,,,,1,14,,
440000.0,,,,1,14,12.0,9.0
,,,,2,14,8.0,
600000.0,,,,2,14,15.0,3.0
,,,,1,14,,
,,,214296.0,2,14,12.0,
,,,214296.0,1,14,4.0,7.0
,,,,2,14,3.0,
480000.0,,,,1,14,14.0,8.0
480000.0,,,,2,14,14.0,5.0
,,,,1,14,,
,,,,1,14,,
,,,,2,14,8.0,
,,,,1,14,10.0,
,,,,1,14,10.0,
,,,,2,14,,
,,,,2,14,,
,,,,2,14,,
,,,,2,14,2.0,
480000.0,,,,1,14,12.0,7.0
,,,,1,14,11.0,
,,,,2,14,,
,,,,2,14,0.0,
300000.0,,,,2,14,10.0,6.0
,,,,1,14,,
,,,214296.0,1,14,7.0,
,,,214296.0,2,14,4.0,
600000.0,,,,2,14,17.0,2.0
,,,,1,14,12.0,7.0
,,,,2,14,,
,,,,2,14,11.0,
,,,,1,14,12.0,9.0
,,,,2,14,8.0,
,,,,1,14,12.0,
,,,,1,14,,
,,,,1,14,,
240000.0,,,,2,14,12.0,5.0
570000.0,,,214296.0,2,14,14.0,5.0
1250000.0,,,,1,14,16.0,7.0
,,,,2,14,12.0,
,,,,2,14,,
545000.0,,,,2,14,12.0,3.0
,,,,2,14,,
,,,,2,14,,
580000.0,,,500000.0,1,14,12.0,5.0
,,,260000.0,2,14,13.0,
,,,140000.0,2,14,12.0,5.0
,,,200000.0,2,14,15.0,
,,,600000.0,1,14,12.0,
520000.0,,,,1,14,10.0,9.0
,,,,2,14,12.0,5.0
0.0,,,,1,14,12.0,9.0
,,,,2,14,8.0,9.0
,,,214296.0,1,14,8.0,
,,,,2,14,12.0,1.0
1300000.0,,,,2,14,14.0,5.0
,,,214296.0,1,14,12.0,
,,,214000.0,1,14,6.0,
,,,,2,14,5.0,
480000.0,,,,1,14,12.0,3.0
,,,,1,14,12.0,7.0
,,,,2,14,15.0,
,,,,1,14,10.0,
,,,100000.0,2,14,15.0,5.0
,,,,1,14,0.0,
2000000.0,,,,1,14,17.0,2.0
2000000.0,,,,2,14,15.0,2.0
,,,,1,14,13.0,
,,,,2,14,12.0,6.0
,,,,2,14,12.0,
,,,214296.0,1,14,9.0,6.0
,,,,2,14,9.0,
200000.0,,,,2,14,8.0,6.0
500000.0,,,,1,14,12.0,8.0
,,,,2,14,12.0,
,,21243.0,,2,14,,
,200000.0,,,1,14,8.0,
180000.0,,,,2,14,7.0,6.0
,,,,2,14,,
1253957.0,,,290000.0,2,14,16.0,4.0
,,,214296.0,1,14,8.0,
,,,,2,14,5.0,6.0
,,,120000.0,2,14,5.0,
600000.0,,,,1,14,12.0,5.0
500000.0,,,,1,14,8.0,8.0
,,,,2,14,12.0,
,,,,2,14,,
,,,214296.0,2,14,7.0,
,,,320000.0,1,14,5.0,
,,,320000.0,1,14,5.0,
,,,,1,14,17.0,
,,,,1,14,17.0,
,,,,2,14,21.0,2.0
,,,,1,14,17.0,
,,,,1,14,,
4000000.0,,,,1,14,18.0,2.0
,,,,2,14,17.0,
,,,,1,14,,
,,,,1,14,,
3000000.0,,,,2,14,21.0,2.0
,,,,1,14,11.0,
,,,,2,14,9.0,
,,,214296.0,2,14,4.0,
800000.0,,,,2,14,15.0,4.0
,,,,1,14,,
,,,214296.0,1,14,8.0,
,,,,2,14,8.0,
,,,217027.0,1,14,4.0,
,,,241296.0,1,14,8.0,
,,,,1,14,17.0,
,,,,2,14,10.0,
,,,214296.0,2,14,5.0,
600000.0,,,,1,14,15.0,7.0
,,,,1,14,6.0,
,,,214296.0,2,14,5.0,
400000.0,,,,1,14,12.0,5.0
,,,,2,14,6.0,
,,,,1,14,12.0,
,,,,2,14,,
,250000.0,,,2,14,12.0,
