y1,y11,y20amonto,y29_2b,sexo,region,esc,oficio1
,,21243.0,,2,14,,
,,,214000.0,2,14,6.0,
,,,214296.0,2,14,7.0,
,,,354000.0,1,14,12.0,
-88.0,,,,2,14,17.0,2.0
504000.0,,,,1,14,12.0,7.0
,,,,2,14,0.0,
,,,,2,14,0.0,
480000.0,,,,2,14,13.0,4.0
480000.0,,,,2,14,15.0,3.0
500000.0,,,,2,14,17.0,3.0
,,21243.0,,2,14,,
1500000.0,,,,2,14,16.0,2.0
1500000.0,,,,1,14,17.0,2.0
,,,,1,14,,
,,,180000.0,2,14,6.0,
700000.0,,,,2,14,17.0,2.0
600000.0,,,,1,14,15.0,3.0
500000.0,,,,2,14,16.0,2.0
480000.0,,,,2,14,16.0,2.0
,,,,2,14,14.0,
,,,214296.0,1,14,13.0,
,,,214296.0,2,14,7.0,
,,,214296.0,2,14,3.0,
400000.0,,,,1,14,12.0,5.0
,,,,1,14,17.0,2.0
1100000.0,,,,2,14,17.0,2.0
550000.0,,,,2,14,15.0,3.0
550000.0,,,,1,14,15.0,9.0
550000.0,,,,2,14,15.0,3.0
,,,800000.0,1,14,16.0,
420000.0,,,,1,14,12.0,8.0
,,,,2,14,8.0,
,,,,2,14,2.0,
,,,,2,14,9.0,
,,,,2,14,3.0,
,,,,2,14,10.0,5.0
,,,,1,14,8.0,6.0
,100000.0,,,2,14,15.0,
,,,,1,14,12.0,1.0
,,,,2,14,,
,,,380000.0,1,14,17.0,
,,,380000.0,2,14,17.0,
,,,,1,14,8.0,
,,,,2,14,8.0,
,,,,1,14,0.0,
,,,214292.0,2,14,3.0,
,,,410000.0,1,14,4.0,5.0
100000.0,,,214296.0,1,14,4.0,9.0
,,,,2,14,12.0,
,,,,2,14,12.0,
675000.0,,,,1,14,12.0,9.0
,,,,1,14,,
,,,1000000.0,1,14,19.0,
,,,350000.0,2,14,15.0,
,,,,2,14,13.0,
,,21243.0,,2,14,12.0,
,,,,2,14,,
,,,400000.0,1,14,10.0,
,,,,1,14,12.0,5.0
,,,,1,14,12.0,
,,,,2,14,12.0,5.0
,,,,2,14,12.0,
,,,,1,14,,
,,,,1,14,,
,,,,2,14,,
1500000.0,,,,2,14,17.0,3.0
,,,,2,14,,
,,,,1,14,,
,600000.0,,,1,14,12.0,
500000.0,,,,1,14,5.0,7.0
,,,,2,14,4.0,
375000.0,,,,1,14,12.0,7.0
187500.0,,,,2,14,12.0,9.0
,,,,2,14,,
,,,214296.0,1,14,15.0,8.0
,,,214296.0,2,14,12.0,
1200000.0,,,,1,14,15.0,3.0
1400000.0,,,,2,14,17.0,1.0
,,,,1,14,11.0,
150000.0,,,328000.0,1,14,8.0,7.0
,,,214000.0,2,14,8.0,
,,,,1,14,6.0,
,,,,1,14,4.0,9.0
,,,,2,14,15.0,
,,,,1,14,11.0,
,,,,1,14,15.0,7.0
,,,,1,14,,
,,,,2,14,,
,,,,1,14,1.0,
,,,,2,14,12.0,
1200000.0,,,,1,14,17.0,2.0
,,,,2,14,17.0,2.0
,,,,1,14,,
,,,,2,14,,
,30000.0,,,2,14,3.0,
,,,,1,14,8.0,9.0
500000.0,,,,2,14,10.0,5.0
,,,,2,14,,
,,,,2,14,10.0,7.0
,,,,2,14,14.0,
,,,,2,14,13.0,
500000.0,,,,2,14,12.0,5.0
,,,,1,14,,
,,,,1,14,,
1000000.0,,,,1,14,17.0,2.0
780000.0,,,330000.0,1,14,12.0,6.0
,,,370000.0,2,14,8.0,
,,,107000.0,2,14,13.0,
1200000.0,,,,1,14,17.0,2.0
900000.0,,,,2,14,17.0,2.0
,,,,1,14,12.0,3.0
,,,,2,14,12.0,
,,,,1,14,17.0,
,,,,2,14,15.0,
,,,214296.0,2,14,2.0,
,,,700000.0,1,14,12.0,
600000.0,,,,2,14,12.0,3.0
,,,,1,14,15.0,
,,,,2,14,,
,,,,2,14,,
,,,,2,14,12.0,5.0
,300000.0,,,1,14,12.0,5.0
,,,,1,14,,
500000.0,,,200000.0,1,14,17.0,1.0
,,,,2,14,8.0,5.0
,,,,1,14,8.0,6.0
,,,,2,14,12.0,
,,,80000.0,2,14,14.0,
,,,,1,14,17.0,
,,,,2,14,6.0,
,,,,2,14,12.0,
600000.0,,,,1,14,12.0,4.0
,,,,2,14,3.0,
,,,,1,14,0.0,
,,,,2,14,3.0,
,,,,1,14,1.0,
,,,,2,14,12.0,
,,,,1,14,10.0,9.0
,,,214296.0,2,14,6.0,
,,,300000.0,1,14,6.0,
500000.0,,,,1,14,11.0,5.0
1460000.0,,,,1,14,17.0,2.0
1300000.0,,,,2,14,17.0,2.0
1500000.0,,,,1,14,17.0,2.0
1200000.0,,,,2,14,19.0,2.0
1300000.0,,,,2,14,18.0,2.0
1300000.0,,,,1,14,18.0,2.0
,,,,1,14,,
,,,,1,14,,
,,,650000.0,1,14,10.0,
,,,214296.0,2,14,8.0,
,,,414000.0,1,14,10.0,
,,,,2,14,2.0,
,,,,1,14,9.0,
,,,,2,14,,
680000.0,,,,1,14,12.0,9.0
525000.0,,,,2,14,13.0,9.0
,,,,1,14,13.0,7.0
,,,,1,14,12.0,7.0
,,,,2,14,12.0,
,,,,1,14,14.0,
,,,214296.0,1,14,6.0,
,,,,1,14,3.0,
,,,,2,14,3.0,
,,,,2,14,3.0,
780000.0,,,,2,14,12.0,5.0
,,,,2,14,12.0,
,,,,2,14,12.0,
,,,,1,14,,
,,,,1,14,,
,,,,1,14,12.0,7.0
450000.0,,,,2,14,12.0,5.0
,,,,1,14,,
,,,,2,14,,
,,,214000.0,2,14,8.0,
600000.0,,,,1,14,17.0,2.0
,,,210000.0,1,14,15.0,
2000000.0,,,,2,14,16.0,2.0
,,,,2,14,12.0,
750000.0,,,,1,14,12.0,8.0
500000.0,,,,1,14,12.0,3.0
1500000.0,,,,1,14,16.0,2.0
1300000.0,,,,2,14,17.0,2.0
,,,,2,14,,
,,,,2,14,,
,,,,1,14,,
540000.0,,,,2,14,17.0,3.0
,,,,1,14,11.0,
540000.0,,,,1,14,13.0,3.0
,,,100000.0,2,14,12.0,
,,,,2,14,3.0,
,,,,2,14,4.0,5.0
0.0,,,,1,14,12.0,7.0
,,,,1,14,4.0,
500000.0,,,,2,14,12.0,8.0
,,,,1,14,,
,,,214296.0,2,14,4.0,
,,,355296.0,1,14,2.0,
500000.0,,,,1,14,12.0,7.0
,500000.0,,,1,14,12.0,
,,,,1,14,12.0,
500000.0,,,,2,14,14.0,5.0
,,21243.0,,2,14,,
,,,240000.0,1,14,9.0,
,,,,2,14,10.0,7.0
150000.0,,,,2,14,17.0,5.0
150000.0,,,,2,14,12.0,5.0
,,21243.0,,2,14,,
550000.0,,,,1,14,12.0,5.0
,,,,2,14,11.0,
,,,590000.0,1,14,12.0,8.0
,,,214296.0,2,14,12.0,
,,,,1,14,17.0,8.0
350000.0,,,350000.0,1,14,4.0,7.0
,,,,2,14,6.0,
200000.0,,21243.0,,2,14,3.0,5.0
,,,,1,14,,
,,,220000.0,1,14,6.0,
,,,,2,14,19.0,2.0
,,,,1,14,,
,,,,1,14,,
,,,214000.0,1,14,3.0,6.0
,,,214000.0,2,14,7.0,
,,,,1,14,0.0,
1700000.0,,,,2,14,17.0,2.0
,,,474000.0,1,14,7.0,
,,,,2,14,12.0,
500000.0,,,,1,14,15.0,7.0
,,,,2,14,15.0,
,,,,1,14,,
,,,,1,14,,
290000.0,,,,2,14,12.0,9.0
500000.0,,,,2,14,12.0,5.0
,,,,1,14,12.0,7.0
,,,214296.0,2,14,6.0,
,,,400000.0,1,14,6.0,
,,,,2,14,10.0,
,,,850000.0,1,14,15.0,
,,,,1,14,,
,,,,1,14,14.0,
,,,214000.0,2,14,8.0,
600000.0,,,,1,14,12.0,8.0
,200000.0,,,2,14,17.0,
360000.0,,,,2,14,17.0,4.0
500000.0,,,,1,14,12.0,8.0
,,,,2,14,12.0,5.0
500000.0,,,,1,14,8.0,8.0
300000.0,,,,2,14,8.0,9.0
,,,214296.0,2,14,0.0,
,,,214296.0,1,14,6.0,
,,,214296.0,1,14,2.0,
800000.0,,,,1,14,15.0,8.0
,,,,2,14,6.0,
,,,,2,14,3.0,
,,,,2,14,,
,,,,2,14,12.0,9.0
,,21243.0,,2,14,,
,,,,1,14,,
,,,,2,14,5.0,
,,21243.0,,2,14,,
,,21243.0,,1,14,,
,,,,2,14,11.0,
,,21243.0,,2,14,,
100000.0,,,,1,14,7.0,8.0
,,,,2,14,0.0,
,,21243.0,,2,14,,
,,21243.0,,2,14,,
,,,214296.0,1,14,4.0,
,,,,2,14,8.0,
,,,,1,14,12.0,7.0
,,,,1,14,12.0,7.0
,,,,1,14,3.0,9.0
,,,,1,14,8.0,9.0
,,,,2,14,10.0,
400000.0,,,,2,14,15.0,3.0
,,,,1,14,,
375000.0,,,,1,14,8.0,9.0
,,,,2,14,8.0,
375000.0,,,,1,14,8.0,8.0
,,21243.0,,1,14,10.0,
,100000.0,,,1,14,6.0,
,,,,2,14,6.0,
,,,,2,14,7.0,
,,,214296.0,1,14,7.0,6.0
,,,,2,14,6.0,
0.0,,,,1,14,6.0,6.0
500000.0,,,,2,14,12.0,5.0
,,,450000.0,2,14,16.0,
1200000.0,,,,2,14,17.0,2.0
,,,214296.0,2,14,12.0,
,,,-88.0,1,14,,
750000.0,,,,2,14,16.0,3.0
-88.0,,,,2,14,16.0,4.0
2500000.0,,,,1,14,22.0,1.0
-88.0,,,,1,14,15.0,5.0
,,,,2,14,,
,,,,1,14,,
700000.0,,,,1,14,15.0,3.0
,,,,2,14,12.0,
500000.0,,,,1,14,15.0,4.0
,,,,2,14,,
1000000.0,,,,2,14,16.0,2.0
,,,,2,14,17.0,2.0
,,,,1,14,11.0,7.0
,,,226000.0,1,14,5.0,7.0
,,,,2,14,8.0,
,,,,2,14,,
,,,,2,14,,
,,,,2,14,,
,,,,2,14,,
417000.0,,,,2,14,12.0,9.0
,,,,2,14,12.0,
,,,,2,14,0.0,
,,,,1,14,15.0,
,,,,1,14,,
,,,,2,14,15.0,
,,,,1,14,,
300000.0,,,,1,14,9.0,7.0
,,,,2,14,12.0,
,,,,2,14,8.0,
600000.0,,,,1,14,12.0,7.0
,,,,2,14,,
,,,,2,14,,
,,,,1,14,,
,,,,2,14,12.0,9.0
,,,,1,14,12.0,7.0
,,,,1,14,,
,,,,2,14,,
,,,214296.0,1,14,6.0,
,,,214296.0,2,14,6.0,
,800000.0,,,1,14,11.0,
,,,,2,14,8.0,
,,21243.0,,2,14,,
,,,350000.0,1,14,6.0,
,,,214296.0,2,14,10.0,
,,,,1,14,0.0,
,,,214000.0,1,14,12.0,
,,,,2,14,12.0,7.0
220000.0,,,,2,14,12.0,9.0
,,21243.0,,2,14,10.0,
,,,,2,14,8.0,
750000.0,,,,1,14,6.0,6.0
,,,,2,14,14.0,5.0
,,,,2,14,,
,,,,2,14,,
,,21243.0,,1,14,,
,,,214296.0,1,14,5.0,
,,,214296.0,2,14,0.0,
500000.0,,,,2,14,12.0,6.0
,,,380000.0,2,14,0.0,
,,,,1,14,3.0,
,,,,2,14,7.0,7.0
,,,214296.0,1,14,8.0,
840000.0,,,,1,14,11.0,6.0
500000.0,,,,2,14,8.0,9.0
,,21243.0,,2,14,10.0,
,,,,2,14,,
,,,,1,14,,
,,,,2,14,,
,,,,2,14,4.0,
500000.0,,,,1,14,12.0,8.0
,,,120000.0,2,14,15.0,
620000.0,,,,1,14,16.0,6.0
,,,214296.0,2,14,3.0,
,,,700000.0,1,14,12.0,
800000.0,,,,2,14,17.0,4.0
800000.0,,,,1,14,8.0,6.0
,,,,2,14,3.0,
,,,,1,14,12.0,
,,,,1,14,6.0,
,,,,2,14,7.0,
,,,,1,14,16.0,
,,,,2,14,11.0,9.0
,,,,1,14,15.0,
,,,,1,14,12.0,
,,,214296.0,1,14,6.0,
,,,214926.0,2,14,6.0,
,,,,2,14,12.0,7.0
,,,,1,14,8.0,
,,,,1,14,12.0,9.0
500000.0,,,,1,14,12.0,9.0
500000.0,,,,1,14,12.0,9.0
570000.0,,,,2,14,13.0,3.0
500000.0,,,,2,14,17.0,8.0
650000.0,,,,2,14,17.0,4.0
,,,,1,14,15.0,8.0
,,,,2,14,,
,,,402000.0,1,14,4.0,
2100000.0,,,,1,14,17.0,2.0
1000000.0,,,,1,14,17.0,2.0
1200000.0,,,,2,14,17.0,2.0
,,,,2,14,6.0,
240000.0,,,,2,14,17.0,2.0
,,,,2,14,,
,,,,2,14,,
,,,,2,14,,
,,,,2,14,12.0,5.0
,,,,1,14,12.0,7.0
,,,,2,14,,
,,,,1,14,3.0,
,,,,2,14,8.0,
500000.0,,,,1,14,15.0,3.0
,,,,2,14,17.0,
,,,,2,14,9.0,7.0
,,,,1,14,15.0,
,,,,2,14,12.0,
500000.0,,,,1,14,12.0,5.0
,,,,2,14,12.0,
500000.0,,,,1,14,7.0,7.0
,,,,2,14,10.0,
,,21243.0,,1,14,,
,,21243.0,,2,14,,
,,,214296.0,1,14,0.0,
,,,214296.0,1,14,5.0,
,,,214296.0,2,14,3.0,
,,,,2,14,6.0,
,,,,1,14,12.0,
,,,,2,14,12.0,
,,,,1,14,12.0,
,,,,1,14,,
,,,,1,14,,
,,,,1,14,8.0,7.0
,,,214296.0,2,14,0.0,
,,,300000.0,1,14,0.0,
1300000.0,,,,1,14,17.0,2.0
1600000.0,,,,2,14,17.0,3.0
,,,,1,14,,
,,,,2,14,1.0,
,,,,1,14,1.0,
,,,,1,14,17.0,2.0
1200000.0,,,,2,14,17.0,2.0
600000.0,,,,1,14,14.0,5.0
,,,,1,14,21.0,2.0
800000.0,,,,2,14,12.0,3.0
1200000.0,,,,1,14,18.0,2.0
,,,,2,14,,
,,,,2,14,,
30000.0,,,,1,14,14.0,7.0
,,,,1,14,17.0,2.0
500000.0,,,,2,14,15.0,3.0
,,,,1,14,,
,,,,1,14,,
,,,700000.0,1,14,10.0,8.0
400000.0,,,,1,14,12.0,5.0
1100000.0,,,,1,14,15.0,2.0
-88.0,,,,2,14,12.0,3.0
470000.0,,,,2,14,12.0,4.0
600000.0,,,,2,14,18.0,2.0
,,,,2,14,,
,,,1400000.0,1,14,13.0,
,,,,2,14,12.0,
,,,,1,14,17.0,
,,,,2,14,15.0,
650000.0,,,,1,14,15.0,2.0
,,,,1,14,10.0,8.0
,,,,2,14,12.0,7.0
,,,,2,14,15.0,
,,,,2,14,11.0,7.0
400000.0,,,,1,14,15.0,7.0
1000000.0,,,,2,14,15.0,3.0
900000.0,,,,1,14,12.0,7.0
,,,,2,14,12.0,
,180000.0,,,1,14,17.0,
,,,450000.0,1,14,8.0,
,,,,2,14,0.0,
600000.0,,,,1,14,12.0,5.0
300000.0,,,,2,14,12.0,9.0
,,,,2,14,13.0,
150000.0,,,,2,14,12.0,9.0
,,,,1,14,11.0,
,,,,1,14,,
,,,,1,14,,
650000.0,,,,1,14,15.0,6.0
,,,,2,14,17.0,
,,,,2,14,12.0,
,,,,1,14,,
,,,,1,14,,
,,,450000.0,1,14,3.0,
,,,,2,14,2.0,
500000.0,,,,2,14,12.0,3.0
,,,,2,14,15.0,
,,,,1,14,,
,,,,2,14,12.0,
,,,214000.0,2,14,3.0,
,,,400000.0,1,14,8.0,
,,,214000.0,2,14,2.0,
700000.0,,,,2,14,12.0,5.0
,,,,1,14,12.0,7.0
,,,,2,14,,
,,,,1,14,,
559000.0,,,,2,14,12.0,1.0
,,,,1,14,,
,,,,1,14,12.0,
520000.0,,,,1,14,14.0,9.0
480000.0,,,,2,14,12.0,9.0
,,,,2,14,11.0,
550000.0,,,,1,14,12.0,7.0
550000.0,,,,2,14,10.0,9.0
500000.0,,,,1,14,12.0,3.0
100000.0,,,,2,14,13.0,5.0
300000.0,,,,2,14,12.0,9.0
,,,,1,14,9.0,9.0
,,,,1,14,,
2100000.0,,,,2,14,17.0,1.0
2100000.0,,,,1,14,17.0,1.0
,,,,1,14,,
,,,,1,14,,
,,,290000.0,1,14,8.0,7.0
500000.0,,,320000.0,2,14,12.0,5.0
,,,,2,14,2.0,
,,,,2,14,8.0,
500000.0,,,,2,14,15.0,5.0
,,,214296.0,1,14,6.0,
,50000.0,,214000.0,1,14,12.0,
,,,538000.0,2,14,10.0,
,,,250000.0,2,14,12.0,
,,,,2,14,8.0,7.0
,,,,1,14,14.0,
,,,,2,14,12.0,
,,,,2,14,12.0,
,,,,2,14,10.0,
,,,,1,14,,
,,,,2,14,,
480000.0,,,,2,14,12.0,9.0
,,,,1,14,8.0,
,,,,2,14,10.0,
480000.0,,,,1,14,11.0,6.0
430000.0,,,,2,14,12.0,4.0
,,,,2,14,11.0,
1100000.0,,,,2,14,14.0,3.0
1100000.0,,,,1,14,15.0,3.0
1200000.0,,,,1,14,17.0,2.0
,,,,1,14,16.0,
,,,,2,14,12.0,8.0
,,,,1,14,,
,,,214296.0,2,14,0.0,7.0
,,,,2,14,10.0,7.0
,,,,1,14,11.0,6.0
,,,,2,14,,
,,,,1,14,,
,100000.0,,,1,14,6.0,
,,,,2,14,3.0,
,,,,1,14,10.0,6.0
,,,,2,14,12.0,
,,,,1,14,,
1000000.0,,,,1,14,12.0,3.0
1200000.0,,,,2,14,17.0,1.0
,,,,2,14,17.0,
,,,,2,14,15.0,1.0
500000.0,,,,1,14,12.0,9.0
1075000.0,,,,2,14,16.0,2.0
1000000.0,,,,1,14,17.0,2.0
,,,,1,14,14.0,
,,,220000.0,2,14,9.0,
,,,,2,14,10.0,5.0
500000.0,,,,1,14,8.0,8.0
,,,214296.0,2,14,5.0,
,,,214296.0,1,14,9.0,
1000000.0,,,,1,14,12.0,7.0
,,,,2,14,10.0,
,,,,1,14,3.0,
,,,,1,14,13.0,
,,,,1,14,13.0,
,,,,1,14,9.0,
220000.0,,,,2,14,12.0,5.0
,,,,2,14,,
,,,,2,14,,
,,,,1,14,15.0,3.0
680000.0,,,,2,14,15.0,3.0
,,,,2,14,,
130000.0,,,,2,14,12.0,9.0
460000.0,,,,2,14,12.0,5.0
,,,,2,14,11.0,
380000.0,,,,1,14,15.0,8.0
,,,,1,14,7.0,5.0
,,,,1,14,10.0,
,,,,2,14,7.0,
,,,300000.0,1,14,8.0,8.0
,,,,1,14,8.0,7.0
600000.0,,,,2,14,12.0,5.0
,,21243.0,,2,14,,
,,,750000.0,1,14,16.0,
,,,,2,14,12.0,
,,,,1,14,14.0,
600000.0,,,,2,14,16.0,3.0
,,,,1,14,19.0,2.0
,,,,1,14,16.0,
,,,-88.0,1,14,16.0,
,,,-88.0,1,14,16.0,
,-88.0,,-88.0,1,14,16.0,
,,,375000.0,2,14,12.0,
480000.0,,,,2,14,15.0,3.0
,,,270000.0,1,14,2.0,
,,,,2,14,6.0,
500000.0,,,,2,14,13.0,3.0
500000.0,,,,1,14,12.0,7.0
,,,360000.0,1,14,12.0,
100000.0,,,,1,14,10.0,9.0
900000.0,,,,1,14,12.0,5.0
,,21243.0,,2,14,,
,,,,2,14,12.0,7.0
,,,100000.0,2,14,8.0,9.0
500000.0,,,,1,14,8.0,8.0
,,,,1,14,0.0,5.0
,,21243.0,,1,14,,
,,,,1,14,14.0,
,,,,2,14,17.0,
,,,370000.0,1,14,12.0,8.0
1500000.0,,,,2,14,17.0,1.0
,,,,1,14,12.0,
,,,,2,14,12.0,
700000.0,,,,1,14,16.0,3.0
-88.0,,,,1,14,12.0,9.0
,,,399898.0,1,14,2.0,
,,,,2,14,12.0,
300000.0,,,,2,14,12.0,9.0
,,,,1,14,12.0,
,,,,1,14,11.0,
,,,,1,14,,
,,,480000.0,2,14,14.0,
400000.0,,,,1,14,16.0,9.0
,,,,2,14,,
,,,,2,14,12.0,
450000.0,,,,1,14,8.0,7.0
700000.0,,,,1,14,12.0,8.0
500000.0,,,,2,14,12.0,3.0
,,,,2,14,12.0,
500000.0,,,,1,14,10.0,5.0
,,,,2,14,,
,,,420000.0,1,14,12.0,
1100000.0,,,,2,14,16.0,2.0
,,,214296.0,2,14,10.0,
,,,214296.0,1,14,12.0,7.0
,,,,1,14,13.0,
900000.0,,,,1,14,24.0,2.0
1000000.0,,,,2,14,19.0,2.0
1700000.0,,,,1,14,16.0,2.0
800000.0,,,,2,14,17.0,2.0
,,,,1,14,13.0,
,,,,1,14,15.0,3.0
1200000.0,,,,2,14,19.0,2.0
,,,,1,14,,
,,,,1,14,,
,,,600000.0,1,14,16.0,
800000.0,,,,1,14,17.0,2.0
,,,350000.0,2,14,16.0,
3000000.0,,,,1,14,16.0,2.0
,,,253000.0,2,14,13.0,
200000.0,,,,2,14,19.0,2.0
2300000.0,,,,1,14,23.0,2.0
,,,,2,14,17.0,
,,,,1,14,14.0,
,,,,2,14,,
,,,,1,14,17.0,3.0
1500000.0,,,,2,14,16.0,2.0
,,,,1,14,17.0,
,,,,1,14,11.0,8.0
,,,214296.0,2,14,8.0,
,,,900000.0,1,14,10.0,
,,,430000.0,2,14,8.0,
,,,,2,14,12.0,
1900000.0,,,,2,14,17.0,2.0
,,,,1,14,16.0,
650000.0,,,,2,14,17.0,2.0
1700000.0,,,,2,14,17.0,2.0
940000.0,,,,1,14,14.0,3.0
,,,,2,14,,
,,,,2,14,,
,,,,2,14,14.0,
900000.0,,,,1,14,17.0,3.0
1200000.0,,,,2,14,18.0,2.0
,,,214296.0,2,14,12.0,
,,,291000.0,1,14,9.0,
,,,,1,14,12.0,7.0
,,,,2,14,3.0,
,,,,1,14,12.0,7.0
,,,,1,14,16.0,
,,,,2,14,10.0,
,,,,2,14,12.0,
80000.0,,,,2,14,12.0,5.0
,,,214296.0,2,14,1.0,
,,,,2,14,10.0,
,,,,2,14,,
,,,,1,14,12.0,7.0
400000.0,,,,2,14,12.0,5.0
250000.0,,,,2,14,12.0,9.0
,,21243.0,,1,14,,
,,21243.0,,2,14,,
,,,,2,14,12.0,
,,,,2,14,12.0,
,,,,1,14,12.0,
,,,,1,14,,
,,,214296.0,1,14,0.0,
,,,214296.0,1,14,4.0,
,,,214296.0,1,14,1.0,
500000.0,,,,2,14,16.0,2.0
,,,,2,14,12.0,6.0
,,,,2,14,17.0,
,,,,2,14,8.0,
,100000.0,,,1,14,4.0,
600000.0,,,,1,14,12.0,7.0
,500000.0,,334000.0,1,14,11.0,
,,,330000.0,2,14,12.0,
1000000.0,,,,1,14,15.0,3.0
,,,,2,14,,
1600000.0,,,,2,14,17.0,2.0
450000.0,,,,2,14,12.0,5.0
600000.0,,,,1,14,12.0,5.0
1000000.0,,,,2,14,17.0,3.0
,,,,1,14,,
,,,220000.0,2,14,6.0,
,,,220000.0,2,14,6.0,
,,,,2,14,11.0,
,,,,2,14,,
,,,,1,14,8.0,7.0
,,,214296.0,1,14,5.0,
500000.0,,,,2,14,0.0,5.0
,,,220000.0,2,14,0.0,
,,,,1,14,16.0,
,,,,2,14,2.0,7.0
,,,,2,14,12.0,
,,,,1,14,12.0,9.0
,,,,1,14,10.0,
,,,,2,14,12.0,
,,,,1,14,12.0,7.0
,,,,2,14,12.0,
,,,,1,14,12.0,
,,,,1,14,9.0,
350000.0,,,,1,14,14.0,3.0
,,,,1,14,12.0,5.0
800000.0,,,,1,14,15.0,2.0
,,,214296.0,2,14,5.0,
,,,,2,14,12.0,
,,,,2,14,8.0,5.0
500000.0,,,,1,14,2.0,6.0
500000.0,,,,1,14,12.0,5.0
700000.0,,,,1,14,8.0,9.0
,,,,2,14,,
,,,,1,14,8.0,
,,,,2,14,,
300000.0,,,,2,14,14.0,5.0
300000.0,,,,2,14,13.0,5.0
,,,,2,14,12.0,
500000.0,,,,1,14,12.0,9.0
200000.0,,,,2,14,7.0,9.0
,,,,2,14,,
450000.0,,,,1,14,8.0,7.0
450000.0,,,,1,14,12.0,7.0
,,,,2,14,12.0,7.0
,,,,1,14,12.0,
,,,,2,14,9.0,
,,,,1,14,,
,,,250000.0,1,14,3.0,
,,,214296.0,2,14,4.0,
500000.0,,,,1,14,11.0,4.0
0.0,,,,1,14,14.0,9.0
,,,,1,14,9.0,7.0
,,,180000.0,1,14,10.0,
,,,210000.0,2,14,8.0,
,,,214296.0,2,14,0.0,
500000.0,,,,1,14,0.0,7.0
,,,214000.0,1,14,12.0,7.0
,,,,2,14,11.0,
,,,,1,14,12.0,
800000.0,,,,1,14,10.0,7.0
300000.0,,,,2,14,10.0,9.0
,,,,2,14,11.0,
,,,,2,14,,
350000.0,,,,1,14,10.0,7.0
500000.0,,,,2,14,5.0,9.0
500000.0,,,,2,14,12.0,3.0
,,,,2,14,,
500000.0,,,,1,14,15.0,3.0
,,,,1,14,,
,,,214296.0,1,14,5.0,
,,,214296.0,2,14,3.0,
,,,110000.0,2,14,8.0,
,,,,1,14,13.0,6.0
450000.0,,,,2,14,12.0,4.0
,,,,2,14,,
,,,214296.0,2,14,12.0,
,,,,1,14,,8.0
900000.0,,,,2,14,12.0,7.0
,,,,1,14,9.0,7.0
,,,220000.0,1,14,9.0,7.0
,,,,2,14,4.0,
,,,,1,14,12.0,
600000.0,,,,2,14,15.0,5.0
,,21243.0,,2,14,10.0,
600000.0,,,,1,14,12.0,7.0
,,,,2,14,15.0,
,,21243.0,,2,14,,
,,21243.0,,1,14,,
,,,,2,14,,
,,,,2,14,15.0,
,,21243.0,,2,14,,
,,,600000.0,1,14,3.0,
,,,437904.0,1,14,4.0,
,,,214296.0,2,14,6.0,
,,,,1,14,18.0,
,,,,2,14,8.0,
450000.0,,,,1,14,8.0,5.0
,,,,2,14,4.0,
600000.0,,,,1,14,17.0,3.0
,,,,2,14,12.0,
,,,,1,14,14.0,
,,,,2,14,17.0,
,,,,1,14,16.0,7.0
,,,,2,14,,
,,,,2,14,,
,,,,1,14,,
,,,,1,14,12.0,5.0
,,,800000.0,2,14,16.0,
,,,620000.0,1,14,15.0,
100000.0,,,214296.0,1,14,10.0,9.0
,,,,1,14,12.0,6.0
,,,240000.0,2,14,8.0,1.0
,,,380000.0,1,14,8.0,1.0
,,,,2,14,7.0,
,,,,2,14,6.0,
,,,,2,14,8.0,5.0
,,,,1,14,8.0,9.0
452000.0,,,,2,14,14.0,3.0
,,,214296.0,1,14,8.0,
,,,214296.0,2,14,17.0,
,,,,1,14,17.0,
,,,,1,14,10.0,
,,,,1,14,9.0,
1100000.0,,,,2,14,17.0,2.0
1500000.0,,,,2,14,19.0,2.0
580000.0,,,,1,14,17.0,6.0
,,,,1,14,18.0,3.0
850000.0,,,,2,14,17.0,2.0
,,,,2,14,,
,,,,2,14,,
898000.0,,,,1,14,17.0,2.0
400000.0,,,,2,14,15.0,5.0
,,,214296.0,2,14,6.0,
,,,,2,14,7.0,
,,,,2,14,4.0,
,,,,2,14,3.0,
,,,,1,14,8.0,
,,,,2,14,4.0,
,,,,2,14,12.0,
,,,,1,14,12.0,6.0
300000.0,,,,1,14,12.0,4.0
,,,,1,14,,
,,,,1,14,,
250000.0,,,,2,14,12.0,9.0
800000.0,,,,1,14,12.0,6.0
,,,,2,14,,
,,,,1,14,,
600000.0,,,,1,14,10.0,8.0
600000.0,,,,1,14,12.0,8.0
,,,,2,14,8.0,
,,,,1,14,8.0,
,,,,2,14,12.0,
,,,,1,14,7.0,
,,,220000.0,2,14,8.0,
,,,,2,14,12.0,
,,21243.0,,2,14,,
,,,,2,14,12.0,
,,,,2,14,4.0,
,,,,2,14,12.0,
,,,,1,14,12.0,
,,21243.0,,1,14,,
,,21243.0,,1,14,,
400000.0,,,,1,14,12.0,9.0
600000.0,,,,1,14,12.0,5.0
,,,,2,14,12.0,
,,,,2,14,13.0,
,,,214296.0,2,14,7.0,
,,,214296.0,1,14,2.0,
,,,,2,14,8.0,
250000.0,,,,2,14,12.0,9.0
,,,,2,14,7.0,
400000.0,,,,1,14,12.0,7.0
,,,214296.0,1,14,3.0,
,,,,2,14,11.0,
,,,,1,14,,
,,,,1,14,,
