folio,año,region,expr,tam_hogar,n_personas,edad_prom,edad_max,prop_menores_15,prop_may_65,hay_menores_15,hay_adulto_mayor,edu_nivel_prom,edu_nivel_min,prop_alfabetos,prop_asiste_edu,prop_ocupados,prop_con_contrato,ingreso_sueldos,ingreso_indep,atendido_salud,tipo_vivienda,material_muros,estado_muros,fuente_agua,sist_excretas,tiene_electricid,n_dormitorios,dormitorios_hogar,d_asistencia_esc,d_rezago_esc,d_escolaridad,d_atencion_salud,d_ocupacion,d_seg_social,d_jubilaciones,d_hacinamiento,d_estado_viv,d_serv_basicos,d_contaminacion,d_accesibilidad,d_trato_igual,d_seguridad,pobreza_multi,cod_comuna,comuna,sexo_jefe,edad_jefe,ecivil_jefe,edu_nivel_jefe,edu_curso_jefe,alfabeto_jefe,ocupado_jefe,contrato_jefe,ingreso_jefe,hacinamiento_idx,ingreso_total_hogar,ingreso_percapita
1410110010201.0,2017,14,46,3,3,54.66666666666666,79,0.0,0.3333333333333333,0,1,10.666666666666666,6,1.0,0.0,0.3333333333333333,1.0,730000,0,0.0,3,1,2,1,1,1,3.0,3.0,0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,40,8,13,3.0,1,2,1.0,400000.0,1.0,730000,243333.3333333333
1410110020101.0,2017,14,106,3,3,16.333333333333332,41,0.6666666666666666,0.0,1,0,5.0,2,1.0,0.6666666666666666,0.0,0.0,0,0,0.0,1,3,1,2,1,2,2.0,2.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0,1.0,0,0,0.0,14101,Valdivia,2,41,5,9,4.0,1,2,0.0,0.0,1.5,0,0.0
1410110020201.0,2017,14,103,1,1,28.0,28,0.0,0.0,0,0,14.0,14,1.0,1.0,1.0,1.0,96000,0,1.0,2,3,1,1,1,2,2.0,2.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,28,8,14,4.0,1,1,1.0,96000.0,0.5,96000,96000.0
1410110020301.0,2017,14,111,3,3,24.33333333333333,44,0.3333333333333333,0.0,1,0,9.666666666666666,7,1.0,0.6666666666666666,0.5,0.0,70000,0,0.0,2,2,2,2,1,2,2.0,2.0,0,1.0,1.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,1,0,1.0,14101,Valdivia,2,44,7,13,3.0,1,1,3.0,70000.0,1.5,70000,23333.33333333333
1410110020401.0,2017,14,139,4,4,20.75,35,0.5,0.0,1,0,6.5,3,1.0,0.5,1.0,1.0,250000,250000,0.25,1,3,2,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,32,2,9,4.0,1,1,1.0,250000.0,2.0,500000,125000.0
1410110020501.0,2017,14,203,2,2,43.5,51,0.0,0.0,0,0,10.0,9,1.0,0.0,1.0,1.0,560000,0,0.0,1,3,1,1,1,1,4.0,4.0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,51,8,11,5.0,1,1,1.0,280000.0,0.5,560000,280000.0
1410110020601.0,2017,14,123,6,6,25.83333333333333,49,0.1666666666666666,0.0,1,0,9.666666666666666,7,1.0,0.3333333333333333,0.6,0.6666666666666666,720000,0,0.0,1,3,2,2,1,1,4.0,4.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,42,1,9,4.0,1,1,9.0,300000.0,1.5,720000,120000.0
1410110020701.0,2017,14,106,4,4,20.25,38,0.5,0.0,1,0,8.0,7,1.0,0.75,0.5,0.0,0,200000,1.0,7,3,2,1,1,2,1.0,1.0,0,0.0,0.0,0.0,0,1.0,0,1.0,1.0,0.0,0,0.0,1,0,1.0,14101,Valdivia,2,38,5,9,4.0,1,1,0.0,0.0,4.0,200000,50000.0
1410110020801.0,2017,14,86,1,1,21.0,21,0.0,0.0,0,0,14.0,14,1.0,1.0,1.0,1.0,140000,0,0.0,1,3,2,1,1,1,11.0,11.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,21,8,14,4.0,1,1,1.0,140000.0,0.09090909090909091,140000,140000.0
1410110020901.0,2017,14,159,1,1,59.0,59,0.0,0.0,0,0,9.0,9,1.0,0.0,0.0,0.0,0,0,0.0,1,1,3,1,1,1,2.0,2.0,0,0.0,0.0,0.0,1,0.0,0,0.0,1.0,0.0,0,0.0,1,0,0.0,14101,Valdivia,1,59,5,9,4.0,1,2,0.0,0.0,0.5,0,0.0
1410110021001.0,2017,14,135,6,6,43.16666666666666,66,0.0,0.1666666666666666,0,1,13.833333333333334,9,1.0,0.1666666666666666,0.6666666666666666,1.0,1700198,0,0.1666666666666666,1,3,1,1,1,1,4.0,4.0,0,0.0,0.0,0.0,1,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,66,1,9,4.0,1,1,1.0,500000.0,1.5,1700198,283366.3333333333
1410110021101.0,2017,14,98,3,3,20.33333333333333,40,0.6666666666666666,0.0,1,0,9.0,7,1.0,0.6666666666666666,1.0,0.0,0,300000,0.0,1,3,2,2,1,1,5.0,5.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,40,6,13,3.0,1,1,0.0,0.0,0.6,300000,100000.0
1410110021102.0,2017,14,94,3,3,53.66666666666666,66,0.0,0.6666666666666666,0,1,10.666666666666666,9,1.0,0.0,0.6666666666666666,1.0,300000,400000,0.0,1,3,1,2,1,1,5.0,5.0,0,0.0,0.0,0.0,0,1.0,1,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,66,1,9,4.0,1,1,0.0,0.0,0.6,700000,233333.3333333333
1410110021401.0,2017,14,112,7,7,17.714285714285715,34,0.5714285714285714,0.0,1,0,21.428571428571427,7,1.0,0.7142857142857143,0.6666666666666666,1.0,310000,650000,0.7142857142857143,1,9,3,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,1.0,0,1.0,1.0,0.0,0,0.0,0,0,1.0,14101,Valdivia,1,29,2,14,2.0,1,1,0.0,0.0,3.5,960000,137142.85714285713
1410110021501.0,2017,14,98,5,5,20.2,50,0.4,0.0,1,0,26.4,3,1.0,0.8,0.6666666666666666,1.0,0,0,0.6,1,3,2,1,1,1,4.0,4.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,50,5,99,99.0,1,2,0.0,0.0,1.25,0,0.0
1410110021701.0,2017,14,96,4,4,37.25,53,0.0,0.0,0,0,15.0,14,1.0,0.5,0.5,1.0,1700000,1200000,0.0,1,3,1,1,1,1,5.0,5.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,53,2,17,7.0,1,1,0.0,0.0,0.8,2900000,725000.0
1410110021801.0,2017,14,102,2,2,61.0,69,0.0,0.5,0,1,11.0,10,1.0,0.0,0.0,0.0,0,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,69,7,10,5.0,1,2,0.0,0.0,0.6666666666666666,0,0.0
1410110021901.0,2017,14,92,1,1,76.0,76,0.0,1.0,0,1,8.0,8,1.0,0.0,0.0,0.0,0,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,1,0.0,14101,Valdivia,1,76,7,8,6.0,1,2,0.0,0.0,0.3333333333333333,0,0.0
1410110022001.0,2017,14,82,1,1,85.0,85,0.0,1.0,0,1,6.0,6,1.0,0.0,1.0,0.0,0,500000,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,1.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,85,6,6,3.0,1,1,0.0,0.0,0.3333333333333333,500000,500000.0
1410110022101.0,2017,14,100,3,3,12.333333333333334,23,0.6666666666666666,0.0,1,0,8.0,2,1.0,0.6666666666666666,1.0,0.0,0,350000,0.0,1,3,1,2,1,2,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,23,8,13,3.0,1,1,0.0,0.0,1.5,350000,116666.66666666669
1410110022201.0,2017,14,83,2,2,77.0,78,0.0,1.0,0,1,11.5,8,1.0,0.0,0.0,0.0,0,0,0.0,1,3,2,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,76,1,15,4.0,1,2,0.0,0.0,0.6666666666666666,0,0.0
1410110022401.0,2017,14,159,1,1,55.0,55,0.0,0.0,0,0,9.0,9,1.0,0.0,1.0,1.0,80000,0,1.0,1,4,3,3,8,3,1.0,1.0,0,0.0,0.0,0.0,0,1.0,0,0.0,1.0,1.0,0,0.0,0,0,1.0,14101,Valdivia,1,55,8,9,2.0,1,1,1.0,80000.0,1.0,80000,80000.0
1410110030101.0,2017,14,42,2,2,45.5,65,0.0,0.5,0,1,12.0,10,1.0,0.5,0.0,0.0,0,0,0.5,1,3,2,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,1,0,0.0,14101,Valdivia,2,65,6,10,5.0,1,2,0.0,0.0,0.6666666666666666,0,0.0
1410110030201.0,2017,14,51,4,4,23.0,42,0.5,0.0,1,0,9.5,1,1.0,0.25,0.5,1.0,1000000,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,36,1,15,5.0,1,1,1.0,1000000.0,1.3333333333333333,1000000,250000.0
1410110030301.0,2017,14,46,3,3,50.333333333333336,69,0.0,0.3333333333333333,0,1,13.666666666666666,11,1.0,0.0,0.6666666666666666,0.0,1500000,1000000,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,,14101,Valdivia,1,42,2,15,5.0,1,1,3.0,1500000.0,1.5,2500000,833333.3333333334
1410110030601.0,2017,14,40,2,2,67.5,81,0.0,0.5,0,1,15.0,15,1.0,0.0,0.5,0.0,0,150000,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,81,5,15,5.0,1,2,0.0,0.0,1.0,150000,75000.0
1410110030701.0,2017,14,47,3,3,19.0,30,0.3333333333333333,0.0,1,0,7.0,3,1.0,0.3333333333333333,0.5,1.0,350000,0,0.3333333333333333,1,3,2,2,1,2,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,30,2,9,4.0,1,1,1.0,350000.0,1.0,350000,116666.66666666669
1410110030801.0,2017,14,44,2,2,50.5,52,0.0,0.0,0,0,11.0,9,1.0,0.0,0.0,0.0,0,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,52,1,13,3.0,1,2,0.0,0.0,0.6666666666666666,0,0.0
1410110030901.0,2017,14,43,4,4,25.25,56,0.25,0.0,1,0,7.0,1,1.0,0.0,0.6666666666666666,0.0,0,400000,0.25,2,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,56,6,9,4.0,1,1,0.0,0.0,1.3333333333333333,400000,100000.0
1410110031001.0,2017,14,30,1,1,74.0,74,0.0,1.0,0,1,6.0,6,1.0,0.0,1.0,0.0,0,200000,1.0,1,3,2,1,1,1,1.0,1.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,74,5,6,6.0,1,1,0.0,0.0,1.0,200000,200000.0
1410110031101.0,2017,14,40,4,4,35.25,58,0.0,0.0,0,0,10.75,9,1.0,0.5,0.25,1.0,310000,0,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,58,1,9,4.0,1,1,1.0,310000.0,2.0,310000,77500.0
1410110031201.0,2017,14,37,2,2,54.0,57,0.0,0.0,0,0,7.0,7,1.0,0.0,0.5,0.0,0,300000,0.0,1,3,2,1,1,1,2.0,2.0,0,0.0,1.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,57,2,7,6.0,1,1,0.0,0.0,1.0,300000,150000.0
1410110031301.0,2017,14,59,4,4,36.75,47,0.0,0.0,0,0,11.75,9,1.0,0.25,0.75,0.6666666666666666,1220000,0,0.0,1,3,3,1,1,1,5.0,5.0,0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,47,1,13,3.0,1,1,1.0,450000.0,0.8,1220000,305000.0
1410110031401.0,2017,14,46,5,5,19.2,42,0.6,0.0,1,0,8.8,3,1.0,0.6,1.0,1.0,760000,0,0.0,1,3,1,1,1,1,4.0,4.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,,14101,Valdivia,1,42,8,13,2.0,1,1,1.0,380000.0,1.25,760000,152000.0
1410110040101.0,2017,14,35,4,4,17.5,31,0.5,0.0,1,0,7.5,2,1.0,0.5,1.0,1.0,700000,0,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,31,2,9,4.0,1,1,1.0,400000.0,2.0,700000,175000.0
1410110040301.0,2017,14,59,1,1,34.0,34,0.0,0.0,0,0,14.0,14,1.0,0.0,1.0,1.0,650000,0,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,34,8,14,5.0,1,1,1.0,650000.0,0.5,650000,650000.0
1410110040501.0,2017,14,36,4,4,25.75,40,0.25,0.0,1,0,8.5,7,1.0,0.5,0.6666666666666666,1.0,550000,250000,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,38,1,9,4.0,1,1,1.0,550000.0,1.3333333333333333,800000,200000.0
1410110040601.0,2017,14,27,5,5,29.6,72,0.4,0.2,1,1,7.8,7,1.0,0.6,0.0,0.0,0,0,0.0,2,3,2,1,1,1,2.0,2.0,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,37,7,9,4.0,1,2,0.0,0.0,2.5,0,0.0
1410110040701.0,2017,14,39,4,4,25.0,42,0.25,0.0,1,0,6.5,3,1.0,0.5,0.3333333333333333,1.0,300000,0,0.5,1,3,1,1,1,1,8.0,8.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,,14101,Valdivia,2,37,1,7,8.0,1,2,0.0,0.0,0.5,300000,75000.0
1410110040702.0,2017,14,35,5,5,15.0,35,0.6,0.0,1,0,3.4,1,1.0,0.0,0.0,0.0,0,0,1.0,1,3,1,1,1,1,8.0,8.0,1,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,29,1,7,8.0,1,2,0.0,0.0,0.625,0,0.0
1410110040801.0,2017,14,34,5,5,23.6,41,0.4,0.0,1,0,8.0,1,1.0,0.4,0.6666666666666666,1.0,250000,200000,0.8,1,3,2,1,1,1,3.0,3.0,1,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,41,1,9,4.0,1,1,0.0,0.0,1.6666666666666667,450000,90000.0
1410110040901.0,2017,14,58,2,2,32.5,34,0.0,0.0,0,0,17.0,17,1.0,0.0,1.0,1.0,1200000,0,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,34,8,17,7.0,1,1,1.0,600000.0,1.0,1200000,600000.0
1410110041001.0,2017,14,35,4,4,35.75,53,0.0,0.0,0,0,11.5,9,1.0,0.5,0.25,1.0,350000,0,0.75,1,3,1,1,1,1,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,53,1,9,4.0,1,2,0.0,0.0,4.0,350000,87500.0
1410110041101.0,2017,14,19,1,1,63.0,63,0.0,0.0,0,0,7.0,7,1.0,0.0,1.0,0.0,0,150000,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,1.0,0.0,0,1.0,1,0.0,0.0,0.0,0,0.0,0,0,1.0,14101,Valdivia,2,63,5,7,5.0,1,1,0.0,0.0,0.5,150000,150000.0
1410110041201.0,2017,14,27,3,3,45.0,54,0.0,0.0,0,0,7.666666666666667,7,1.0,0.0,0.6666666666666666,1.0,250000,200000,1.0,1,3,1,1,1,1,11.0,11.0,0,0.0,1.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,53,1,7,4.0,1,2,0.0,0.0,0.2727272727272727,450000,150000.0
1410110041301.0,2017,14,26,2,2,60.5,61,0.0,0.0,0,0,7.0,7,1.0,0.0,1.0,1.0,950000,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,1.0,1,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,61,1,7,8.0,1,1,1.0,250000.0,0.6666666666666666,950000,475000.0
1410110041401.0,2017,14,28,3,3,47.333333333333336,59,0.0,0.0,0,0,11.0,9,1.0,0.0,1.0,1.0,750000,250000,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,59,1,9,4.0,1,1,1.0,500000.0,1.0,1000000,333333.3333333333
1410110041501.0,2017,14,22,2,2,77.0,82,0.0,1.0,0,1,6.0,6,1.0,0.0,0.0,0.0,0,0,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,82,1,6,1.0,1,2,0.0,0.0,1.0,0,0.0
1410110050201.0,2017,14,90,1,1,47.0,47,0.0,0.0,0,0,11.0,11,1.0,0.0,1.0,0.0,0,1800000,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,47,8,11,2.0,1,1,0.0,0.0,0.3333333333333333,1800000,1800000.0
1410110050301.0,2017,14,43,2,2,32.5,42,0.0,0.0,0,0,12.5,11,1.0,0.5,0.5,1.0,550000,0,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,42,8,11,4.0,1,1,1.0,550000.0,1.0,550000,275000.0
1410110050401.0,2017,14,40,3,3,25.0,45,0.3333333333333333,0.0,1,0,9.0,7,1.0,0.3333333333333333,0.5,1.0,250000,0,0.0,1,3,2,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,45,5,11,4.0,1,1,1.0,250000.0,1.5,250000,83333.33333333333
1410110050501.0,2017,14,47,4,4,48.5,67,0.0,0.5,0,1,13.75,9,1.0,0.25,0.25,1.0,1500000,0,0.0,1,2,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,67,1,15,5.0,1,2,0.0,0.0,1.3333333333333333,1500000,375000.0
1410110050601.0,2017,14,69,1,1,29.0,29,0.0,0.0,0,0,13.0,13,1.0,0.0,0.0,0.0,0,0,0.0,1,3,1,1,1,1,6.0,6.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,29,8,13,3.0,1,2,0.0,0.0,0.16666666666666666,0,0.0
1410110050602.0,2017,14,69,1,1,26.0,26,0.0,0.0,0,0,15.0,15,1.0,0.0,1.0,1.0,280000,0,0.0,1,3,1,1,1,1,6.0,6.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,26,8,15,4.0,1,1,1.0,280000.0,0.16666666666666666,280000,280000.0
1410110050701.0,2017,14,72,2,2,34.5,37,0.0,0.0,0,0,16.0,16,1.0,1.0,0.0,0.0,0,0,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,32,1,16,6.0,1,2,0.0,0.0,1.0,0,0.0
1410110050901.0,2017,14,42,2,2,59.5,60,0.0,0.0,0,0,8.0,7,1.0,0.0,1.0,0.0,0,600000,0.0,1,3,1,1,1,1,5.0,5.0,0,0.0,1.0,0.0,0,1.0,1,0.0,0.0,0.0,0,0.0,0,0,1.0,14101,Valdivia,1,59,2,9,3.0,1,1,0.0,0.0,0.4,600000,300000.0
1410110051201.0,2017,14,39,3,3,41.66666666666666,60,0.3333333333333333,0.0,1,0,9.666666666666666,7,1.0,0.3333333333333333,1.0,0.0,0,1000000,0.0,2,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,60,1,11,4.0,1,1,0.0,0.0,1.5,1000000,333333.3333333333
1410110051501.0,2017,14,44,3,3,52.0,53,0.0,0.0,0,0,9.0,9,1.0,0.0,0.6666666666666666,1.0,300000,0,0.0,1,3,2,1,1,1,2.0,2.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,51,8,9,4.0,1,2,0.0,0.0,1.5,300000,100000.0
1410110060101.0,2017,14,20,2,2,55.0,58,0.0,0.0,0,0,7.0,7,1.0,0.0,0.5,1.0,0,1600000,1.0,2,3,1,1,1,1,2.0,2.0,0,0.0,1.0,1.0,0,1.0,0,0.0,1.0,0.0,0,0.0,0,0,1.0,14101,Valdivia,2,58,6,7,8.0,1,1,0.0,0.0,1.0,1600000,800000.0
1410110060102.0,2017,14,29,1,1,52.0,52,0.0,0.0,0,0,9.0,9,1.0,0.0,1.0,1.0,500000,0,0.0,2,3,1,1,1,1,7.0,7.0,0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,52,6,9,3.0,1,1,1.0,500000.0,0.14285714285714285,500000,500000.0
1410110060103.0,2017,14,17,1,1,22.0,22,0.0,0.0,0,0,14.0,14,1.0,1.0,0.0,0.0,0,0,0.0,2,3,1,1,1,1,4.0,4.0,0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,22,8,14,5.0,1,2,0.0,0.0,0.25,0,0.0
1410110060201.0,2017,14,44,1,1,30.0,30,0.0,0.0,0,0,11.0,11,1.0,0.0,0.0,1.0,800000,0,0.0,1,3,1,2,1,2,1.0,1.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,1,0,0.0,14101,Valdivia,1,30,8,11,4.0,1,2,1.0,800000.0,1.0,800000,800000.0
1410110060301.0,2017,14,25,3,3,51.66666666666666,75,0.0,0.3333333333333333,0,1,10.666666666666666,8,1.0,0.0,0.6666666666666666,1.0,198,0,0.3333333333333333,2,3,1,1,1,1,5.0,5.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,34,8,15,5.0,1,1,1.0,99.0,0.6,198,66.0
1410110070101.0,2017,14,15,2,2,77.5,80,0.0,1.0,0,1,15.0,15,1.0,0.0,0.0,0.0,0,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,0.0,0,0,0.0,14101,Valdivia,2,80,8,15,5.0,1,2,0.0,0.0,0.6666666666666666,0,0.0
1410110070201.0,2017,14,25,4,4,22.0,39,0.5,0.0,1,0,7.5,4,1.0,0.5,1.0,0.0,1200000,99,0.0,1,2,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,39,2,13,2.0,1,1,3.0,1200000.0,2.0,1200099,300024.75
1410110080101.0,2017,14,23,1,1,65.0,65,0.0,1.0,0,1,15.0,15,1.0,0.0,1.0,0.0,0,300000,0.0,1,3,1,1,1,1,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,1,0.0,14101,Valdivia,1,65,5,15,4.0,1,1,0.0,0.0,1.0,300000,300000.0
1410110080201.0,2017,14,17,2,2,76.5,78,0.0,1.0,0,1,8.0,8,1.0,0.0,0.0,0.0,0,0,0.0,1,3,1,1,1,1,7.0,7.0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,78,1,8,6.0,1,2,0.0,0.0,0.2857142857142857,0,0.0
1410110080301.0,2017,14,23,3,3,39.0,52,0.0,0.0,0,0,7.666666666666667,7,1.0,0.3333333333333333,0.6666666666666666,1.0,500000,250000,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,,14101,Valdivia,2,47,8,7,8.0,1,1,0.0,0.0,1.0,750000,250000.0
1410110080601.0,2017,14,26,6,6,24.666666666666668,55,0.3333333333333333,0.0,1,0,6.0,1,1.0,0.0,0.75,1.0,940000,0,0.0,1,2,1,1,1,1,7.0,7.0,0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,,14101,Valdivia,2,55,8,9,4.0,1,1,1.0,400000.0,0.8571428571428571,940000,156666.66666666666
1410110080701.0,2017,14,24,4,4,33.25,46,0.0,0.0,0,0,12.25,9,1.0,0.25,0.75,0.6666666666666666,1700000,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,1,0,0.0,14101,Valdivia,1,46,1,15,5.0,1,1,1.0,1400000.0,1.3333333333333333,1700000,425000.0
1410110080801.0,2017,14,13,1,1,51.0,51,0.0,0.0,0,0,9.0,9,1.0,0.0,1.0,0.0,0,1000000,0.0,1,3,1,1,1,1,10.0,10.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,51,8,9,3.0,1,1,0.0,0.0,0.1,1000000,1000000.0
1410110081001.0,2017,14,39,3,3,49.66666666666666,65,0.0,0.3333333333333333,0,1,13.333333333333334,9,1.0,0.0,0.6666666666666666,0.0,0,5000000,0.0,1,3,1,1,1,1,4.0,4.0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,1,0.0,14101,Valdivia,1,65,5,17,6.0,1,1,0.0,0.0,0.75,5000000,1666666.6666666667
