folio,año,region,expr,tam_hogar,n_personas,edad_prom,edad_max,prop_menores_15,prop_may_65,hay_menores_15,hay_adulto_mayor,edu_nivel_prom,edu_nivel_min,prop_alfabetos,prop_asiste_edu,prop_ocupados,prop_con_contrato,ingreso_sueldos,ingreso_indep,atendido_salud,tipo_vivienda,material_muros,estado_muros,fuente_agua,sist_excretas,tiene_electricid,n_dormitorios,dormitorios_hogar,d_asistencia_esc,d_rezago_esc,d_escolaridad,d_atencion_salud,d_ocupacion,d_seg_social,d_jubilaciones,d_hacinamiento,d_estado_viv,d_serv_basicos,d_contaminacion,d_accesibilidad,d_trato_igual,d_seguridad,pobreza_multi,cod_comuna,comuna,sexo_jefe,edad_jefe,ecivil_jefe,edu_nivel_jefe,edu_curso_jefe,alfabeto_jefe,ocupado_jefe,contrato_jefe,ingreso_jefe,hacinamiento_idx,ingreso_total_hogar,ingreso_percapita,idx_educacion,idx_vivienda,idx_composicion,idx_ingresos
1410110021801.0,2017,14,102,2,2,61.0,69,0.0,0.5,0,1,11.0,10,1.0,0.0,0.0,0.0,0,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,69,7,10,5.0,1,2,0.0,0.0,0.6666666666666666,0,0.0,0.5261640033371839,0.3542717086834734,0.34444444444444444,0.8487948064505133
1410110021901.0,2017,14,92,1,1,76.0,76,0.0,1.0,0,1,8.0,8,1.0,0.0,0.0,0.0,0,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,1,0.0,14101,Valdivia,1,76,7,8,6.0,1,2,0.0,0.0,0.3333333333333333,0,0.0,0.5598326594788859,0.34726890756302525,0.4,0.8487948064505133
1410110022001.0,2017,14,82,1,1,85.0,85,0.0,1.0,0,1,6.0,6,1.0,0.0,1.0,0.0,0,500000,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,1.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,85,6,6,3.0,1,1,0.0,0.0,0.3333333333333333,500000,500000.0,0.5903566615325375,0.34726890756302525,0.4,0.6629702143759214
1410110022101.0,2017,14,100,3,3,12.333333333333334,23,0.6666666666666666,0.0,1,0,8.0,2,1.0,0.6666666666666666,1.0,0.0,0,350000,0.0,1,3,1,2,1,2,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,23,8,13,3.0,1,1,0.0,0.0,1.5,350000,116666.66666666669,0.5027181470072306,0.3898342670401494,0.25555555555555554,0.675788299069006
1410110022201.0,2017,14,83,2,2,77.0,78,0.0,1.0,0,1,11.5,8,1.0,0.0,0.0,0.0,0,0,0.0,1,3,2,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,76,1,15,4.0,1,2,0.0,0.0,0.6666666666666666,0,0.0,0.5369216082659479,0.3542717086834734,0.4444444444444445,0.8487948064505133
1410110022401.0,2017,14,159,1,1,55.0,55,0.0,0.0,0,0,9.0,9,1.0,0.0,1.0,1.0,80000,0,1.0,1,4,3,3,8,3,1.0,1.0,0,0.0,0.0,0.0,0,1.0,0,0.0,1.0,1.0,0,0.0,0,0,1.0,14101,Valdivia,1,55,8,9,2.0,1,1,1.0,80000.0,1.0,80000,80000.0,0.5445706584520601,0.5848856209150327,0.0,0.5084558023633851
1410110030101.0,2017,14,42,2,2,45.5,65,0.0,0.5,0,1,12.0,10,1.0,0.5,0.0,0.0,0,0,0.5,1,3,2,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,1,0,0.0,14101,Valdivia,2,65,6,10,5.0,1,2,0.0,0.0,0.6666666666666666,0,0.0,0.43968601591580025,0.3542717086834734,0.34444444444444444,0.8487948064505133
1410110030201.0,2017,14,51,4,4,23.0,42,0.5,0.0,1,0,9.5,1,1.0,0.25,0.5,1.0,1000000,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,36,1,15,5.0,1,1,1.0,1000000.0,1.3333333333333333,1000000,250000.0,0.5744609164420486,0.36827731092436977,0.2583333333333333,0.5537106449271706
1410110030601.0,2017,14,40,2,2,67.5,81,0.0,0.5,0,1,15.0,15,1.0,0.0,0.5,0.0,0,150000,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,81,5,15,5.0,1,2,0.0,0.0,1.0,150000,75000.0,0.45299865229110514,0.3723856209150327,0.34444444444444444,0.7619868227675296
1410110030701.0,2017,14,47,3,3,19.0,30,0.3333333333333333,0.0,1,0,7.0,3,1.0,0.3333333333333333,0.5,1.0,350000,0,0.3333333333333333,1,3,2,2,1,2,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,30,2,9,4.0,1,1,1.0,350000.0,1.0,350000,116666.66666666669,0.5578044110726051,0.368218954248366,0.17222222222222222,0.5810146730455324
1410110030801.0,2017,14,44,2,2,50.5,52,0.0,0.0,0,0,11.0,9,1.0,0.0,0.0,0.0,0,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,52,1,13,3.0,1,2,0.0,0.0,0.6666666666666666,0,0.0,0.5314786291875241,0.3542717086834734,0.04444444444444444,0.8487948064505133
1410110030901.0,2017,14,43,4,4,25.25,56,0.25,0.0,1,0,7.0,1,1.0,0.0,0.6666666666666666,0.0,0,400000,0.25,2,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,56,6,9,4.0,1,1,0.0,0.0,1.3333333333333333,400000,100000.0,0.634193299961494,0.36827731092436977,0.1958333333333333,0.731448264103971
1410110031001.0,2017,14,30,1,1,74.0,74,0.0,1.0,0,1,6.0,6,1.0,0.0,1.0,0.0,0,200000,1.0,1,3,2,1,1,1,1.0,1.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,74,5,6,6.0,1,1,0.0,0.0,1.0,200000,200000.0,0.5903566615325375,0.38349673202614376,0.4,0.6744649696206766
1410110031101.0,2017,14,40,4,4,35.25,58,0.0,0.0,0,0,10.75,9,1.0,0.5,0.25,1.0,310000,0,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,58,1,9,4.0,1,1,1.0,310000.0,2.0,310000,77500.0,0.4557341804646387,0.3933940242763772,0.13333333333333333,0.6252998160346345
1410110031201.0,2017,14,37,2,2,54.0,57,0.0,0.0,0,0,7.0,7,1.0,0.0,0.5,0.0,0,300000,0.0,1,3,2,1,1,1,2.0,2.0,0,0.0,1.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,57,2,7,6.0,1,1,0.0,0.0,1.0,300000,150000.0,0.5750946605057118,0.3723856209150327,0.04444444444444444,0.7585121724178793
1410110031301.0,2017,14,59,4,4,36.75,47,0.0,0.0,0,0,11.75,9,1.0,0.25,0.75,0.6666666666666666,1220000,0,0.0,1,3,3,1,1,1,5.0,5.0,0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,47,1,13,3.0,1,1,1.0,450000.0,0.8,1220000,305000.0,0.48745347195481964,0.3348506069094304,0.13333333333333333,0.5794476003435624
1410110040101.0,2017,14,35,4,4,17.5,31,0.5,0.0,1,0,7.5,2,1.0,0.5,1.0,1.0,700000,0,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,31,2,9,4.0,1,1,1.0,400000.0,2.0,700000,175000.0,0.5388709729174689,0.3933940242763772,0.2583333333333333,0.49172030724621796
1410110040301.0,2017,14,59,1,1,34.0,34,0.0,0.0,0,0,14.0,14,1.0,0.0,1.0,1.0,650000,0,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,34,8,14,5.0,1,1,1.0,650000.0,0.5,650000,650000.0,0.46826065331793093,0.36188141923436046,0.0,0.4707826662838332
1410110040501.0,2017,14,36,4,4,25.75,40,0.25,0.0,1,0,8.5,7,1.0,0.5,0.6666666666666666,1.0,550000,250000,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,38,1,9,4.0,1,1,1.0,550000.0,1.3333333333333333,800000,200000.0,0.48364298549608525,0.36827731092436977,0.1958333333333333,0.5415503994364639
1410110040601.0,2017,14,27,5,5,29.6,72,0.4,0.2,1,1,7.8,7,1.0,0.6,0.0,0.0,0,0,0.0,2,3,2,1,1,1,2.0,2.0,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,37,7,9,4.0,1,2,0.0,0.0,2.5,0,0.0,0.46917757669105375,0.40389822595704955,0.5177777777777778,0.8487948064505133
1410110040702.0,2017,14,35,5,5,15.0,35,0.6,0.0,1,0,3.4,1,1.0,0.0,0.0,0.0,0,0,1.0,1,3,1,1,1,1,8.0,8.0,1,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,29,1,7,8.0,1,2,0.0,0.0,0.625,0,0.0,0.6489154152226929,0.2978408029878618,0.3277777777777778,0.8487948064505133
1410110040801.0,2017,14,34,5,5,23.6,41,0.4,0.0,1,0,8.0,1,1.0,0.4,0.6666666666666666,1.0,250000,200000,0.8,1,3,2,1,1,1,3.0,3.0,1,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,41,1,9,4.0,1,1,0.0,0.0,1.6666666666666667,450000,90000.0,0.5643819792067771,0.3752801120448179,0.2777777777777778,0.5646839867146937
1410110040901.0,2017,14,58,2,2,32.5,34,0.0,0.0,0,0,17.0,17,1.0,0.0,1.0,1.0,1200000,0,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,34,8,17,7.0,1,1,1.0,600000.0,1.0,1200000,600000.0,0.42247465023745345,0.3723856209150327,0.04444444444444444,0.46927963503575065
1410110041001.0,2017,14,35,4,4,35.75,53,0.0,0.0,0,0,11.5,9,1.0,0.5,0.25,1.0,350000,0,0.75,1,3,1,1,1,1,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,53,1,9,4.0,1,2,0.0,0.0,4.0,350000,87500.0,0.45337568989860094,0.4465219421101774,0.13333333333333333,0.6350054707861778
1410110041101.0,2017,14,19,1,1,63.0,63,0.0,0.0,0,0,7.0,7,1.0,0.0,1.0,0.0,0,150000,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,1.0,0.0,0,1.0,1,0.0,0.0,0.0,0,0.0,0,0,1.0,14101,Valdivia,2,63,5,7,5.0,1,1,0.0,0.0,0.5,150000,150000.0,0.5750946605057118,0.36188141923436046,0.0,0.6763807621614691
1410110041201.0,2017,14,27,3,3,45.0,54,0.0,0.0,0,0,7.666666666666667,7,1.0,0.0,0.6666666666666666,1.0,250000,200000,1.0,1,3,1,1,1,1,11.0,11.0,0,0.0,1.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,53,1,7,4.0,1,2,0.0,0.0,0.2727272727272727,450000,150000.0,0.5729982244470115,0.2571067821067821,0.08888888888888888,0.562865804896512
1410110041301.0,2017,14,26,2,2,60.5,61,0.0,0.0,0,0,7.0,7,1.0,0.0,1.0,1.0,950000,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,1.0,1,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,61,1,7,8.0,1,1,1.0,250000.0,0.6666666666666666,950000,475000.0,0.5750946605057118,0.3542717086834734,0.04444444444444444,0.4847927985835556
1410110041401.0,2017,14,28,3,3,47.333333333333336,59,0.0,0.0,0,0,11.0,9,1.0,0.0,1.0,1.0,750000,250000,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,59,1,9,4.0,1,1,1.0,500000.0,1.0,1000000,333333.3333333333,0.5382813502759595,0.3612745098039216,0.08888888888888888,0.48174074425675745
1410110041501.0,2017,14,22,2,2,77.0,82,0.0,1.0,0,1,6.0,6,1.0,0.0,0.0,0.0,0,0,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,82,1,6,1.0,1,2,0.0,0.0,1.0,0,0.0,0.5903566615325375,0.3723856209150327,0.4444444444444445,0.8487948064505133
