folio,año,region,expr,tam_hogar,n_personas,edad_prom,edad_max,prop_menores_15,prop_may_65,hay_menores_15,hay_adulto_mayor,edu_nivel_prom,edu_nivel_min,prop_alfabetos,prop_asiste_edu,prop_ocupados,prop_con_contrato,ingreso_sueldos,ingreso_indep,atendido_salud,tipo_vivienda,material_muros,estado_muros,fuente_agua,sist_excretas,tiene_electricid,n_dormitorios,dormitorios_hogar,d_asistencia_esc,d_rezago_esc,d_escolaridad,d_atencion_salud,d_ocupacion,d_seg_social,d_jubilaciones,d_hacinamiento,d_estado_viv,d_serv_basicos,d_contaminacion,d_accesibilidad,d_trato_igual,d_seguridad,pobreza_multi,cod_comuna,comuna,sexo_jefe,edad_jefe,ecivil_jefe,edu_nivel_jefe,edu_curso_jefe,alfabeto_jefe,ocupado_jefe,contrato_jefe,ingreso_jefe,hacinamiento_idx,ingreso_total_hogar,ingreso_percapita,idx_educacion,idx_vivienda,idx_composicion,idx_ingresos,cluster
1410110021001.0,2017,14,135,6,6,43.16666666666666,66,0.0,0.1666666666666666,0,1,13.833333333333334,9,1.0,0.1666666666666666,0.6666666666666666,1.0,1700198,0,0.1666666666666666,1,3,1,1,1,1,4.0,4.0,0,0.0,0.0,0.0,1,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,66,1,9,4.0,1,1,1.0,500000.0,1.5,1700198,283366.3333333333,0.6682603859153725,0.3091436574629852,0.3796296296296296,0.6286474428225215,2.0
1410110021101.0,2017,14,98,3,3,20.33333333333333,40,0.6666666666666666,0.0,1,0,9.0,7,1.0,0.6666666666666666,1.0,0.0,0,300000,0.0,1,3,2,2,1,1,5.0,5.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,40,6,13,3.0,1,1,0.0,0.0,0.6,300000,100000.0,0.6141568262525136,0.37865146058423366,0.3796296296296296,0.7556454929497732,4.0
1410110021102.0,2017,14,94,3,3,53.66666666666666,66,0.0,0.6666666666666666,0,1,10.666666666666666,9,1.0,0.0,0.6666666666666666,1.0,300000,400000,0.0,1,3,1,2,1,1,5.0,5.0,0,0.0,0.0,0.0,0,1.0,1,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,66,1,9,4.0,1,1,0.0,0.0,0.6,700000,233333.3333333333,0.7059962349719763,0.30722288915566226,0.35185185185185186,0.6625030104322907,2.0
1410110021401.0,2017,14,112,7,7,17.714285714285715,34,0.5714285714285714,0.0,1,0,21.428571428571427,7,1.0,0.7142857142857143,0.6666666666666666,1.0,310000,650000,0.7142857142857143,1,9,3,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,1.0,0,1.0,1.0,0.0,0,0.0,0,0,1.0,14101,Valdivia,1,29,2,14,2.0,1,1,0.0,0.0,3.5,960000,137142.85714285713,0.5654360800924143,0.6142056822729093,0.5079365079365078,0.661439157618438,3.0
1410110021501.0,2017,14,98,5,5,20.2,50,0.4,0.0,1,0,26.4,3,1.0,0.8,0.6666666666666666,1.0,0,0,0.6,1,3,2,1,1,1,4.0,4.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,50,5,99,99.0,1,2,0.0,0.0,1.25,0,0.0,0.4326257861635221,0.3760704281712685,0.39814814814814814,0.6782627715045517,1.0
1410110021701.0,2017,14,96,4,4,37.25,53,0.0,0.0,0,0,15.0,14,1.0,0.5,0.5,1.0,1700000,1200000,0.0,1,3,1,1,1,1,5.0,5.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,53,2,17,7.0,1,1,0.0,0.0,0.8,2900000,725000.0,0.5433472917468875,0.28701480592236894,0.1111111111111111,0.6364409474952277,1.0
1410110021801.0,2017,14,102,2,2,61.0,69,0.0,0.5,0,1,11.0,10,1.0,0.0,0.0,0.0,0,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,69,7,10,5.0,1,2,0.0,0.0,0.6666666666666666,0,0.0,0.6928306700038506,0.3036614645858343,0.28703703703703703,0.886596104837885,4.0
1410110021901.0,2017,14,92,1,1,76.0,76,0.0,1.0,0,1,8.0,8,1.0,0.0,0.0,0.0,0,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,1,0.0,14101,Valdivia,1,76,7,8,6.0,1,2,0.0,0.0,0.3333333333333333,0,0.0,0.7264993261455525,0.2976590636254502,0.3333333333333333,0.886596104837885,4.0
1410110022001.0,2017,14,82,1,1,85.0,85,0.0,1.0,0,1,6.0,6,1.0,0.0,1.0,0.0,0,500000,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,1.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,85,6,6,3.0,1,1,0.0,0.0,0.3333333333333333,500000,500000.0,0.7570233281992041,0.2976590636254502,0.3333333333333333,0.744102660781941,2.0
1410110022101.0,2017,14,100,3,3,12.333333333333334,23,0.6666666666666666,0.0,1,0,8.0,2,1.0,0.6666666666666666,1.0,0.0,0,350000,0.0,1,3,1,2,1,2,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,23,8,13,3.0,1,1,0.0,0.0,1.5,350000,116666.66666666669,0.6693848136738972,0.3341436574629852,0.3796296296296296,0.7546537243017545,2.0
1410110022201.0,2017,14,83,2,2,77.0,78,0.0,1.0,0,1,11.5,8,1.0,0.0,0.0,0.0,0,0,0.0,1,3,2,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,76,1,15,4.0,1,2,0.0,0.0,0.6666666666666666,0,0.0,0.7035882749326147,0.37509003601440577,0.3703703703703704,0.886596104837885,4.0
1410110022401.0,2017,14,159,1,1,55.0,55,0.0,0.0,0,0,9.0,9,1.0,0.0,1.0,1.0,80000,0,1.0,1,4,3,3,8,3,1.0,1.0,0,0.0,0.0,0.0,0,1.0,0,0.0,1.0,1.0,0,0.0,0,0,1.0,14101,Valdivia,1,55,8,9,2.0,1,1,1.0,80000.0,1.0,80000,80000.0,0.7112373251187267,0.644187675070028,0.0,0.6303418517725388,3.0
1410110030101.0,2017,14,42,2,2,45.5,65,0.0,0.5,0,1,12.0,10,1.0,0.5,0.0,0.0,0,0,0.5,1,3,2,1,1,1,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,1,0,0.0,14101,Valdivia,2,65,6,10,5.0,1,2,0.0,0.0,0.6666666666666666,0,0.0,0.6063526825824669,0.37509003601440577,0.28703703703703703,0.886596104837885,4.0
1410110030201.0,2017,14,51,4,4,23.0,42,0.5,0.0,1,0,9.5,1,1.0,0.25,0.5,1.0,1000000,0,0.0,1,3,1,1,1,1,3.0,3.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,36,1,15,5.0,1,1,1.0,1000000.0,1.3333333333333333,1000000,250000.0,0.7411275831087152,0.3156662665066027,0.3819444444444444,0.6527829836953779,2.0
1410110030601.0,2017,14,40,2,2,67.5,81,0.0,0.5,0,1,15.0,15,1.0,0.0,0.5,0.0,0,150000,0.0,1,3,1,1,1,1,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,2,81,5,15,5.0,1,2,0.0,0.0,1.0,150000,75000.0,0.6196653189577718,0.31918767507002804,0.28703703703703703,0.8205526170756472,4.0
1410110030701.0,2017,14,47,3,3,19.0,30,0.3333333333333333,0.0,1,0,7.0,3,1.0,0.3333333333333333,0.5,1.0,350000,0,0.3333333333333333,1,3,2,2,1,2,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,14101,Valdivia,1,30,2,9,4.0,1,1,1.0,350000.0,1.0,350000,116666.66666666669,0.7244710777392718,0.3870448179271708,0.3101851851851852,0.6813860047841493,2.0
