id,tipo,modalidad,comuna,precio,m2_utiles,ubicacion,dormitorios_estimados,personas_hogar,indice_hacinamiento,f_A,clasificacion,precio_m2
878,casa,venta,Valdivia,420000000.0,173.0,"Av. Los Robles 2, 5111431 Valdivia, Los Ríos, Chile, Isla Teja, Valdivia",8,2.9,0.36,1,Sin hacinamiento,2427745.6647398844
879,casa,venta,Valdivia,440000000.0,246.0,"Condominio Santa Emilia, Valdivia",12,2.9,0.24,1,Sin hacinamiento,1788617.8861788618
880,casa,venta,Valdivia,532000000.0,280.0,"Avenida Torobayo 2655, Valdivia, Los Ríos, Chile, Torobayo, Valdivia",14,2.9,0.21,1,Sin hacinamiento,1900000.0
881,casa,venta,Valdivia,720000000.0,250.0,"Condominio Silos De Torobayo - Pamplona 60, 5090000 Valdivia, Los Ríos, Chile, Torobayo, Valdivia",12,2.9,0.24,1,Sin hacinamiento,2880000.0
882,casa,venta,Valdivia,720000000.0,276.0,"San Sebastián 1 - 300, Valdivia, Los Ríos, Chile, Torobayo, Valdivia",13,2.9,0.22,1,Sin hacinamiento,2608695.652173913
883,casa,venta,Valdivia,100000000.0,98.0,"Errázuriz Con Perú, Campo Militar De Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,1020408.1632653062
884,casa,venta,Valdivia,134600000.0,99.0,"Victoria 1450, Valdivia, Las Animas, Valdivia",4,2.9,0.72,1,Sin hacinamiento,1359595.9595959596
885,casa,venta,Valdivia,195000000.0,105.0,"Dr. Marcelo Serra Soyer 775, 5.1117e+06 - 5.112e+06 Valdivia, Los Ríos, Chile, Sur De Valdivia, Valdivia",5,2.9,0.58,1,Sin hacinamiento,1857142.857142857
886,casa,venta,Valdivia,175000000.0,120.0,"A Guacamayo 100, Valdivia, Los Ríos, Chile, Sur De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,1458333.3333333333
887,casa,venta,Valdivia,250000000.0,1.0,"6QH3+6V Cabo Blanco, Valdivia, Chile, Valdivia",1,2.9,2.9,2,Hacinamiento medio,250000000.0
888,casa,venta,Valdivia,450000000.0,250.0,"Cam. A Paillao 69, Angachilla, Valdivia, Los Ríos, Chile, Valdivia",12,2.9,0.24,1,Sin hacinamiento,1800000.0
889,casa,venta,Valdivia,251920000.0,1.0,"El Arrayan, Cabo Blanco, Valdivia, Los Ríos, Chile, Valdivia",1,2.9,2.9,2,Hacinamiento medio,251920000.0
890,casa,venta,Valdivia,235000000.0,102.0,"Gastón Da Bove Olave, Valdivia, Sur De Valdivia, Valdivia",5,2.9,0.58,1,Sin hacinamiento,2303921.568627451
891,casa,venta,Valdivia,105000000.0,89.0,"Pje. Once 583, 5100726 Valdivia, Los Ríos, Chile, Sur De Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,1179775.2808988765
893,casa,venta,Valdivia,260000000.0,5.0,"6R6P+56 Valdivia, Chile, Valdivia",1,2.9,2.9,2,Hacinamiento medio,52000000.0
894,casa,venta,Valdivia,460000000.0,195.0,"Torobayo, Valdivia, Torobayo, Valdivia",9,2.9,0.32,1,Sin hacinamiento,2358974.358974359
895,casa,venta,Valdivia,260000000.0,200.0,"Luxemburgo 1800 - 2100, Valdivia, Sur De Valdivia, Valdivia",10,2.9,0.29,1,Sin hacinamiento,1300000.0
896,casa,venta,Valdivia,120000000.0,58.0,"Av. Ramón Picarte 3475, 5.0898e+06 - 5.0901e+06 Valdivia, Los Ríos, Chile, Sur De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,2068965.5172413792
897,casa,venta,Valdivia,135000000.0,70.0,"Río Copiapo  SN, Las Animas, Valdivia",3,2.9,0.97,1,Sin hacinamiento,1928571.4285714286
898,casa,venta,Valdivia,260000000.0,125.0,"Av. Simpson 300 - 600, Valdivia, Sur De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,2080000.0
899,casa,venta,Valdivia,250000000.0,6.0,"Pje. Cudico, Valdivia, Valdivia",1,2.9,2.9,2,Hacinamiento medio,41666666.666666664
900,casa,venta,Valdivia,49000000.0,70.0,"P564-Ruta T-350, Valdivia, Los Ríos, Chile, Niebla, Valdivia",3,2.9,0.97,1,Sin hacinamiento,700000.0
901,casa,venta,Valdivia,165000000.0,67.0,"C. Qatar, Valdivia, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,2462686.567164179
902,casa,venta,Valdivia,251000000.0,180.0,"COIGUE QUITACALZON - RUTA T, Valdivia, Chile, Valdivia",9,2.9,0.32,1,Sin hacinamiento,1394444.4444444445
903,casa,venta,Valdivia,120840000.0,120.0,"San Luis 3512, Valdivia, Chile, Sur De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,1007000.0
904,casa,venta,Valdivia,396000000.0,157.0,"Pintor Ricardo Anwandter 122, 5111192 Valdivia, Los Ríos, Chile, Isla Teja, Valdivia",7,2.9,0.41,1,Sin hacinamiento,2522292.993630573
905,casa,venta,Mariquina,280000000.0,304.0,"Garcia Reyes, Mariquina",15,3.1,0.21,1,Sin hacinamiento,921052.6315789474
906,casa,venta,Mariquina,185000000.0,139.0,"8WC3+FG Pufudi, Mariquina, Chile, Mariquina",6,3.1,0.52,1,Sin hacinamiento,1330935.251798561
907,casa,venta,Mariquina,290000000.0,320.0,"Fundo Santa Julia , 11, Mariquina",16,3.1,0.19,1,Sin hacinamiento,906250.0
908,casa,venta,Mariquina,202000000.0,153.0,"Pelchuquín, Mariquina, Mariquina",7,3.1,0.44,1,Sin hacinamiento,1320261.4379084967
909,casa,venta,Mariquina,96000000.0,261.0,"Juan Manqueante 227, San José De Mariquina, Valdivia, Mariquina",13,3.1,0.24,1,Sin hacinamiento,367816.091954023
910,casa,venta,Mariquina,252000000.0,254.0,Mariquina,12,3.1,0.26,1,Sin hacinamiento,992125.9842519684
911,casa,venta,Mariquina,420000000.0,246.0,"Ruta 202, Mariquina, Mariquina",12,3.1,0.26,1,Sin hacinamiento,1707317.0731707318
912,casa,venta,Mariquina,85000000.0,61.0,"PUFUDI, Mariquina",3,3.1,1.03,1,Sin hacinamiento,1393442.6229508198
913,casa,venta,Mariquina,260000000.0,127.0,"C2VC+FV Asque, Mariquina, Chile, Mariquina",6,3.1,0.52,1,Sin hacinamiento,2047244.094488189
914,casa,venta,Mariquina,110000000.0,100.0,"Mehuín, Mariquina, Mariquina",5,3.1,0.62,1,Sin hacinamiento,1100000.0
915,casa,venta,Mariquina,312000000.0,50.0,"9WWH+9J Paico, Mariquina, Chile, Mariquina",2,3.1,1.55,1,Sin hacinamiento,6240000.0
916,casa,venta,Mariquina,90000000.0,187.0,"Juan Manqueante 227, San José De Mariquina, Valdivia, Mariquina",9,3.1,0.34,1,Sin hacinamiento,481283.42245989305
917,casa,venta,Mariquina,185000000.0,139.0,"Pufudi, Mariquina",6,3.1,0.52,1,Sin hacinamiento,1330935.251798561
919,casa,venta,Mariquina,220000000.0,122.0,"C2R9+5H Asque, Mariquina, Chile, Mariquina",6,3.1,0.52,1,Sin hacinamiento,1803278.68852459
920,casa,venta,Mariquina,288000000.0,165.0,"GX4P+C7 Puringe Rico, Mariquina, Chile, Mariquina",8,3.1,0.39,1,Sin hacinamiento,1745454.5454545454
921,casa,venta,Lanco,120000000.0,167.0,"Porvenir 360, Lanco, Valdivia, Lanco",8,3.2,0.4,1,Sin hacinamiento,718562.874251497
922,casa,venta,Lanco,380000000.0,210.0,"Parcela De 6.110m2 Mas Casa De 140m2, Galpon De 100m2, Jardines De 500m2, Lanco",10,3.2,0.32,1,Sin hacinamiento,1809523.8095238095
923,casa,venta,Lanco,120000000.0,140.0,"URBANO CON 2 CASAS EN MALALHUE - LANCO, Lanco",7,3.2,0.46,1,Sin hacinamiento,857142.8571428572
924,casa,venta,Lanco,1360000000.0,840.0,"Chile, Lanco",42,3.2,0.08,1,Sin hacinamiento,1619047.619047619
925,casa,venta,Lanco,380000000.0,220.0,"Chile, Lanco",11,3.2,0.29,1,Sin hacinamiento,1727272.7272727273
926,casa,venta,Lanco,148000000.0,180.0,Lanco,9,3.2,0.36,1,Sin hacinamiento,822222.2222222222
927,casa,venta,Lanco,153840000.0,150.0,Lanco,7,3.2,0.46,1,Sin hacinamiento,1025600.0
928,casa,venta,Lanco,122000000.0,100.0,"RUTA 203, KM16, Lanco",5,3.2,0.64,1,Sin hacinamiento,1220000.0
929,casa,venta,Lanco,96000000.0,85.0,"Manuel Rodríguez 484, Malalhue, Lanco, Lanco",4,3.2,0.8,1,Sin hacinamiento,1129411.7647058824
930,casa,venta,Los Lagos,260000000.0,90.0,"Oportunidad, Los Lagos",4,3.2,0.8,1,Sin hacinamiento,2888888.888888889
931,casa,venta,Los Lagos,130000000.0,135.0,"Purey, Los Lagos",6,3.2,0.53,1,Sin hacinamiento,962962.9629629629
932,casa,venta,Los Lagos,153000000.0,164.0,Los Lagos,8,3.2,0.4,1,Sin hacinamiento,932926.8292682926
933,casa,venta,Los Lagos,125000000.0,138.0,"Los Guapes, Los Lagos, Los Lagos",6,3.2,0.53,1,Sin hacinamiento,905797.1014492754
934,casa,venta,Los Lagos,210560000.0,230.0,"Centro Los Lagos, Los Lagos",11,3.2,0.29,1,Sin hacinamiento,915478.2608695652
935,casa,venta,Los Lagos,60000000.0,80.0,"Lipingue, Los Lagos",4,3.2,0.8,1,Sin hacinamiento,750000.0
936,casa,venta,Los Lagos,276000000.0,340.0,"Caupolican 138, Los Lagos, Valdivia, Los Lagos",17,3.2,0.19,1,Sin hacinamiento,811764.7058823529
937,casa,venta,Los Lagos,230000000.0,240.0,"Camino Antilhue, Sector Arique, Los Lagos",12,3.2,0.27,1,Sin hacinamiento,958333.3333333334
938,casa,venta,Los Lagos,152000000.0,180.0,"Riñihue, Los Lagos, Los Lagos",9,3.2,0.36,1,Sin hacinamiento,844444.4444444445
939,casa,venta,Los Lagos,78000000.0,75.0,"Osorno, 1, Los Lagos",3,3.2,1.07,1,Sin hacinamiento,1040000.0
940,casa,venta,Los Lagos,118000000.0,126.0,"Antilhue, Los Lagos, Chile, Los Lagos",6,3.2,0.53,1,Sin hacinamiento,936507.9365079365
941,casa,venta,Los Lagos,165000000.0,128.0,"Camino A Futrono Por Los Lagos, Los Lagos",6,3.2,0.53,1,Sin hacinamiento,1289062.5
942,casa,venta,Los Lagos,75000000.0,64.0,"COMUNA DE LOS LAGOS, Los Lagos",3,3.2,1.07,1,Sin hacinamiento,1171875.0
943,casa,venta,Los Lagos,50000000.0,60.0,"Linea De Tren, Los Lagos",3,3.2,1.07,1,Sin hacinamiento,833333.3333333334
944,casa,venta,Los Lagos,167000000.0,200.0,"52XJ+RQ Antilhue, Los Lagos, Chile, Los Lagos",10,3.2,0.32,1,Sin hacinamiento,835000.0
945,casa,venta,Los Lagos,250000000.0,250.0,"Antilhue, Los Lagos, Chile, Los Lagos",12,3.2,0.27,1,Sin hacinamiento,1000000.0
946,casa,venta,Los Lagos,252000000.0,272.0,"45XV+VR Los Lagos, Chile, Los Lagos",13,3.2,0.25,1,Sin hacinamiento,926470.5882352941
947,casa,venta,Los Lagos,250000000.0,199.0,Los Lagos,9,3.2,0.36,1,Sin hacinamiento,1256281.407035176
948,casa,venta,Los Lagos,70000000.0,42.0,"Sector Tomén, Los Lagos",2,3.2,1.6,1,Sin hacinamiento,1666666.6666666667
949,casa,venta,Los Lagos,400000000.0,125.0,Los Lagos,6,3.2,0.53,1,Sin hacinamiento,3200000.0
950,casa,venta,Los Lagos,65000000.0,51.0,"Osorno, Los Lagos, Los Lagos",2,3.2,1.6,1,Sin hacinamiento,1274509.8039215687
951,casa,venta,Los Lagos,105000000.0,160.0,"Huidif, Los Lagos, Los Lagos",8,3.2,0.4,1,Sin hacinamiento,656250.0
952,casa,venta,Los Lagos,151400000.0,279.0,"Tarapacá 206, 5170015 Valdivia, Los Lagos, Los Ríos, Chile, Los Lagos",13,3.2,0.25,1,Sin hacinamiento,542652.329749104
953,casa,venta,Los Lagos,940000000.0,300.0,Los Lagos,15,3.2,0.21,1,Sin hacinamiento,3133333.3333333335
954,casa,venta,Los Lagos,100000000.0,104.0,"Los Lagos, Los Lagos",5,3.2,0.64,1,Sin hacinamiento,961538.4615384615
955,casa,venta,Los Lagos,74480000.0,54.0,Los Lagos,2,3.2,1.6,1,Sin hacinamiento,1379259.2592592593
956,casa,venta,Los Lagos,900000000.0,438.0,Los Lagos,21,3.2,0.15,1,Sin hacinamiento,2054794.5205479453
957,casa,venta,Los Lagos,260000000.0,220.0,"Región De Los Ríos. Feria Zomonewenche., Los Lagos",11,3.2,0.29,1,Sin hacinamiento,1181818.1818181819
958,casa,venta,Los Lagos,377960000.0,10.0,Los Lagos,1,3.2,3.2,2,Hacinamiento medio,37796000.0
959,casa,venta,Los Lagos,120000000.0,60.0,"FUNDO COLO - COLO, Los Lagos",3,3.2,1.07,1,Sin hacinamiento,2000000.0
960,casa,venta,Los Lagos,252000000.0,70.0,"Riñihue, Los Lagos",3,3.2,1.07,1,Sin hacinamiento,3600000.0
961,casa,venta,Los Lagos,784000000.0,388.0,Los Lagos,19,3.2,0.17,1,Sin hacinamiento,2020618.5567010308
962,casa,venta,Los Lagos,270000000.0,249.0,"Osorno, Los Lagos, Los Lagos",12,3.2,0.27,1,Sin hacinamiento,1084337.3493975904
963,casa,venta,Los Lagos,152000000.0,131.0,"45XR+99, Los Lagos, Los Lagos",6,3.2,0.53,1,Sin hacinamiento,1160305.3435114503
964,casa,venta,Los Lagos,146000000.0,200.0,"4859+GW Folilco, Los Lagos, Chile, Los Lagos",10,3.2,0.32,1,Sin hacinamiento,730000.0
965,casa,venta,Los Lagos,115000000.0,55.0,"Osorno, Los Lagos, Los Lagos",2,3.2,1.6,1,Sin hacinamiento,2090909.0909090908
966,casa,venta,Los Lagos,175000000.0,124.0,"Estero Cuni, Los Lagos",6,3.2,0.53,1,Sin hacinamiento,1411290.322580645
967,casa,venta,Los Lagos,250000000.0,200.0,"Sector Bellavista - Los Lagos, Los Lagos",10,3.2,0.32,1,Sin hacinamiento,1250000.0
968,casa,venta,Los Lagos,115000000.0,200.0,Los Lagos,10,3.2,0.32,1,Sin hacinamiento,575000.0
969,casa,venta,Máfil,180000000.0,109.0,"Chiguao, Máfil, Máfil",5,3.1,0.62,1,Sin hacinamiento,1651376.1467889908
970,casa,venta,Máfil,432000000.0,340.0,"Condominio Los Arrayanes, Máfil",17,3.1,0.18,1,Sin hacinamiento,1270588.2352941176
971,casa,venta,Máfil,200000000.0,144.0,"Sector Runca, Máfil",7,3.1,0.44,1,Sin hacinamiento,1388888.888888889
972,casa,venta,Máfil,76000000.0,85.0,"Runca, Máfil, Chile, Máfil",4,3.1,0.78,1,Sin hacinamiento,894117.6470588235
973,casa,venta,Corral,720000000.0,200.0,"Caleta Huiro Lote 4 CORRAL, Corral",10,3.0,0.3,1,Sin hacinamiento,3600000.0
974,casa,venta,Futrono,460000000.0,336.0,"RPFJ+C2 Llifén, Futrono, Chile, Lago Ranco, Futrono",16,3.2,0.2,1,Sin hacinamiento,1369047.619047619
975,casa,venta,Futrono,520000000.0,242.0,"Condominio En Lago Ranco Ribera Norte, Lago Ranco, Futrono",12,3.2,0.27,1,Sin hacinamiento,2148760.3305785125
976,casa,venta,Futrono,1200000000.0,487.0,"Condominio Mirador, Ranco, Lago Ranco, Futrono",24,3.2,0.13,1,Sin hacinamiento,2464065.7084188913
977,casa,venta,Futrono,800000000.0,247.0,"Condominio Cercano A Futrono, Futrono",12,3.2,0.27,1,Sin hacinamiento,3238866.396761134
979,casa,venta,Futrono,1280000000.0,490.0,"LLIFEN / LAGO RANCO, Lago Ranco, Futrono",24,3.2,0.13,1,Sin hacinamiento,2612244.897959184
980,casa,venta,Futrono,1000000000.0,435.0,"HOTEL BOUTIQUE / FUTRONO / RANCO, Localidad De Futrono, Futrono",21,3.2,0.15,1,Sin hacinamiento,2298850.574712644
981,casa,venta,Futrono,250000000.0,170.0,Futrono,8,3.2,0.4,1,Sin hacinamiento,1470588.2352941176
982,casa,venta,Futrono,996000000.0,450.0,"VH79+QJ Puerto Squella, Futrono, Chile, Lago Ranco, Futrono",22,3.2,0.15,1,Sin hacinamiento,2213333.3333333335
983,casa,venta,Futrono,195000000.0,220.0,"Futrono, Futrono",11,3.2,0.29,1,Sin hacinamiento,886363.6363636364
984,casa,venta,Futrono,420000000.0,286.0,"Llifén - Futrono - Los Ríos - Lago Ranco - SUBDIVISIBLE, Lago Ranco, Futrono",14,3.2,0.23,1,Sin hacinamiento,1468531.4685314684
985,casa,venta,Futrono,999600000.0,487.0,"VH99+WM Puerto Squella, Futrono, Chile, Lago Ranco, Futrono",24,3.2,0.13,1,Sin hacinamiento,2052566.7351129362
986,casa,venta,Futrono,880000000.0,270.0,"Futrono, Lago Ranco",13,3.2,0.25,1,Sin hacinamiento,3259259.2592592593
987,casa,venta,Futrono,1040000000.0,350.0,Futrono,17,3.2,0.19,1,Sin hacinamiento,2971428.5714285714
988,casa,venta,Futrono,2480000000.0,115.0,"Lago Ranco, Futrono",5,3.2,0.64,1,Sin hacinamiento,21565217.391304348
989,casa,venta,Futrono,65000000.0,138.0,"Llifen, Futrono, Chile, Lago Ranco, Futrono",6,3.2,0.53,1,Sin hacinamiento,471014.49275362317
990,casa,venta,Futrono,900000000.0,271.0,"RJWR+7Q Futrono, Chile, Lago Ranco, Futrono",13,3.2,0.25,1,Sin hacinamiento,3321033.2103321035
991,casa,venta,Futrono,996000000.0,440.0,Futrono,22,3.2,0.15,1,Sin hacinamiento,2263636.3636363638
992,casa,venta,Futrono,720000000.0,330.0,"Futrono, Los Ríos, 5180000, Chile, Lago Ranco, Futrono",16,3.2,0.2,1,Sin hacinamiento,2181818.1818181816
993,casa,venta,Futrono,980000000.0,418.0,"Chile, Localidad De Futrono, Futrono",20,3.2,0.16,1,Sin hacinamiento,2344497.6076555024
994,casa,venta,Futrono,184000000.0,98.0,"Localidad De Futrono, Futrono",4,3.2,0.8,1,Sin hacinamiento,1877551.0204081633
995,casa,venta,Futrono,520000000.0,243.0,"Localidad De Futrono, Futrono",12,3.2,0.27,1,Sin hacinamiento,2139917.695473251
996,casa,venta,Futrono,560000000.0,200.0,"Lago Ranco, Futrono",10,3.2,0.32,1,Sin hacinamiento,2800000.0
997,casa,venta,Futrono,400000000.0,350.0,Futrono,17,3.2,0.19,1,Sin hacinamiento,1142857.142857143
998,casa,venta,Futrono,1440000000.0,5.0,"Chile, Localidad De Futrono, Futrono",1,3.2,3.2,2,Hacinamiento medio,288000000.0
999,casa,venta,Futrono,280000000.0,135.0,"Localidad De Futrono, Futrono",6,3.2,0.53,1,Sin hacinamiento,2074074.0740740742
1000,casa,venta,Futrono,110000000.0,120.0,"Lago Ranco, Futrono",6,3.2,0.53,1,Sin hacinamiento,916666.6666666666
1001,casa,venta,Futrono,460000000.0,250.0,"Cun Cun, Localidad De Futrono, Futrono",12,3.2,0.27,1,Sin hacinamiento,1840000.0
1002,casa,venta,Futrono,130000000.0,85.0,"Lumaco, Localidad De Futrono, Futrono",4,3.2,0.8,1,Sin hacinamiento,1529411.7647058824
1003,casa,venta,Futrono,105000000.0,121.0,"Nva Uno, Futrono, Localidad De Futrono, Futrono",6,3.2,0.53,1,Sin hacinamiento,867768.5950413223
1004,casa,venta,Futrono,350000000.0,100.0,"Localidad De Futrono, Futrono",5,3.2,0.64,1,Sin hacinamiento,3500000.0
1005,casa,venta,Futrono,800000000.0,320.0,"Altos Del Lago Ranco, Futrono",16,3.2,0.2,1,Sin hacinamiento,2500000.0
1006,casa,venta,Futrono,540000000.0,243.0,"Condominio Golfo Azul, 1 - 300, Lago Ranco, Futrono",12,3.2,0.27,1,Sin hacinamiento,2222222.222222222
1007,casa,venta,Futrono,552000000.0,200.0,Futrono,10,3.2,0.32,1,Sin hacinamiento,2760000.0
1008,casa,venta,Futrono,180000000.0,171.0,"Chile, Futrono",8,3.2,0.4,1,Sin hacinamiento,1052631.5789473683
1009,casa,venta,Futrono,996000000.0,604.0,"Futrono, Lago Ranco",30,3.2,0.11,1,Sin hacinamiento,1649006.6225165562
1010,casa,venta,Futrono,460000000.0,200.0,"Localidad De Futrono, Futrono",10,3.2,0.32,1,Sin hacinamiento,2300000.0
1011,casa,venta,Futrono,556000000.0,236.0,"Bahia Coiquue, Localidad De Futrono, Futrono",11,3.2,0.29,1,Sin hacinamiento,2355932.2033898304
1012,casa,venta,Futrono,608000000.0,180.0,"Neltume, Futrono",9,3.2,0.36,1,Sin hacinamiento,3377777.777777778
1013,casa,venta,Futrono,440000000.0,186.0,Futrono,9,3.2,0.36,1,Sin hacinamiento,2365591.3978494625
1014,casa,venta,Futrono,1000000000.0,290.0,Futrono,14,3.2,0.23,1,Sin hacinamiento,3448275.8620689656
1015,casa,venta,Futrono,1112000000.0,580.0,"Futrono, Lago Ranco",29,3.2,0.11,1,Sin hacinamiento,1917241.3793103448
1016,casa,venta,Futrono,1600000000.0,500.0,"Futrono, Localidad De Futrono",25,3.2,0.13,1,Sin hacinamiento,3200000.0
1017,casa,venta,Futrono,720000000.0,260.0,"Futrono, Localidad De Futrono",13,3.2,0.25,1,Sin hacinamiento,2769230.769230769
1018,casa,venta,Futrono,1280000000.0,600.0,"Futrono, Lago Ranco",30,3.2,0.11,1,Sin hacinamiento,2133333.3333333335
1019,casa,venta,Futrono,500000000.0,199.0,"Futrono, Lago Ranco",9,3.2,0.36,1,Sin hacinamiento,2512562.814070352
1020,casa,venta,Futrono,544000000.0,382.0,Futrono,19,3.2,0.17,1,Sin hacinamiento,1424083.7696335078
1021,casa,venta,Futrono,440000000.0,140.0,"Chile, Localidad De Futrono, Futrono",7,3.2,0.46,1,Sin hacinamiento,3142857.1428571427
1022,casa,venta,Futrono,150000000.0,110.0,"EN VENTA DERECHOS DE PROPIEDAD CASA EN FUTRONO, Localidad De Futrono, Futrono",5,3.2,0.64,1,Sin hacinamiento,1363636.3636363635
1023,casa,venta,Futrono,668000000.0,350.0,"Futrono, Lago Ranco",17,3.2,0.19,1,Sin hacinamiento,1908571.4285714286
1024,casa,venta,Futrono,120000000.0,63.0,"Sector Los Castaños, Localidad De Futrono, Futrono",3,3.2,1.07,1,Sin hacinamiento,1904761.9047619049
1025,casa,venta,Futrono,680000000.0,340.0,Futrono,17,3.2,0.19,1,Sin hacinamiento,2000000.0
1026,casa,venta,Futrono,400000000.0,160.0,"Futrono, Localidad De Futrono",8,3.2,0.4,1,Sin hacinamiento,2500000.0
1027,casa,venta,Futrono,620000000.0,200.0,"Puerto De Rosas, Futrono",10,3.2,0.32,1,Sin hacinamiento,3100000.0
1028,casa,venta,Futrono,440000000.0,139.0,Futrono,6,3.2,0.53,1,Sin hacinamiento,3165467.6258992804
1030,casa,venta,Futrono,440000000.0,260.0,"Futrono Fundo Leona Ranco, Futrono",13,3.2,0.25,1,Sin hacinamiento,1692307.6923076923
1032,casa,venta,Futrono,520000000.0,242.0,"Futrono, Localidad De Futrono",12,3.2,0.27,1,Sin hacinamiento,2148760.3305785125
1033,casa,venta,Futrono,1520000000.0,520.0,Futrono,26,3.2,0.12,1,Sin hacinamiento,2923076.923076923
1034,casa,venta,Futrono,640000000.0,435.0,"Chile, Localidad De Futrono, Futrono",21,3.2,0.15,1,Sin hacinamiento,1471264.367816092
1036,casa,venta,Futrono,540000000.0,120.0,"Chile, Localidad De Futrono, Futrono",6,3.2,0.53,1,Sin hacinamiento,4500000.0
1037,casa,venta,Futrono,560000000.0,160.0,"Fundo Leona, Futrono, Futrono",8,3.2,0.4,1,Sin hacinamiento,3500000.0
1039,casa,venta,Futrono,175000000.0,120.0,"Juan Luis Sanfuentes 55, Futrono, Chile, Localidad De Futrono, Futrono",6,3.2,0.53,1,Sin hacinamiento,1458333.3333333333
1040,casa,venta,Futrono,280000000.0,185.0,Futrono,9,3.2,0.36,1,Sin hacinamiento,1513513.5135135136
1041,casa,venta,Futrono,820000000.0,310.0,"Marina Ranco, Futrono, Los Ríos, Lago Ranco, Futrono",15,3.2,0.21,1,Sin hacinamiento,2645161.290322581
1042,casa,venta,Futrono,712000000.0,410.0,Futrono,20,3.2,0.16,1,Sin hacinamiento,1736585.3658536586
1043,casa,venta,Futrono,554000000.0,200.0,"Neltume, Futrono",10,3.2,0.32,1,Sin hacinamiento,2770000.0
1044,casa,venta,Futrono,800000000.0,5.0,"Chile, Localidad De Futrono, Futrono",1,3.2,3.2,2,Hacinamiento medio,160000000.0
1045,casa,venta,Futrono,560000000.0,286.0,"Futrono, Lago Ranco",14,3.2,0.23,1,Sin hacinamiento,1958041.958041958
1046,casa,venta,Futrono,1680000000.0,415.0,"Llifén, Lago Ranco, Futrono",20,3.2,0.16,1,Sin hacinamiento,4048192.7710843375
1047,casa,venta,Futrono,700000000.0,350.0,"Futrono, Localidad De Futrono",17,3.2,0.19,1,Sin hacinamiento,2000000.0
1048,casa,venta,Futrono,872000000.0,300.0,"Futrono, Localidad De Futrono",15,3.2,0.21,1,Sin hacinamiento,2906666.6666666665
1049,casa,venta,Futrono,140000000.0,110.0,"Chile, Localidad De Futrono, Futrono",5,3.2,0.64,1,Sin hacinamiento,1272727.2727272727
1050,casa,venta,Futrono,178880000.0,160.0,"Futrono, Localidad De Futrono",8,3.2,0.4,1,Sin hacinamiento,1118000.0
1051,casa,venta,Futrono,70000000.0,48.0,"Villa Volcanes, Localidad De Futrono, Futrono",2,3.2,1.6,1,Sin hacinamiento,1458333.3333333333
1052,casa,venta,Futrono,500000000.0,199.0,Futrono,9,3.2,0.36,1,Sin hacinamiento,2512562.814070352
1053,casa,venta,Futrono,370000000.0,139.0,"Futrono, Localidad De Futrono",6,3.2,0.53,1,Sin hacinamiento,2661870.503597122
1054,casa,venta,Futrono,360000000.0,139.0,"Fundo El Mirador, Futrono, Futrono",6,3.2,0.53,1,Sin hacinamiento,2589928.0575539568
1055,casa,venta,Futrono,720000000.0,300.0,"Bahia Coique, Ranco, Futrono",15,3.2,0.21,1,Sin hacinamiento,2400000.0
1056,casa,venta,Futrono,440000000.0,139.0,Futrono,6,3.2,0.53,1,Sin hacinamiento,3165467.6258992804
1057,casa,venta,Futrono,360000000.0,100.0,"Los Nogales 243, Futrono, Los Ríos, Chile, Futrono",5,3.2,0.64,1,Sin hacinamiento,3600000.0
1058,casa,venta,Futrono,130000000.0,202.0,"Nva Uno 1200 - 1500, Futrono, Localidad De Futrono, Futrono",10,3.2,0.32,1,Sin hacinamiento,643564.3564356435
1059,casa,venta,Futrono,49600000.0,36.0,"QPXW+PH, Llifén, Futrono, Los Ríos, Chile, Lago Ranco, Futrono",1,3.2,3.2,2,Hacinamiento medio,1377777.7777777778
1060,casa,venta,Futrono,740000000.0,400.0,"Bahía Coique, Futrono, Lago Ranco, Futrono",20,3.2,0.16,1,Sin hacinamiento,1850000.0
1061,casa,venta,Futrono,560000000.0,243.0,"Futrono, Localidad De Futrono",12,3.2,0.27,1,Sin hacinamiento,2304526.7489711936
1062,casa,venta,Futrono,880000000.0,270.0,"Futrono, Localidad De Futrono",13,3.2,0.25,1,Sin hacinamiento,3259259.2592592593
1063,casa,venta,La Unión,115000000.0,78.0,"Villa Los Parques #520, La Unión",3,3.1,1.03,1,Sin hacinamiento,1474358.9743589743
1064,casa,venta,La Unión,372760000.0,200.0,"CAUPÓLICAN, La Unión",10,3.1,0.31,1,Sin hacinamiento,1863800.0
1065,casa,venta,La Unión,240000000.0,190.0,La Unión,9,3.1,0.34,1,Sin hacinamiento,1263157.894736842
1066,casa,venta,La Unión,266000000.0,200.0,"Sector Pampa Negrón, La Unión",10,3.1,0.31,1,Sin hacinamiento,1330000.0
1067,casa,venta,La Unión,388000000.0,342.0,"Riquelme 1004, La Unión, La Unión",17,3.1,0.18,1,Sin hacinamiento,1134502.923976608
