id,tipo,modalidad,comuna,precio,m2_utiles,ubicacion,dormitorios_estimados,personas_hogar,indice_hacinamiento,f_A,clasificacion,precio_m2
386,casa,venta,Valdivia,210000000.0,114.0,"BARRIO EL ESTANQUE, Sur De Valdivia, Valdivia",5,2.9,0.58,1,Sin hacinamiento,1842105.2631578948
387,casa,venta,Valdivia,175000000.0,120.0,"René Schneider 1 - 300, Sur De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,1458333.3333333333
388,casa,venta,Valdivia,518000000.0,238.0,"T-350, Torobayo, Valdivia",11,2.9,0.26,1,Sin hacinamiento,2176470.588235294
389,casa,venta,Valdivia,360000000.0,385.0,"VILLA LOS NOTROS, Torobayo, Valdivia",19,2.9,0.15,1,Sin hacinamiento,935064.935064935
390,casa,venta,Valdivia,372000000.0,262.0,"Pichihuape, Valdivia, Valdivia",13,2.9,0.22,1,Sin hacinamiento,1419847.3282442747
391,casa,venta,Valdivia,521920000.0,612.0,"Aníbal Pinto 1076, Valdivia, Centro De Valdivia, Valdivia",30,2.9,0.1,1,Sin hacinamiento,852810.4575163398
392,casa,venta,Valdivia,200000000.0,139.0,"Pasaje Tres, 3155, Sur De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,1438848.9208633094
393,casa,venta,Valdivia,150000000.0,63.0,"El Romance 1 - 300, Las Animas, Valdivia",3,2.9,0.97,1,Sin hacinamiento,2380952.380952381
395,casa,venta,Valdivia,300000000.0,5.0,"7WQV+VP Catripulli, Valdivia, Chile, Valdivia",1,2.9,2.9,2,Hacinamiento medio,60000000.0
396,casa,venta,Valdivia,131000000.0,62.0,"MAHUIZA, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,2112903.2258064514
397,casa,venta,Valdivia,424000000.0,253.0,"Paillao, Valdivia",12,2.9,0.24,1,Sin hacinamiento,1675889.3280632412
398,casa,venta,Valdivia,1320000000.0,240.0,"General Lagos, Centro De Valdivia, Valdivia",12,2.9,0.24,1,Sin hacinamiento,5500000.0
399,casa,venta,Valdivia,190000000.0,174.0,"Coronel Santiago Bueras 1 - 300, Sur De Valdivia, Valdivia",8,2.9,0.36,1,Sin hacinamiento,1091954.0229885057
400,casa,venta,Valdivia,356000000.0,120.0,"Los Silos 1 - 300, Torobayo, Valdivia",6,2.9,0.48,1,Sin hacinamiento,2966666.6666666665
401,casa,venta,Valdivia,480000000.0,146.0,"Isla Teja, Valdivia",7,2.9,0.41,1,Sin hacinamiento,3287671.2328767125
402,casa,venta,Valdivia,150800000.0,64.0,"EL ROMANCE, Las Animas, Valdivia",3,2.9,0.97,1,Sin hacinamiento,2356250.0
403,casa,venta,Valdivia,290000000.0,210.0,"Av. Simpson, Valdivia, Sur De Valdivia, Valdivia",10,2.9,0.29,1,Sin hacinamiento,1380952.380952381
405,casa,venta,Valdivia,480000000.0,175.0,"Isla Teja, Isla Teja, Valdivia",8,2.9,0.36,1,Sin hacinamiento,2742857.1428571427
406,casa,venta,Valdivia,960000000.0,600.0,Valdivia,30,2.9,0.1,1,Sin hacinamiento,1600000.0
407,casa,venta,Valdivia,260000000.0,120.0,"Cabo Blanco, Valdivia",6,2.9,0.48,1,Sin hacinamiento,2166666.6666666665
408,casa,venta,Valdivia,135000000.0,111.0,"Avenida Circunvalación Sur 1 - 300, Sur De Valdivia, Valdivia",5,2.9,0.58,1,Sin hacinamiento,1216216.2162162163
409,casa,venta,Valdivia,309320000.0,118.0,"Valdivia, Centro De Valdivia",5,2.9,0.58,1,Sin hacinamiento,2621355.9322033897
410,casa,venta,Valdivia,518000000.0,238.0,"Niebla, Valdivia",11,2.9,0.26,1,Sin hacinamiento,2176470.588235294
411,casa,venta,Valdivia,476000000.0,215.0,"Condominio El Bayo 1 - 300, Torobayo, Valdivia",10,2.9,0.29,1,Sin hacinamiento,2213953.488372093
412,casa,venta,Valdivia,1600000000.0,600.0,"Av. Torobayo, Valdivia, Torobayo, Valdivia",30,2.9,0.1,1,Sin hacinamiento,2666666.6666666665
413,casa,venta,Valdivia,230000000.0,65.0,"Niebla, Niebla, Valdivia",3,2.9,0.97,1,Sin hacinamiento,3538461.5384615385
414,casa,venta,Valdivia,1280000000.0,630.0,"Barrio Residencial, Isla Teja, Valdivia",31,2.9,0.09,1,Sin hacinamiento,2031746.0317460317
415,casa,venta,Valdivia,150000000.0,80.0,"Avenida Circunvalación Nueva Región 1 - 300, Sur De Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,1875000.0
416,casa,venta,Valdivia,160000000.0,62.0,"VILA PARQUE LOS TORREONES 5, Valdivia",3,2.9,0.97,1,Sin hacinamiento,2580645.1612903224
417,casa,venta,Valdivia,285000000.0,300.0,"VILLA LOS ENCINOS, Valdivia",15,2.9,0.19,1,Sin hacinamiento,950000.0
418,casa,venta,Valdivia,230000000.0,190.0,"Av. Italia, Sur De Valdivia, Valdivia",9,2.9,0.32,1,Sin hacinamiento,1210526.3157894737
419,casa,venta,Valdivia,220000000.0,100.0,"Sector Cayumapu, Valdivia",5,2.9,0.58,1,Sin hacinamiento,2200000.0
421,casa,venta,Valdivia,265000000.0,140.0,"T-351 - 300 2, Valdivia",7,2.9,0.41,1,Sin hacinamiento,1892857.142857143
422,casa,venta,Valdivia,265000000.0,216.0,"Calle Nueva 1 - 300, Sur De Valdivia, Valdivia",10,2.9,0.29,1,Sin hacinamiento,1226851.851851852
423,casa,venta,Valdivia,578000000.0,307.0,"Sector Centro, Centro De Valdivia, Valdivia",15,2.9,0.19,1,Sin hacinamiento,1882736.1563517915
424,casa,venta,Valdivia,446000000.0,110.0,"VILLA EUROPA, Sur De Valdivia, Valdivia",5,2.9,0.58,1,Sin hacinamiento,4054545.4545454546
425,casa,venta,Valdivia,496000000.0,190.0,"Condominio El Bayo 1 - 300, Torobayo, Valdivia",9,2.9,0.32,1,Sin hacinamiento,2610526.3157894737
426,casa,venta,Valdivia,239000000.0,130.0,"Carlos Krahmer Richter 1 - 300, Sur De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,1838461.5384615385
427,casa,venta,Valdivia,456000000.0,262.0,"Rudloff 1 - 300, Sur De Valdivia, Valdivia",13,2.9,0.22,1,Sin hacinamiento,1740458.0152671756
428,casa,venta,Valdivia,640000000.0,500.0,"Sector Las Mulatas, Sur De Valdivia, Valdivia",25,2.9,0.12,1,Sin hacinamiento,1280000.0
429,casa,venta,Valdivia,124000000.0,106.0,"MAHUIZA IV, Sur De Valdivia, Valdivia",5,2.9,0.58,1,Sin hacinamiento,1169811.3207547169
430,casa,venta,Valdivia,550000000.0,360.0,"Picarte, Valdivia",18,2.9,0.16,1,Sin hacinamiento,1527777.7777777778
431,casa,venta,Valdivia,140000000.0,140.0,"Valdivia, Chile, Centro De Valdivia, Valdivia",7,2.9,0.41,1,Sin hacinamiento,1000000.0
432,casa,venta,Valdivia,360000000.0,389.0,"Valdivia, Chile, Torobayo, Valdivia",19,2.9,0.15,1,Sin hacinamiento,925449.8714652957
433,casa,venta,Valdivia,446000000.0,100.0,"Sector Regional, Sur De Valdivia, Valdivia",5,2.9,0.58,1,Sin hacinamiento,4460000.0
435,casa,venta,Valdivia,145000000.0,75.0,"Las Chinchillas 1 - 300, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,1933333.3333333333
437,casa,venta,Valdivia,340000000.0,150.0,"Alvaro Covarrubias 1 - 300, Centro De Valdivia, Valdivia",7,2.9,0.41,1,Sin hacinamiento,2266666.6666666665
438,casa,venta,Valdivia,600000000.0,190.0,"Sector Regional, Campo Militar De Valdivia, Valdivia",9,2.9,0.32,1,Sin hacinamiento,3157894.736842105
439,casa,venta,Valdivia,135000000.0,90.0,"Avenida Pedro Castelblanco 1 - 300, Sur De Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,1500000.0
440,casa,venta,Valdivia,152000000.0,115.0,"Topacio 181, Las Animas, Valdivia",5,2.9,0.58,1,Sin hacinamiento,1321739.1304347827
441,casa,venta,Valdivia,124000000.0,106.0,"Pasaje Las Güiñas 1 - 300, Sur De Valdivia, Valdivia",5,2.9,0.58,1,Sin hacinamiento,1169811.3207547169
442,casa,venta,Valdivia,180000000.0,78.0,"Intendente Luis Damann Asenjo 1 - 300, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,2307692.3076923075
443,casa,venta,Valdivia,340000000.0,150.0,"Álvaro Cobarrubias 1 - 300, Centro De Valdivia, Valdivia",7,2.9,0.41,1,Sin hacinamiento,2266666.6666666665
444,casa,venta,Valdivia,720000000.0,533.0,"Valdivia, Centro De Valdivia",26,2.9,0.11,1,Sin hacinamiento,1350844.277673546
445,casa,venta,Valdivia,359920000.0,140.0,"Los Arrayanes 300, Valdivia, Isla Teja, Valdivia",7,2.9,0.41,1,Sin hacinamiento,2570857.1428571427
446,casa,venta,Valdivia,150000000.0,160.0,"Villa Los Ediles, Sur De Valdivia, Valdivia",8,2.9,0.36,1,Sin hacinamiento,937500.0
447,casa,venta,Valdivia,257000000.0,140.0,"Av. Italia 1 - 300, Sur De Valdivia, Valdivia",7,2.9,0.41,1,Sin hacinamiento,1835714.2857142857
448,casa,venta,Valdivia,120000000.0,120.0,"Errázuriz 1 - 300, Sur De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,1000000.0
449,casa,venta,Valdivia,1600000000.0,497.0,"Isla Teja, Valdivia",24,2.9,0.12,1,Sin hacinamiento,3219315.8953722334
450,casa,venta,Valdivia,316000000.0,145.0,"Cayumapu, Valdivia",7,2.9,0.41,1,Sin hacinamiento,2179310.3448275863
451,casa,venta,Valdivia,454000000.0,400.0,"Sector Las Mulatas, Sur De Valdivia, Valdivia",20,2.9,0.14,1,Sin hacinamiento,1135000.0
452,casa,venta,Valdivia,600000000.0,496.0,"Sector Centro, Centro De Valdivia, Valdivia",24,2.9,0.12,1,Sin hacinamiento,1209677.4193548388
453,casa,venta,Valdivia,300000000.0,341.0,Valdivia,17,2.9,0.17,1,Sin hacinamiento,879765.3958944281
454,casa,venta,Valdivia,380000000.0,160.0,"Las Araucarias, 800, Isla Teja, Valdivia",8,2.9,0.36,1,Sin hacinamiento,2375000.0
455,casa,venta,Valdivia,472000000.0,98.0,"Valdivia, Centro De Valdivia",4,2.9,0.72,1,Sin hacinamiento,4816326.530612245
456,casa,venta,Valdivia,140000000.0,49.0,"Intendente Narciso Carvallo 4368, Valdivia, Chile, Sur De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,2857142.8571428573
457,casa,venta,Valdivia,287800000.0,222.0,"Valdivia, Centro De Valdivia",11,2.9,0.26,1,Sin hacinamiento,1296396.3963963964
458,casa,venta,Valdivia,317080000.0,108.0,"Las Animas, Valdivia",5,2.9,0.58,1,Sin hacinamiento,2935925.925925926
459,casa,venta,Valdivia,384000000.0,140.0,"Isla Teja, Isla Teja, Valdivia",7,2.9,0.41,1,Sin hacinamiento,2742857.1428571427
460,casa,venta,Valdivia,250000000.0,342.0,"Casablanca, Valdivia, Chile, Valdivia",17,2.9,0.17,1,Sin hacinamiento,730994.1520467836
461,casa,venta,Valdivia,180000000.0,130.0,"Santiago Dervis Ojeda 1 - 300, Sur De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,1384615.3846153845
462,casa,venta,Valdivia,288000000.0,405.0,"Austria 1800 - 2100, Valdivia, Sur De Valdivia, Valdivia",20,2.9,0.14,1,Sin hacinamiento,711111.1111111111
463,casa,venta,Valdivia,242400000.0,160.0,Valdivia,8,2.9,0.36,1,Sin hacinamiento,1515000.0
464,casa,venta,Valdivia,281760000.0,169.0,Valdivia,8,2.9,0.36,1,Sin hacinamiento,1667218.9349112427
465,casa,venta,Valdivia,120000000.0,44.0,"Pasaje Tunez, 1 - 300, Sur De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,2727272.727272727
466,casa,venta,Valdivia,400000000.0,200.0,"Valdivia, Torobayo",10,2.9,0.29,1,Sin hacinamiento,2000000.0
467,casa,venta,Valdivia,376000000.0,160.0,"Isla Teja, Valdivia",8,2.9,0.36,1,Sin hacinamiento,2350000.0
468,casa,venta,Valdivia,400000000.0,200.0,"Isla Teja, Valdivia",10,2.9,0.29,1,Sin hacinamiento,2000000.0
469,casa,venta,Valdivia,226920000.0,140.0,"Valdivia, Sur De Valdivia",7,2.9,0.41,1,Sin hacinamiento,1620857.142857143
470,casa,venta,Valdivia,359920000.0,140.0,"Los Arrayanes 330, Valdivia, Isla Teja, Valdivia",7,2.9,0.41,1,Sin hacinamiento,2570857.1428571427
471,casa,venta,Valdivia,600000000.0,105.0,"Valdivia, Centro De Valdivia",5,2.9,0.58,1,Sin hacinamiento,5714285.714285715
472,casa,venta,Valdivia,150000000.0,100.0,"Volcán Sollipulli  2000, Sur De Valdivia, Valdivia",5,2.9,0.58,1,Sin hacinamiento,1500000.0
473,casa,venta,Valdivia,150000000.0,178.0,"Francisco Herrera Sotomayor, Niebla, Valdivia, Chile, Niebla, Valdivia",8,2.9,0.36,1,Sin hacinamiento,842696.6292134832
474,casa,venta,Valdivia,70000000.0,100.0,"Sta. Laura 728, Valdivia, Sur De Valdivia, Valdivia",5,2.9,0.58,1,Sin hacinamiento,700000.0
475,casa,venta,Valdivia,1600000000.0,482.0,"Isla Teja, Isla Teja, Valdivia",24,2.9,0.12,1,Sin hacinamiento,3319502.074688797
476,casa,venta,Valdivia,250000000.0,304.0,"Coronel Santiago Bueras 272, Valdivia, Campo Militar De Valdivia, Valdivia",15,2.9,0.19,1,Sin hacinamiento,822368.4210526316
477,casa,venta,Valdivia,230000000.0,126.0,"CASA EN VENTA DE 3 DORM. SECTOR TORNAGALEONES VALDIVIA, Sur De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,1825396.8253968253
479,casa,venta,Valdivia,170000000.0,83.0,"Torobayo, Valdivia",4,2.9,0.72,1,Sin hacinamiento,2048192.7710843373
480,casa,venta,Valdivia,131000000.0,70.0,"Maria Graham 1, Valdivia, Chile, Valdivia",3,2.9,0.97,1,Sin hacinamiento,1871428.5714285714
481,casa,venta,Valdivia,220000000.0,240.0,"Isla Guacamayo 1 - 300, Sur De Valdivia, Valdivia",12,2.9,0.24,1,Sin hacinamiento,916666.6666666666
482,casa,venta,Valdivia,720000000.0,187.0,"Isla Teja, Valdivia",9,2.9,0.32,1,Sin hacinamiento,3850267.3796791444
483,casa,venta,Valdivia,210800000.0,115.0,"Valdivia, Sur De Valdivia",5,2.9,0.58,1,Sin hacinamiento,1833043.4782608696
484,casa,venta,Valdivia,452000000.0,220.0,"Torobayo, Valdivia",11,2.9,0.26,1,Sin hacinamiento,2054545.4545454546
485,casa,venta,Valdivia,489760000.0,168.0,Valdivia,8,2.9,0.36,1,Sin hacinamiento,2915238.095238095
486,casa,venta,Valdivia,319600000.0,147.0,"Condominio El Bayo, Valdivia, Torobayo, Valdivia",7,2.9,0.41,1,Sin hacinamiento,2174149.6598639456
487,casa,venta,Valdivia,286000000.0,286.0,"Valdivia, Campo Militar De Valdivia",14,2.9,0.21,1,Sin hacinamiento,1000000.0
488,casa,venta,Valdivia,128000000.0,66.0,"CASA EN VENTA DE 2 DORM. EN VALDIVIA, Las Animas, Valdivia",3,2.9,0.97,1,Sin hacinamiento,1939393.9393939395
489,casa,venta,Valdivia,400000000.0,140.0,"Valdivia, Torobayo",7,2.9,0.41,1,Sin hacinamiento,2857142.8571428573
490,casa,venta,Valdivia,356000000.0,105.0,"Valdivia, Torobayo",5,2.9,0.58,1,Sin hacinamiento,3390476.1904761903
491,casa,venta,Valdivia,432000000.0,140.0,"Lemoniz, 09, Torobayo, Valdivia",7,2.9,0.41,1,Sin hacinamiento,3085714.285714286
492,casa,venta,Valdivia,480000000.0,160.0,"Avenida Torobayo 584, 5111176 Valdivia, Los Ríos, Chile, Torobayo, Valdivia",8,2.9,0.36,1,Sin hacinamiento,3000000.0
493,casa,venta,Valdivia,364000000.0,139.0,"Valdivia, Isla Teja",6,2.9,0.48,1,Sin hacinamiento,2618705.035971223
494,casa,venta,Valdivia,240000000.0,115.0,"Altos De Punucapa, Valdivia",5,2.9,0.58,1,Sin hacinamiento,2086956.5217391304
495,casa,venta,Valdivia,240000000.0,115.0,"5PW4+X4 Valdivia, Chile, Valdivia",5,2.9,0.58,1,Sin hacinamiento,2086956.5217391304
497,casa,venta,Valdivia,95000000.0,131.0,"Andres Bello 1 - 300, Sur De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,725190.8396946564
498,casa,venta,Valdivia,150000000.0,54.0,"Isla Guacamayo, Valdivia, Sur De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,2777777.777777778
499,casa,venta,Valdivia,220000000.0,126.0,"Campo Militar De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,1746031.746031746
500,casa,venta,Valdivia,480000000.0,120.0,"Las Arauacarias N°285 , Isla Teja, Isla Teja, Valdivia",6,2.9,0.48,1,Sin hacinamiento,4000000.0
501,casa,venta,Valdivia,540000000.0,160.0,"Silos De Torobayo 1 - 300, Torobayo, Valdivia",8,2.9,0.36,1,Sin hacinamiento,3375000.0
502,casa,venta,Valdivia,90000000.0,86.0,"SE VENDE PROPIEDAD, Sur De Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,1046511.6279069767
503,casa,venta,Valdivia,148000000.0,80.0,"VILLA MAHUIZA, Sur De Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,1850000.0
504,casa,venta,Valdivia,77000000.0,62.0,"San Pedro 1 - 300, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,1241935.4838709678
505,casa,venta,Valdivia,228000000.0,165.0,"BOSQUE SUR, Sur De Valdivia, Valdivia",8,2.9,0.36,1,Sin hacinamiento,1381818.1818181819
506,casa,venta,Valdivia,632000000.0,450.0,"Isla Teja, Isla Teja, Valdivia",22,2.9,0.13,1,Sin hacinamiento,1404444.4444444445
507,casa,venta,Valdivia,93000000.0,66.0,"Hevia, Valdivia, Campo Militar De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,1409090.9090909092
508,casa,venta,Valdivia,75000000.0,48.0,"Raúl Carabantes 3000 - 3300, Valdivia, Sur De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,1562500.0
509,casa,venta,Valdivia,220000000.0,125.0,"Aníbal Pinto 1 - 300, Campo Militar De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,1760000.0
510,casa,venta,Valdivia,180000000.0,152.0,"Francisco Encina, Valdivia, Sur De Valdivia, Valdivia",7,2.9,0.41,1,Sin hacinamiento,1184210.5263157894
511,casa,venta,Valdivia,359920000.0,140.0,"Isla Teja, Valdivia",7,2.9,0.41,1,Sin hacinamiento,2570857.1428571427
512,casa,venta,Valdivia,195000000.0,83.0,"El Bosque, Sur De Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,2349397.5903614457
513,casa,venta,Valdivia,190000000.0,120.0,"Valdivia, Chile, Campo Militar De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,1583333.3333333333
514,casa,venta,Valdivia,516000000.0,250.0,Valdivia,12,2.9,0.24,1,Sin hacinamiento,2064000.0
515,casa,venta,Valdivia,150000000.0,79.0,"Villa Cau Cau, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,1898734.17721519
516,casa,venta,Valdivia,250000000.0,140.0,"Austria 1 - 300, Sur De Valdivia, Valdivia",7,2.9,0.41,1,Sin hacinamiento,1785714.2857142857
517,casa,venta,Valdivia,600000000.0,425.0,"Valdivia, Las Animas",21,2.9,0.14,1,Sin hacinamiento,1411764.705882353
518,casa,venta,Valdivia,119600000.0,140.0,"Pedro Montt N°1786, Campo Militar De Valdivia, Valdivia",7,2.9,0.41,1,Sin hacinamiento,854285.7142857143
519,casa,venta,Valdivia,396000000.0,157.0,"Los Helechos 635, 5110177 Valdivia, Los Ríos, Chile, Isla Teja, Valdivia",7,2.9,0.41,1,Sin hacinamiento,2522292.993630573
520,casa,venta,Valdivia,230000000.0,180.0,"COCHRANE 171, Centro De Valdivia, Valdivia",9,2.9,0.32,1,Sin hacinamiento,1277777.7777777778
521,casa,venta,Valdivia,250000000.0,210.0,"Centro De Valdivia, Centro De Valdivia, Valdivia",10,2.9,0.29,1,Sin hacinamiento,1190476.1904761905
522,casa,venta,Valdivia,400000000.0,300.0,"Sector Costanera, Centro De Valdivia, Valdivia",15,2.9,0.19,1,Sin hacinamiento,1333333.3333333333
523,casa,venta,Valdivia,130000000.0,70.0,"Barrio Alto Mahuiza, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,1857142.857142857
524,casa,venta,Valdivia,95000000.0,41.0,"Pje. Dos 1334, 5090057 Valdivia, Los Ríos, Chile, Campo Militar De Valdivia, Valdivia",2,2.9,1.45,1,Sin hacinamiento,2317073.1707317075
525,casa,venta,Valdivia,364000000.0,100.0,"Las Araucarias #335, Isla Teja., Isla Teja, Valdivia",5,2.9,0.58,1,Sin hacinamiento,3640000.0
526,casa,venta,Valdivia,295000000.0,160.0,"VILLA EUROPA, Sur De Valdivia, Valdivia",8,2.9,0.36,1,Sin hacinamiento,1843750.0
527,casa,venta,Valdivia,420000000.0,178.0,"Valdivia, Isla Teja",8,2.9,0.36,1,Sin hacinamiento,2359550.561797753
528,casa,venta,Valdivia,110000000.0,60.0,"Ruta 206, Valdivia, Chile, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,1833333.3333333333
529,casa,venta,Valdivia,800000000.0,264.0,"Isla Teja, Valdivia",13,2.9,0.22,1,Sin hacinamiento,3030303.0303030303
530,casa,venta,Valdivia,700000000.0,360.0,"Isla Teja, Isla Teja, Valdivia",18,2.9,0.16,1,Sin hacinamiento,1944444.4444444445
531,casa,venta,Valdivia,456000000.0,215.0,"Valdivia, Campo Militar De Valdivia",10,2.9,0.29,1,Sin hacinamiento,2120930.2325581396
532,casa,venta,Valdivia,161000000.0,66.0,Valdivia,3,2.9,0.97,1,Sin hacinamiento,2439393.9393939395
533,casa,venta,Valdivia,133000000.0,114.0,"Seis Pte. 387, Valdivia, Sur De Valdivia, Valdivia",5,2.9,0.58,1,Sin hacinamiento,1166666.6666666667
534,casa,venta,Valdivia,140000000.0,131.0,"Pasaje Oman 650, Valdivia, Chile, Sur De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,1068702.290076336
535,casa,venta,Valdivia,370000000.0,140.0,"Valdivia, Isla Teja",7,2.9,0.41,1,Sin hacinamiento,2642857.1428571427
536,casa,venta,Valdivia,188000000.0,139.0,"MARIQUINA, Valdivia",6,2.9,0.48,1,Sin hacinamiento,1352517.9856115107
537,casa,venta,Valdivia,148000000.0,135.0,"Pasaje Elena 4 1 - 300, Sur De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,1096296.2962962964
538,casa,venta,Valdivia,136000000.0,70.0,"Aníbal Pinto 913, 5110731 Valdivia, Los Ríos, Chile, Centro De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,1942857.142857143
539,casa,venta,Valdivia,248000000.0,225.0,Valdivia,11,2.9,0.26,1,Sin hacinamiento,1102222.2222222222
540,casa,venta,Valdivia,288000000.0,103.0,"Los Silos 151, Valdivia, Chile, Torobayo, Valdivia",5,2.9,0.58,1,Sin hacinamiento,2796116.504854369
541,casa,venta,Valdivia,301480000.0,123.0,"Avenida Los Robles 700, Valdivia, Chile, Isla Teja, Valdivia",6,2.9,0.48,1,Sin hacinamiento,2451056.9105691058
542,casa,venta,Valdivia,150000000.0,68.0,"Altos Del Calle Calle, Valdivia",3,2.9,0.97,1,Sin hacinamiento,2205882.3529411764
543,casa,venta,Valdivia,399200000.0,275.0,"Arica 1 - 300, Valdivia",13,2.9,0.22,1,Sin hacinamiento,1451636.3636363635
544,casa,venta,Valdivia,149000000.0,95.0,"Panitao 370, Valdivia, Sur De Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,1568421.0526315789
545,casa,venta,Valdivia,147000000.0,96.0,"Pasaje Ostolaza, Las Animas, Valdivia",4,2.9,0.72,1,Sin hacinamiento,1531250.0
546,casa,venta,Valdivia,700000000.0,310.0,"Valdivia, Torobayo",15,2.9,0.19,1,Sin hacinamiento,2258064.5161290322
547,casa,venta,Valdivia,140000000.0,100.0,"P563-Ruta T-350, Valdivia, Chile, Niebla, Valdivia",5,2.9,0.58,1,Sin hacinamiento,1400000.0
548,casa,venta,Valdivia,560000000.0,140.0,Valdivia,7,2.9,0.41,1,Sin hacinamiento,4000000.0
549,casa,venta,Valdivia,181400000.0,90.0,"Laguna San Rafael Nte. 396, Valdivia, Los Ríos, Chile, Valdivia",4,2.9,0.72,1,Sin hacinamiento,2015555.5555555555
550,casa,venta,Valdivia,205000000.0,140.0,"Manuel Montt 1 - 300, Sur De Valdivia, Valdivia",7,2.9,0.41,1,Sin hacinamiento,1464285.7142857143
551,casa,venta,Valdivia,360000000.0,146.0,"Cam. A Paillao 69, Angachilla, Valdivia, Los Ríos, Chile, Valdivia",7,2.9,0.41,1,Sin hacinamiento,2465753.4246575343
552,casa,venta,Valdivia,280000000.0,194.0,"El Romance 540, Valdivia, Los Ríos, Chile, Las Animas, Valdivia",9,2.9,0.32,1,Sin hacinamiento,1443298.969072165
553,casa,venta,Valdivia,75000000.0,60.0,"Oscar Cristi 1 - 300, Sur De Valdivia, Valdivia",3,2.9,0.97,1,Sin hacinamiento,1250000.0
555,casa,venta,Valdivia,161200000.0,68.0,"Luisa Recabarren De Marin, 52, Valdivia",3,2.9,0.97,1,Sin hacinamiento,2370588.2352941176
556,casa,venta,Valdivia,400000000.0,140.0,"C. Lumbrera 1421, Valdivia, Los Ríos, Chile, Torobayo, Valdivia",7,2.9,0.41,1,Sin hacinamiento,2857142.8571428573
557,casa,venta,Valdivia,232000000.0,108.0,"P510-Ruta T-350/Cruce T-340, Valdivia, Los Ríos, Chile, Torobayo, Valdivia",5,2.9,0.58,1,Sin hacinamiento,2148148.1481481483
558,casa,venta,Valdivia,130000000.0,142.0,"Los Traros 1844, Valdivia, Sur De Valdivia, Valdivia",7,2.9,0.41,1,Sin hacinamiento,915492.9577464788
559,casa,venta,Valdivia,130000000.0,420.0,"T-354, Cutipai, Valdivia, Valdivia",21,2.9,0.14,1,Sin hacinamiento,309523.8095238095
560,casa,venta,Valdivia,226800000.0,149.0,"C. Gregorio Henríquez Y Santillán, Valdivia, Sur De Valdivia, Valdivia",7,2.9,0.41,1,Sin hacinamiento,1522147.6510067114
561,casa,venta,Valdivia,173200000.0,75.0,"Valdivia, Sur De Valdivia",3,2.9,0.97,1,Sin hacinamiento,2309333.3333333335
562,casa,venta,Valdivia,140000000.0,160.0,"Valdivia, Centro De Valdivia",8,2.9,0.36,1,Sin hacinamiento,875000.0
563,casa,venta,Valdivia,80000000.0,85.0,"Av. Nueva Región, Valdivia, Sur De Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,941176.4705882353
564,casa,venta,Valdivia,115000000.0,81.0,"Avenida Ramón Picarte 1 - 300, Sur De Valdivia, Valdivia",4,2.9,0.72,1,Sin hacinamiento,1419753.086419753
565,casa,venta,Valdivia,95000000.0,122.0,"AVENIDA ARGENTINA, Valdivia",6,2.9,0.48,1,Sin hacinamiento,778688.524590164
566,casa,venta,Valdivia,95000000.0,120.0,"LOS EDILES, Sur De Valdivia, Valdivia",6,2.9,0.48,1,Sin hacinamiento,791666.6666666666
567,casa,venta,Valdivia,150000000.0,70.0,"Parque Los Torreones, Las Animas, Valdivia",3,2.9,0.97,1,Sin hacinamiento,2142857.1428571427
