id,tipo,modalidad,comuna,precio,m2_utiles,ubicacion
251,casa,venta,Valdivia,230.000.000,160 m² útiles,"Intendente Luis Damann Asenjo 1 - 300, Sur De Valdivia, Valdivia"
252,casa,venta,Valdivia,350.000.000,155 m² útiles,"Los Robles, Isla Teja, Valdivia"
253,casa,venta,Valdivia,512000000,230 m² útiles,"Camino Principal 1 - 300, Valdivia"
254,casa,venta,Valdivia,185.000.000,139 m² útiles,"Ruta 202 1 - 300, Centro De Valdivia, Valdivia"
255,casa,venta,Valdivia,160.000.000,127 m² útiles,"Piedra Blanca, Valdivia, Chile, Valdivia"
256,casa,venta,Valdivia,95.000.000,115 m² útiles,"Pasaje Uno 1 - 300, Sur De Valdivia, Valdivia"
257,casa,venta,Valdivia,98.000.000,60 m² útiles,"Arabia Saudita, 137, Sur De Valdivia, Valdivia"
258,casa,venta,Valdivia,150.000.000,120 m² útiles,"Isla Guacamayo 1 - 300, Sur De Valdivia, Valdivia"
259,casa,venta,Valdivia,205.000.000,99 m² útiles,"Sur De Valdivia, Valdivia"
260,casa,venta,Valdivia,223.000.000,115 m² útiles,"Avenida Simpson 1 - 300, Sur De Valdivia, Valdivia"
261,casa,venta,Valdivia,148.000.000,52 m² útiles,"El Bergantín 1 - 300, Las Animas, Valdivia"
262,casa,venta,Valdivia,1500000000,364 m² útiles,"Rudloff, Campo Militar De Valdivia, Valdivia"
263,casa,venta,Valdivia,528000000,279 m² útiles,"Beauchef, 35, Centro De Valdivia, Valdivia"
264,casa,venta,Valdivia,250400000,136 m² útiles,"Pasaje Tres, 2025, Campo Militar De Valdivia, Valdivia"
265,casa,venta,Valdivia,130.000.000,104 m² útiles,"Alonso Villanueva, 3296, Sur De Valdivia, Valdivia"
266,casa,venta,Valdivia,600000000,240 m² útiles,"Isla Teja, Isla Teja, Valdivia"
267,casa,venta,Valdivia,586000000,355 m² útiles,"LOS MANZANOS / ISLA TEJA, Isla Teja, Valdivia"
268,casa,venta,Valdivia,135.000.000,81 m² útiles,"C. Cuncumen, Valdivia, Valdivia"
269,casa,venta,Valdivia,480000000,284 m² útiles,"Santa Rita Lote 3, Las Animas, Valdivia"
270,casa,venta,Valdivia,130.000.000,56 m² útiles,"Fuerte San Rosendo 1515, Valdivia, Chile, Las Animas, Valdivia"
271,casa,venta,Valdivia,448000000,200 m² útiles,"Isla Teja, Isla Teja, Valdivia"
272,casa,venta,Valdivia,135600000,76 m² útiles,"Eugenio Matte 70, Valdivia, Sur De Valdivia, Valdivia"
273,casa,venta,Valdivia,1115360000,736 m² útiles,Valdivia
274,casa,venta,Valdivia,510000000,250 m² útiles,"Valdivia, Campo Militar De Valdivia"
275,casa,venta,Valdivia,381200000,133 m² útiles,"Calle Nueva 240, Los Encinos Valdivia., Sur De Valdivia, Valdivia"
276,casa,venta,Valdivia,341200000,125 m² útiles,"Silos De Torobayo 1759, Valdivia, Los Ríos, Chile, Torobayo, Valdivia"
277,casa,venta,Valdivia,359600000,137 m² útiles,"Isla Teja, Valdivia"
278,casa,venta,Valdivia,380000000,160 m² útiles,"Los Silos 120, 5112130 Valdivia, Los Ríos, Chile, Torobayo, Valdivia"
279,casa,venta,Valdivia,364000000,133 m² útiles,"Las Araucarias 355, 5110145 Valdivia, Los Ríos, Chile, Isla Teja, Valdivia"
280,casa,venta,Valdivia,196000000,52 m² útiles,"Intendente Luis Damann Asenjo 1034, Valdivia, Sur De Valdivia, Valdivia"
281,casa,venta,Valdivia,195.000.000,83 m² útiles,"C. Gregorio Henríquez Y Santillán, Valdivia, Sur De Valdivia, Valdivia"
282,casa,venta,Valdivia,320.000.000,130 m² útiles,"Isla Teja, Valdivia"
283,casa,venta,Valdivia,350000000,5.000 m² útiles,"Parcela 1, Quitacalzon, Valdivia, Los Ríos, Chile, Valdivia"
284,casa,venta,Valdivia,446000000,190 m² útiles,Valdivia
285,casa,venta,Valdivia,251000000,93 m² útiles,"Valdivia, Sur De Valdivia"
286,casa,venta,Valdivia,720000000,360 m² útiles,"Pintor Pablo Burchard 171, Valdivia, Isla Teja, Valdivia"
287,casa,venta,Valdivia,384000000,278 m² útiles,"Altos De Quitacalzón, Valdivia"
288,casa,venta,Valdivia,120.000.000,120 m² útiles,"CASA EN PLAYA GRANDE DE NIEBLA, CON INSUPERABLE VISTA AL MAR, Niebla, Valdivia"
289,casa,venta,Valdivia,586000000,335 m² útiles,"Isla Teja, Valdivia"
290,casa,venta,Valdivia,480000000,230 m² útiles,"Quitacalzon, Valdivia"
291,casa,venta,Valdivia,740000000,392 m² útiles,"Valdivia, Isla Teja"
292,casa,venta,Valdivia,500000000,160 m² útiles,Valdivia
293,casa,venta,Valdivia,125.000.000,124 m² útiles,"Oportunidad, Sector Niebla, Niebla, Valdivia"
294,casa,venta,Valdivia,400.000.000,305 m² útiles,"Los Laureles 310, Valdivia, Isla Teja, Valdivia"
295,casa,venta,Valdivia,760000000,310 m² útiles,"Torobayo, Valdivia"
296,casa,venta,Valdivia,491960000,391 m² útiles,"Valdivia, Las Animas"
297,casa,venta,Valdivia,316000000,139 m² útiles,Valdivia
298,casa,venta,Valdivia,460000000,160 m² útiles,"Condominio El Bayo, Valdivia, Torobayo, Valdivia"
299,casa,venta,Valdivia,119600000,134 m² útiles,Valdivia
300,casa,venta,Valdivia,888360000,500 m² útiles,"Condominio Riberas Del Estancilla - T-350, Torobayo, Valdivia"
301,casa,venta,Valdivia,594000000,180 m² útiles,"6RC6+4C Valdivia, Chile, Valdivia"
302,casa,venta,Valdivia,290.000.000,240 m² útiles,"AVDA. CIRCUNVALACIÓN SUR, Sur De Valdivia, Valdivia"
303,casa,venta,Valdivia,600000000,300 m² útiles,"Justus Schuler 138, Valdivia, Los Ríos, Chile, Isla Teja, Valdivia"
304,casa,venta,Valdivia,512000000,231 m² útiles,"VALDIVIA, CONDOMINIO MIRAFLORES. AMPLIA CASA, Valdivia"
305,casa,venta,Valdivia,343600000,136 m² útiles,"El Rebellin, Valdivia"
306,casa,venta,Valdivia,492000000,200 m² útiles,Valdivia
307,casa,venta,Valdivia,170.000.000,150 m² útiles,"Las Animas, Valdivia"
308,casa,venta,Valdivia,180.000.000,78 m² útiles,"Avenida Pedro Montt, 400, Sur De Valdivia, Valdivia"
309,casa,venta,Valdivia,319600000,140 m² útiles,"Camino A Paillao 1 - 300, Valdivia"
310,casa,venta,Valdivia,396000000,250 m² útiles,"Loncoyen 1 - 300, Valdivia"
311,casa,venta,Valdivia,480000000,200 m² útiles,"Condominio El Bayo, Valdivia, Torobayo, Valdivia"
312,casa,venta,Valdivia,370.000.000,760 m² útiles,"Toribio Medina, 600 - 900, Campo Militar De Valdivia, Valdivia"
313,casa,venta,Valdivia,1400000000,583 m² útiles,"Torobayo, Valdivia"
314,casa,venta,Valdivia,592400000,650 m² útiles,"Beauchef, 600 - 900, Centro De Valdivia, Valdivia"
315,casa,venta,Valdivia,204000000,270 m² útiles,"Camino Costero, 1 - 300, Valdivia"
316,casa,venta,Valdivia,540000000,400 m² útiles,"Isla Teja, Isla Teja, Valdivia"
317,casa,venta,Valdivia,640000000,450 m² útiles,"Isla Teja, Valdivia"
318,casa,venta,Valdivia,160000000,67 m² útiles,"CASA EN VENTA DE 3 DORM. SECTOR LOS FUNDADORES EN VALDIVIA, Sur De Valdivia, Valdivia"
319,casa,venta,Valdivia,135.000.000,90 m² útiles,"VILLA GALILEA, Valdivia"
320,casa,venta,Valdivia,65.000.000,92 m² útiles,"Angamos 1 - 300, Las Animas, Valdivia"
321,casa,venta,Valdivia,352000000,137 m² útiles,"Valdivia, Isla Teja"
322,casa,venta,Valdivia,320.000.000,256 m² útiles,Valdivia
323,casa,venta,Valdivia,225.000.000,183 m² útiles,"Avenida Pedro Montt 1 - 300, Sur De Valdivia, Valdivia"
324,casa,venta,Valdivia,720000000,220 m² útiles,"Torobayo, Valdivia"
325,casa,venta,Valdivia,480000000,230 m² útiles,Valdivia
326,casa,venta,Valdivia,600000000,330 m² útiles,"El MANZANO 1 - 300, Isla Teja, Valdivia"
327,casa,venta,Valdivia,380.000.000,385 m² útiles,"Loncoyen 1516, Torobayo, Valdivia"
328,casa,venta,Valdivia,520000000,145 m² útiles,"Condominio El Bayo, Valdivia, Torobayo, Valdivia"
329,casa,venta,Valdivia,150.000.000,77 m² útiles,"4JQV+WF Valdivia, Chile, Valdivia"
330,casa,venta,Valdivia,218.000.000,112 m² útiles,"Avenida España 1 - 300, Las Animas, Valdivia"
331,casa,venta,Valdivia,280000000,270 m² útiles,"Camino A Calfuco, Valdivia"
332,casa,venta,Valdivia,181400000,67 m² útiles,"Juan José De La Carrera 212, 5112181 Valdivia, Los Ríos, Chile, Valdivia"
333,casa,venta,Valdivia,1200000000,600 m² útiles,"Costanera De Valdivia, Valdivia"
334,casa,venta,Valdivia,518400000,160 m² útiles,"Torobayo, Valdivia"
335,casa,venta,Valdivia,280.000.000,140 m² útiles,"Torobayo, Valdivia"
336,casa,venta,Valdivia,512000000,500 m² útiles,"Altos De Quitacalzón, Valdivia"
337,casa,venta,Valdivia,364000000,224 m² útiles,"Niebla, Niebla, Valdivia"
338,casa,venta,Valdivia,350.000.000,180 m² útiles,"Carlos Anwandter 617, Valdivia, Centro De Valdivia, Valdivia"
339,casa,venta,Valdivia,460000000,200 m² útiles,"Torobayo, Valdivia"
340,casa,venta,Valdivia,160.000.000,150 m² útiles,"Pino Huacho, Valdivia"
341,casa,venta,Valdivia,440000000,230 m² útiles,"T-352, Valdivia, Los Ríos, Chile, Valdivia"
342,casa,venta,Valdivia,520000000,335 m² útiles,"Valdivia, Isla Teja"
343,casa,venta,Valdivia,380000000,160 m² útiles,"Los Silos 120, Valdivia, Torobayo, Valdivia"
344,casa,venta,Valdivia,740000000,392 m² útiles,"Isla Teja, Valdivia"
345,casa,venta,Valdivia,350.000.000,140 m² útiles,"Condominio Fundo La Esperanza, Valdivia"
346,casa,venta,Valdivia,248000000,107 m² útiles,"Valdivia, Sur De Valdivia"
347,casa,venta,Valdivia,528600000,250 m² útiles,"Isla Teja, Isla Teja, Valdivia"
348,casa,venta,Valdivia,300.000.000,381 m² útiles,"Collico, Valdivia, Chile, Valdivia"
349,casa,venta,Valdivia,380000000,140 m² útiles,"Los Arrayanes 300, Valdivia, Chile, Isla Teja, Valdivia"
350,casa,venta,Valdivia,400000000,144 m² útiles,"Carpe Diem, Valdivia, Chile, Torobayo, Valdivia"
351,casa,venta,Valdivia,248000000,130 m² útiles,"Niebla, Niebla, Valdivia"
352,casa,venta,Valdivia,360000000,120 m² útiles,"TOROBAYO, VALDIVIA, Torobayo, Valdivia"
353,casa,venta,Valdivia,480000000,208 m² útiles,"Torobayo, Valdivia, Chile, Valdivia"
354,casa,venta,Valdivia,518000000,240 m² útiles,"Apart Hotel Mirador De Estancilla, Valdivia, Chile, Valdivia"
355,casa,venta,Valdivia,73.000.000,75 m² útiles,"San Pedro Siete 1 - 300, Sur De Valdivia, Valdivia"
356,casa,venta,Valdivia,136.000.000,150 m² útiles,"VENTA DE CASA EN VALDIVIA USO HABITACIONAL/COMERCIAL, Sur De Valdivia, Valdivia"
357,casa,venta,Valdivia,560000000,200 m² útiles,Valdivia
358,casa,venta,Valdivia,240.000.000,200 m² útiles,"Niebla, Niebla, Valdivia"
359,casa,venta,Valdivia,320.000.000,123 m² útiles,"Isla Teja, Isla Teja, Valdivia"
360,casa,venta,Valdivia,568000000,180 m² útiles,"TORO BAYO. Condomino El Bayo, Valdivia"
361,casa,venta,Valdivia,131040000,120 m² útiles,"ERRAZURIZ, Sur De Valdivia, Valdivia"
362,casa,venta,Valdivia,269.000.000,242 m² útiles,"Chancoyan Bajo, Valdivia, Chile, Valdivia"
363,casa,venta,Valdivia,200.000.000,90 m² útiles,"Carelmapu, Sur De Valdivia, Valdivia"
364,casa,venta,Valdivia,250.000.000,6.570 m² útiles,"Terminal L2, Valdivia, Los Ríos, Chile, Valdivia"
365,casa,venta,Valdivia,288000000,130 m² útiles,"Niebla, Niebla, Valdivia"
366,casa,venta,Valdivia,400000000,90 m² útiles,"Centro De Valdivia, Valdivia"
367,casa,venta,Valdivia,460000000,200 m² útiles,"Valdivia, Torobayo"
368,casa,venta,Valdivia,316000000,140 m² útiles,"Marina Estancilla, Torobayo, Valdivia"
369,casa,venta,Valdivia,285.000.000,229 m² útiles,"Parque Krahmer, Sur De Valdivia, Valdivia"
370,casa,venta,Valdivia,215.000.000,200 m² útiles,"Chancoyán, Valdivia"
371,casa,venta,Valdivia,348000000,101 m² útiles,"Torobayo, Valdivia, Chile, Torobayo, Valdivia"
372,casa,venta,Valdivia,170.000.000,75 m² útiles,"Avenida Circunvalación Sur 1 - 300, Sur De Valdivia, Valdivia"
373,casa,venta,Valdivia,290.000.000,126 m² útiles,"Villa Del Rey, Valdivia, Chile, Sur De Valdivia, Valdivia"
374,casa,venta,Valdivia,148.000.000,120 m² útiles,"Avenida Pedro Aguirre Cerda, Las Animas, Valdivia"
375,casa,venta,Valdivia,288000000,103 m² útiles,"Los Silos, 151, Torobayo, Valdivia"
376,casa,venta,Valdivia,221400000,191 m² útiles,"Ernesto Riquelme, Centro De Valdivia, Valdivia"
377,casa,venta,Valdivia,270.000.000,100 m² útiles,"Italia 1 - 300, Sur De Valdivia, Valdivia"
378,casa,venta,Valdivia,699600000,440 m² útiles,"Paillao HJ3 LOTE 7, 0, Centro De Valdivia, Valdivia"
379,casa,venta,Valdivia,276000000,124 m² útiles,"Niebla, Niebla, Valdivia"
380,casa,venta,Valdivia,265.000.000,182 m² útiles,"Las Gaviotas 1 - 300, Valdivia"
381,casa,venta,Valdivia,250.000.000,115 m² útiles,"El Bosque, Sur De Valdivia, Valdivia"
382,casa,venta,Valdivia,490.000.000,210 m² útiles,"Mirador De Estancilla, Valdivia, Chile, Valdivia"
383,casa,venta,Valdivia,420.000.000,350 m² útiles,"Sector De Pichihuapi, Valdivia"
384,casa,venta,Valdivia,140.000.000,52 m² útiles,"Pasaje Líbano 1 - 300, Sur De Valdivia, Valdivia"
385,casa,venta,Valdivia,260.000.000,130 m² útiles,"Avenida Francia 1 - 300, Sur De Valdivia, Valdivia"
386,casa,venta,Valdivia,210.000.000,114 m² útiles,"BARRIO EL ESTANQUE, Sur De Valdivia, Valdivia"
387,casa,venta,Valdivia,175.000.000,120 m² útiles,"René Schneider 1 - 300, Sur De Valdivia, Valdivia"
388,casa,venta,Valdivia,518000000,238 m² útiles,"T-350, Torobayo, Valdivia"
389,casa,venta,Valdivia,360.000.000,385 m² útiles,"VILLA LOS NOTROS, Torobayo, Valdivia"
390,casa,venta,Valdivia,372000000,262 m² útiles,"Pichihuape, Valdivia, Valdivia"
391,casa,venta,Valdivia,521920000,612 m² útiles,"Aníbal Pinto 1076, Valdivia, Centro De Valdivia, Valdivia"
392,casa,venta,Valdivia,200000000,139 m² útiles,"Pasaje Tres, 3155, Sur De Valdivia, Valdivia"
393,casa,venta,Valdivia,150.000.000,63 m² útiles,"El Romance 1 - 300, Las Animas, Valdivia"
394,casa,venta,Valdivia,740000000,N/D,"Camino De Luna 1 - 300, Isla Teja, Valdivia"
395,casa,venta,Valdivia,300000000,5.117 m² útiles,"7WQV+VP Catripulli, Valdivia, Chile, Valdivia"
396,casa,venta,Valdivia,131000000,62 m² útiles,"MAHUIZA, Sur De Valdivia, Valdivia"
397,casa,venta,Valdivia,424000000,253 m² útiles,"Paillao, Valdivia"
398,casa,venta,Valdivia,1320000000,240 m² útiles,"General Lagos, Centro De Valdivia, Valdivia"
399,casa,venta,Valdivia,190.000.000,174 m² útiles,"Coronel Santiago Bueras 1 - 300, Sur De Valdivia, Valdivia"
400,casa,venta,Valdivia,356000000,120 m² útiles,"Los Silos 1 - 300, Torobayo, Valdivia"
401,casa,venta,Valdivia,480000000,146 m² útiles,"Isla Teja, Valdivia"
402,casa,venta,Valdivia,150800000,64 m² útiles,"EL ROMANCE, Las Animas, Valdivia"
403,casa,venta,Valdivia,290.000.000,210 m² útiles,"Av. Simpson, Valdivia, Sur De Valdivia, Valdivia"
404,casa,venta,Valdivia,248000000,N/D,"Pidenco 1 - 300, Sur De Valdivia, Valdivia"
405,casa,venta,Valdivia,480000000,175 m² útiles,"Isla Teja, Isla Teja, Valdivia"
406,casa,venta,Valdivia,960000000,600 m² útiles,Valdivia
407,casa,venta,Valdivia,260.000.000,120 m² útiles,"Cabo Blanco, Valdivia"
408,casa,venta,Valdivia,135.000.000,111 m² útiles,"Avenida Circunvalación Sur 1 - 300, Sur De Valdivia, Valdivia"
409,casa,venta,Valdivia,309320000,118 m² útiles,"Valdivia, Centro De Valdivia"
410,casa,venta,Valdivia,518000000,238 m² útiles,"Niebla, Valdivia"
411,casa,venta,Valdivia,476000000,215 m² útiles,"Condominio El Bayo 1 - 300, Torobayo, Valdivia"
412,casa,venta,Valdivia,1600000000,600 m² útiles,"Av. Torobayo, Valdivia, Torobayo, Valdivia"
413,casa,venta,Valdivia,230.000.000,65 m² útiles,"Niebla, Niebla, Valdivia"
414,casa,venta,Valdivia,1280000000,630 m² útiles,"Barrio Residencial, Isla Teja, Valdivia"
415,casa,venta,Valdivia,150.000.000,80 m² útiles,"Avenida Circunvalación Nueva Región 1 - 300, Sur De Valdivia, Valdivia"
416,casa,venta,Valdivia,160000000,62 m² útiles,"VILA PARQUE LOS TORREONES 5, Valdivia"
417,casa,venta,Valdivia,285.000.000,300 m² útiles,"VILLA LOS ENCINOS, Valdivia"
418,casa,venta,Valdivia,230.000.000,190 m² útiles,"Av. Italia, Sur De Valdivia, Valdivia"
419,casa,venta,Valdivia,220.000.000,100 m² útiles,"Sector Cayumapu, Valdivia"
420,casa,venta,Valdivia,150.000.000,N/D,"Pasaje E 1 - 300, Sur De Valdivia, Valdivia"
421,casa,venta,Valdivia,265.000.000,140 m² útiles,"T-351 - 300 2, Valdivia"
422,casa,venta,Valdivia,265000000,216 m² útiles,"Calle Nueva 1 - 300, Sur De Valdivia, Valdivia"
423,casa,venta,Valdivia,578000000,307 m² útiles,"Sector Centro, Centro De Valdivia, Valdivia"
424,casa,venta,Valdivia,446000000,110 m² útiles,"VILLA EUROPA, Sur De Valdivia, Valdivia"
425,casa,venta,Valdivia,496000000,190 m² útiles,"Condominio El Bayo 1 - 300, Torobayo, Valdivia"
426,casa,venta,Valdivia,239.000.000,130 m² útiles,"Carlos Krahmer Richter 1 - 300, Sur De Valdivia, Valdivia"
427,casa,venta,Valdivia,456000000,262 m² útiles,"Rudloff 1 - 300, Sur De Valdivia, Valdivia"
428,casa,venta,Valdivia,640000000,500 m² útiles,"Sector Las Mulatas, Sur De Valdivia, Valdivia"
429,casa,venta,Valdivia,124000000,106 m² útiles,"MAHUIZA IV, Sur De Valdivia, Valdivia"
430,casa,venta,Valdivia,550.000.000,360 m² útiles,"Picarte, Valdivia"
431,casa,venta,Valdivia,140.000.000,140 m² útiles,"Valdivia, Chile, Centro De Valdivia, Valdivia"
432,casa,venta,Valdivia,360.000.000,389 m² útiles,"Valdivia, Chile, Torobayo, Valdivia"
433,casa,venta,Valdivia,446000000,100 m² útiles,"Sector Regional, Sur De Valdivia, Valdivia"
434,casa,venta,Valdivia,131720000,N/D,"Avenida Circunvalación Sur 1 - 300, Sur De Valdivia, Valdivia"
435,casa,venta,Valdivia,145.000.000,75 m² útiles,"Las Chinchillas 1 - 300, Sur De Valdivia, Valdivia"
436,casa,venta,Valdivia,180.000.000,N/D,"Avenida Circunvalación Sur 1 - 300, Sur De Valdivia, Valdivia"
437,casa,venta,Valdivia,340.000.000,150 m² útiles,"Alvaro Covarrubias 1 - 300, Centro De Valdivia, Valdivia"
438,casa,venta,Valdivia,600.000.000,190 m² útiles,"Sector Regional, Campo Militar De Valdivia, Valdivia"
439,casa,venta,Valdivia,135.000.000,90 m² útiles,"Avenida Pedro Castelblanco 1 - 300, Sur De Valdivia, Valdivia"
440,casa,venta,Valdivia,152000000,115 m² útiles,"Topacio 181, Las Animas, Valdivia"
441,casa,venta,Valdivia,124000000,106 m² útiles,"Pasaje Las Güiñas 1 - 300, Sur De Valdivia, Valdivia"
442,casa,venta,Valdivia,180.000.000,78 m² útiles,"Intendente Luis Damann Asenjo 1 - 300, Sur De Valdivia, Valdivia"
443,casa,venta,Valdivia,340.000.000,150 m² útiles,"Álvaro Cobarrubias 1 - 300, Centro De Valdivia, Valdivia"
444,casa,venta,Valdivia,720000000,533 m² útiles,"Valdivia, Centro De Valdivia"
445,casa,venta,Valdivia,359920000,140 m² útiles,"Los Arrayanes 300, Valdivia, Isla Teja, Valdivia"
446,casa,venta,Valdivia,150.000.000,160 m² útiles,"Villa Los Ediles, Sur De Valdivia, Valdivia"
447,casa,venta,Valdivia,257.000.000,140 m² útiles,"Av. Italia 1 - 300, Sur De Valdivia, Valdivia"
448,casa,venta,Valdivia,120.000.000,120 m² útiles,"Errázuriz 1 - 300, Sur De Valdivia, Valdivia"
449,casa,venta,Valdivia,1600000000,497 m² útiles,"Isla Teja, Valdivia"
450,casa,venta,Valdivia,316000000,145 m² útiles,"Cayumapu, Valdivia"
451,casa,venta,Valdivia,454000000,400 m² útiles,"Sector Las Mulatas, Sur De Valdivia, Valdivia"
452,casa,venta,Valdivia,600.000.000,496 m² útiles,"Sector Centro, Centro De Valdivia, Valdivia"
453,casa,venta,Valdivia,300.000.000,341 m² útiles,Valdivia
454,casa,venta,Valdivia,380000000,160 m² útiles,"Las Araucarias, 800, Isla Teja, Valdivia"
455,casa,venta,Valdivia,472000000,98 m² útiles,"Valdivia, Centro De Valdivia"
456,casa,venta,Valdivia,140.000.000,49 m² útiles,"Intendente Narciso Carvallo 4368, Valdivia, Chile, Sur De Valdivia, Valdivia"
457,casa,venta,Valdivia,287800000,222 m² útiles,"Valdivia, Centro De Valdivia"
458,casa,venta,Valdivia,317080000,108 m² útiles,"Las Animas, Valdivia"
459,casa,venta,Valdivia,384000000,140 m² útiles,"Isla Teja, Isla Teja, Valdivia"
460,casa,venta,Valdivia,250.000.000,342 m² útiles,"Casablanca, Valdivia, Chile, Valdivia"
461,casa,venta,Valdivia,180.000.000,130 m² útiles,"Santiago Dervis Ojeda 1 - 300, Sur De Valdivia, Valdivia"
462,casa,venta,Valdivia,288000000,405 m² útiles,"Austria 1800 - 2100, Valdivia, Sur De Valdivia, Valdivia"
463,casa,venta,Valdivia,242400000,160 m² útiles,Valdivia
464,casa,venta,Valdivia,281760000,169 m² útiles,Valdivia
465,casa,venta,Valdivia,120.000.000,44 m² útiles,"Pasaje Tunez, 1 - 300, Sur De Valdivia, Valdivia"
466,casa,venta,Valdivia,400000000,200 m² útiles,"Valdivia, Torobayo"
467,casa,venta,Valdivia,376000000,160 m² útiles,"Isla Teja, Valdivia"
468,casa,venta,Valdivia,400000000,200 m² útiles,"Isla Teja, Valdivia"
469,casa,venta,Valdivia,226920000,140 m² útiles,"Valdivia, Sur De Valdivia"
470,casa,venta,Valdivia,359920000,140 m² útiles,"Los Arrayanes 330, Valdivia, Isla Teja, Valdivia"
471,casa,venta,Valdivia,600000000,105 m² útiles,"Valdivia, Centro De Valdivia"
472,casa,venta,Valdivia,150.000.000,100 m² útiles,"Volcán Sollipulli  2000, Sur De Valdivia, Valdivia"
473,casa,venta,Valdivia,150.000.000,178 m² útiles,"Francisco Herrera Sotomayor, Niebla, Valdivia, Chile, Niebla, Valdivia"
474,casa,venta,Valdivia,70.000.000,100 m² útiles,"Sta. Laura 728, Valdivia, Sur De Valdivia, Valdivia"
475,casa,venta,Valdivia,1600000000,482 m² útiles,"Isla Teja, Isla Teja, Valdivia"
476,casa,venta,Valdivia,250.000.000,304 m² útiles,"Coronel Santiago Bueras 272, Valdivia, Campo Militar De Valdivia, Valdivia"
477,casa,venta,Valdivia,230.000.000,126 m² útiles,"CASA EN VENTA DE 3 DORM. SECTOR TORNAGALEONES VALDIVIA, Sur De Valdivia, Valdivia"
478,casa,venta,Valdivia,280.000.000,N/D,"Bucalemu El Bosque, Valdivia, Chile, Sur De Valdivia, Valdivia"
479,casa,venta,Valdivia,170.000.000,83 m² útiles,"Torobayo, Valdivia"
480,casa,venta,Valdivia,131000000,70 m² útiles,"Maria Graham 1, Valdivia, Chile, Valdivia"
481,casa,venta,Valdivia,220.000.000,240 m² útiles,"Isla Guacamayo 1 - 300, Sur De Valdivia, Valdivia"
482,casa,venta,Valdivia,720.000.000,187 m² útiles,"Isla Teja, Valdivia"
483,casa,venta,Valdivia,210800000,115 m² útiles,"Valdivia, Sur De Valdivia"
484,casa,venta,Valdivia,452000000,220 m² útiles,"Torobayo, Valdivia"
485,casa,venta,Valdivia,489760000,168 m² útiles,Valdivia
486,casa,venta,Valdivia,319600000,147 m² útiles,"Condominio El Bayo, Valdivia, Torobayo, Valdivia"
487,casa,venta,Valdivia,286000000,286 m² útiles,"Valdivia, Campo Militar De Valdivia"
488,casa,venta,Valdivia,128000000,66 m² útiles,"CASA EN VENTA DE 2 DORM. EN VALDIVIA, Las Animas, Valdivia"
489,casa,venta,Valdivia,400000000,140 m² útiles,"Valdivia, Torobayo"
490,casa,venta,Valdivia,356000000,105 m² útiles,"Valdivia, Torobayo"
491,casa,venta,Valdivia,432000000,140 m² útiles,"Lemoniz, 09, Torobayo, Valdivia"
492,casa,venta,Valdivia,480000000,160 m² útiles,"Avenida Torobayo 584, 5111176 Valdivia, Los Ríos, Chile, Torobayo, Valdivia"
493,casa,venta,Valdivia,364000000,139 m² útiles,"Valdivia, Isla Teja"
494,casa,venta,Valdivia,240000000,115 m² útiles,"Altos De Punucapa, Valdivia"
495,casa,venta,Valdivia,240000000,115 m² útiles,"5PW4+X4 Valdivia, Chile, Valdivia"
496,casa,venta,Valdivia,52.000.000,N/D,"Santo Domingo, Sur De Valdivia, Valdivia"
497,casa,venta,Valdivia,95.000.000,131 m² útiles,"Andres Bello 1 - 300, Sur De Valdivia, Valdivia"
498,casa,venta,Valdivia,150.000.000,54 m² útiles,"Isla Guacamayo, Valdivia, Sur De Valdivia, Valdivia"
499,casa,venta,Valdivia,220.000.000,126 m² útiles,"Campo Militar De Valdivia, Valdivia"
500,casa,venta,Valdivia,480000000,120 m² útiles,"Las Arauacarias N°285 , Isla Teja, Isla Teja, Valdivia"
501,casa,venta,Valdivia,540000000,160 m² útiles,"Silos De Torobayo 1 - 300, Torobayo, Valdivia"
502,casa,venta,Valdivia,90.000.000,86 m² útiles,"SE VENDE PROPIEDAD, Sur De Valdivia, Valdivia"
503,casa,venta,Valdivia,148000000,80 m² útiles,"VILLA MAHUIZA, Sur De Valdivia, Valdivia"
504,casa,venta,Valdivia,77.000.000,62 m² útiles,"San Pedro 1 - 300, Sur De Valdivia, Valdivia"
505,casa,venta,Valdivia,228000000,165 m² útiles,"BOSQUE SUR, Sur De Valdivia, Valdivia"
506,casa,venta,Valdivia,632000000,450 m² útiles,"Isla Teja, Isla Teja, Valdivia"
507,casa,venta,Valdivia,93.000.000,66 m² útiles,"Hevia, Valdivia, Campo Militar De Valdivia, Valdivia"
508,casa,venta,Valdivia,75.000.000,48 m² útiles,"Raúl Carabantes 3000 - 3300, Valdivia, Sur De Valdivia, Valdivia"
509,casa,venta,Valdivia,220.000.000,125 m² útiles,"Aníbal Pinto 1 - 300, Campo Militar De Valdivia, Valdivia"
510,casa,venta,Valdivia,180.000.000,152 m² útiles,"Francisco Encina, Valdivia, Sur De Valdivia, Valdivia"
511,casa,venta,Valdivia,359920000,140 m² útiles,"Isla Teja, Valdivia"
512,casa,venta,Valdivia,195.000.000,83 m² útiles,"El Bosque, Sur De Valdivia, Valdivia"
513,casa,venta,Valdivia,190.000.000,120 m² útiles,"Valdivia, Chile, Campo Militar De Valdivia, Valdivia"
514,casa,venta,Valdivia,516000000,250 m² útiles,Valdivia
