y1,y11,y20amonto,y26_2c,y26_1amonto,sexo,region,esc,estrato,oficio1_88,oficio1,y29_2b
,0.0,11091.0,,,2,14,11.0,141011,,,0.0
,,11091.0,,,1,14,,141011,,,0.0
,0.0,,,104646.0,2,14,12.0,141011,,,104646.0
,,,,,1,14,14.0,141011,3.0,3131.0,0.0
270000.0,,,,,1,14,12.0,141011,7.0,7412.0,0.0
,,,,,2,14,15.0,141011,1.0,1314.0,0.0
,0.0,,,,2,14,17.0,141011,4.0,4211.0,0.0
,,,,,1,14,,141011,,,0.0
,,,,,2,14,,141011,,,0.0
700000.0,,,,,2,14,16.0,141011,2.0,2411.0,0.0
350000.0,,,,,1,14,16.0,141011,3.0,3330.0,0.0
,,,,,1,14,10.0,141011,7.0,7231.0,0.0
,,,,,2,14,12.0,141011,7.0,7436.0,0.0
,,,,,1,14,8.0,141011,7.0,7231.0,0.0
,0.0,,,,2,14,10.0,141011,,,0.0
99.0,,,,,2,14,17.0,141011,2.0,2320.0,0.0
,0.0,,170000.0,,2,14,8.0,141011,,,170000.0
,,,,,1,14,12.0,141011,7.0,7231.0,0.0
,0.0,,,,2,14,11.0,141011,,,0.0
,0.0,,,,1,14,9.0,141011,,,0.0
,0.0,,,104646.0,2,14,13.0,141011,,,104646.0
,0.0,,,,2,14,6.0,141011,,,0.0
700000.0,,,,,1,14,17.0,141011,2.0,2213.0,0.0
380000.0,,,,,2,14,15.0,141011,3.0,3231.0,0.0
,,,,,2,14,,141011,,,0.0
,0.0,,,,2,14,6.0,141011,,,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
,0.0,,,104646.0,2,14,3.0,141011,,,104646.0
,0.0,,,,1,14,10.0,141011,,,0.0
99.0,,,,,1,14,12.0,141011,5.0,5169.0,0.0
,0.0,,93000.0,,2,14,20.0,141011,,,93000.0
99.0,,,,,2,14,12.0,141011,999.0,9999.0,0.0
,0.0,,,,1,14,8.0,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,0.0,,,,2,14,17.0,141011,,,0.0
,0.0,,,,1,14,8.0,141011,,,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
363000.0,,,,,2,14,12.0,141011,5.0,5131.0,0.0
,,,,,2,14,,141011,,,0.0
,,,,,2,14,,141011,,,0.0
275000.0,,,,,2,14,12.0,141011,5.0,5122.0,0.0
,0.0,,,,1,14,8.0,141011,,,0.0
500000.0,,,,,1,14,12.0,141011,7.0,7233.0,0.0
,0.0,,,,2,14,10.0,141011,,,0.0
700000.0,,,,,1,14,12.0,141011,7.0,7233.0,0.0
,0.0,,,,2,14,9.0,141011,,,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,,,,,2,14,,141011,,,0.0
,,,,,2,14,,141011,,,0.0
,0.0,,,104646.0,2,14,10.0,141011,,,104646.0
,0.0,,,104646.0,2,14,11.0,141011,,,104646.0
,0.0,,,,2,14,12.0,141011,,,0.0
270000.0,,,,,1,14,12.0,141011,8.0,8290.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
,0.0,,178000.0,,2,14,6.0,141011,,,178000.0
99.0,,,,,2,14,12.0,141011,5.0,5220.0,0.0
,0.0,,,,1,14,15.0,141011,,,0.0
99.0,,,,,1,14,14.0,141011,9.0,9152.0,0.0
,,,,,1,14,12.0,141011,7.0,7212.0,0.0
,,,,,1,14,,141011,,,0.0
,,,,,1,14,,141011,,,0.0
300000.0,,,,,1,14,0.0,141011,7.0,7411.0,0.0
,99.0,,,,2,14,12.0,141011,,,0.0
,99.0,,,,2,14,9.0,141011,,,0.0
,,,,,2,14,,141011,,,0.0
,,,,,2,14,12.0,141011,9.0,9113.0,0.0
520000.0,,,,,1,14,13.0,141011,5.0,5122.0,0.0
,0.0,,,,2,14,16.0,141011,,,0.0
,,11091.0,,,2,14,,141011,,,0.0
,,11091.0,,,1,14,,141011,,,0.0
,,,,,1,14,15.0,141011,9.0,9112.0,0.0
500000.0,,,,,1,14,10.0,141011,1.0,1314.0,0.0
400000.0,,,,,2,14,16.0,141011,2.0,2351.0,0.0
86000.0,,,,,1,14,13.0,141011,5.0,5123.0,0.0
270000.0,,,,,2,14,12.0,141011,9.0,9131.0,0.0
286000.0,,,,,1,14,10.0,141011,9.0,9162.0,0.0
,,,,,1,14,,141011,,,0.0
,,,,,2,14,,141011,,,0.0
350000.0,,,,,2,14,16.0,141011,2.0,2411.0,0.0
,99.0,,,,2,14,16.0,141011,,,0.0
,,,,,1,14,12.0,141011,7.0,7242.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,0.0,,,,2,14,16.0,141011,,,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,0.0,,,,2,14,,141011,,,0.0
,0.0,,,,2,14,6.0,141011,,,0.0
,,,,,1,14,6.0,141011,7.0,7122.0,0.0
,0.0,,,,2,14,9.0,141011,,,0.0
,,,,,1,14,12.0,141011,7.0,7122.0,0.0
,,,,,1,14,12.0,141011,8.0,8322.0,0.0
,,,,,1,14,12.0,141011,8.0,8322.0,0.0
,0.0,,,,2,14,10.0,141011,,,0.0
,0.0,,,,2,14,10.0,141011,,,0.0
,,,,,2,14,,141011,,,0.0
,,,,,2,14,,141011,,,0.0
,0.0,,,,1,14,0.0,141011,,,0.0
,,,,,1,14,12.0,141011,8.0,8322.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,0.0,,,,2,14,11.0,141011,,,0.0
,0.0,,122000.0,,2,14,2.0,141011,,,122000.0
,0.0,,,,2,14,12.0,141011,,,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
270000.0,,,,,2,14,12.0,141011,5.0,5220.0,0.0
,,,,,1,14,3.0,141011,7.0,7124.0,0.0
,0.0,,,,2,14,5.0,141011,,,0.0
600000.0,,,,,2,14,17.0,141011,2.0,2446.0,0.0
800000.0,,,,,1,14,12.0,141011,7.0,7214.0,0.0
,,,,,1,14,,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,,,99.0,,1,14,12.0,141011,8.0,8322.0,99.0
,0.0,,,104646.0,2,14,12.0,141011,,,104646.0
,0.0,,,,1,14,0.0,141011,,,0.0
650000.0,,,,,1,14,15.0,141011,3.0,3113.0,0.0
450000.0,,,,,2,14,15.0,141011,4.0,4132.0,0.0
,,,,,1,14,,141011,,,0.0
,,,,,1,14,12.0,141011,8.0,8322.0,0.0
380000.0,,,,,2,14,12.0,141011,4.0,4215.0,0.0
,,,,,2,14,,141011,,,0.0
,,,,,2,14,,141011,,,0.0
,,,,,1,14,9.0,141011,8.0,8322.0,0.0
,0.0,,,,2,14,9.0,141011,,,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
,0.0,,300000.0,,2,14,12.0,141011,,,300000.0
,0.0,,,104646.0,2,14,4.0,141011,,,104646.0
,0.0,,200000.0,,1,14,1.0,141011,,,200000.0
99.0,,,,,2,14,16.0,141011,2.0,2446.0,0.0
99.0,,,,,1,14,12.0,141011,5.0,5162.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,0.0,,,,2,14,9.0,141011,,,0.0
300000.0,,,,,1,14,11.0,141011,9.0,9152.0,0.0
,0.0,,,,2,14,3.0,141011,,,0.0
700000.0,,,,,1,14,17.0,141011,2.0,2230.0,0.0
450000.0,,,,,1,14,12.0,141011,7.0,7136.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,,,,,2,14,,141011,,,0.0
,,,,,2,14,,141011,,,0.0
800000.0,,,,,1,14,12.0,141011,3.0,3415.0,0.0
,0.0,,,,2,14,14.0,141011,,,0.0
250000.0,,,,,1,14,14.0,141011,9.0,9151.0,0.0
,0.0,,,,2,14,14.0,141011,,,0.0
,0.0,,,,2,14,8.0,141011,,,0.0
620000.0,,,,,2,14,15.0,141011,3.0,3431.0,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,0.0,,360000.0,,1,14,12.0,141011,,,360000.0
,0.0,,,,1,14,13.0,141011,,,0.0
,,,,,2,14,12.0,141011,7.0,7412.0,0.0
,0.0,,99.0,,2,14,0.0,141011,,,99.0
,,,100000.0,,2,14,15.0,141011,6.0,6113.0,100000.0
500000.0,,,,,1,14,17.0,141011,3.0,3416.0,0.0
600000.0,,,,,2,14,17.0,141011,2.0,2331.0,0.0
,0.0,,,,1,14,11.0,141011,,,0.0
800000.0,,,,,2,14,17.0,141011,2.0,2320.0,0.0
,,,,,2,14,,141011,,,0.0
800000.0,,,,,2,14,12.0,141011,2.0,2412.0,0.0
600000.0,,,,,1,14,17.0,141011,3.0,3431.0,0.0
800000.0,,,,,1,14,12.0,141011,7.0,7213.0,0.0
300000.0,,,,,1,14,12.0,141011,3.0,3225.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
,0.0,,1200000.0,,2,14,17.0,141011,,,1200000.0
360000.0,,,,,1,14,15.0,141011,4.0,4115.0,0.0
321000.0,,,,,2,14,15.0,141011,4.0,4121.0,0.0
270000.0,,,,,1,14,12.0,141011,7.0,7245.0,0.0
,0.0,,,,2,14,13.0,141011,,,0.0
290000.0,,,,,2,14,12.0,141011,5.0,5122.0,0.0
,,,,,1,14,8.0,141011,7.0,7141.0,0.0
270000.0,,,,,2,14,17.0,141011,5.0,5220.0,0.0
,0.0,,,,2,14,17.0,141011,,,0.0
,0.0,,,,1,14,17.0,141011,,,0.0
,0.0,,198000.0,,2,14,2.0,141011,,,198000.0
600000.0,,,,,1,14,14.0,141011,7.0,7124.0,0.0
,,,,,1,14,,141011,7.0,7422.0,0.0
300000.0,,,,,2,14,12.0,141011,9.0,9132.0,0.0
,0.0,,,,2,14,15.0,141011,,,0.0
,,,,,2,14,17.0,141011,1.0,1314.0,0.0
,,,,,1,14,,141011,,,0.0
,,,,,2,14,12.0,141011,9.0,9131.0,0.0
,,,,,2,14,,141011,,,0.0
,,,,,1,14,12.0,141011,8.0,8332.0,0.0
350000.0,,,,,2,14,12.0,141011,8.0,8322.0,0.0
,0.0,,,,1,14,15.0,141011,,,0.0
200000.0,,,,,2,14,12.0,141011,9.0,9131.0,0.0
,0.0,,,,2,14,15.0,141011,,,0.0
,,,120000.0,,1,14,12.0,141011,8.0,8322.0,120000.0
900000.0,,,,,1,14,17.0,141011,2.0,2411.0,0.0
,,,200000.0,,1,14,12.0,141011,8.0,8322.0,200000.0
900000.0,,,,,2,14,12.0,141011,3.0,3221.0,0.0
,,,800000.0,,1,14,15.0,141011,1.0,1314.0,800000.0
,0.0,,,,2,14,16.0,141011,,,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
500000.0,,,,,1,14,12.0,141011,8.0,8161.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
500000.0,,,,,2,14,15.0,141011,3.0,3320.0,0.0
,,,,,2,14,,141011,,,0.0
,0.0,,150000.0,,2,14,9.0,141011,,,150000.0
200000.0,,,,,1,14,12.0,141011,7.0,7311.0,0.0
120000.0,,,,,2,14,13.0,141011,5.0,5131.0,0.0
,0.0,,,,1,14,10.0,141011,,,0.0
,0.0,,130000.0,,2,14,8.0,141011,,,130000.0
,0.0,,,,1,14,12.0,141011,,,0.0
800000.0,,,,,2,14,16.0,141011,2.0,2340.0,0.0
,,,,,2,14,,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
,0.0,,,,2,14,9.0,141011,,,0.0
0.0,,,,,2,14,13.0,141011,9.0,9333.0,0.0
900000.0,,,,,1,14,15.0,141011,3.0,3231.0,0.0
,,,,,2,14,15.0,141011,7.0,7412.0,0.0
,,,,104646.0,1,14,12.0,141011,9.0,9113.0,104646.0
270000.0,,,,,1,14,15.0,141011,8.0,8322.0,0.0
,0.0,,99.0,,2,14,8.0,141011,,,99.0
,,,,,1,14,11.0,141011,1.0,1314.0,0.0
,0.0,,,,1,14,16.0,141011,,,0.0
,0.0,,,,1,14,13.0,141011,,,0.0
,0.0,,,104646.0,1,14,12.0,141011,,,104646.0
,0.0,,131000.0,,2,14,10.0,141011,,,131000.0
300000.0,,,,,2,14,12.0,141011,9.0,9132.0,0.0
,,,,,1,14,17.0,141011,2.0,2141.0,0.0
,0.0,,,,2,14,15.0,141011,,,0.0
500000.0,,,,,1,14,12.0,141011,6.0,6141.0,0.0
300000.0,,,,,2,14,12.0,141011,5.0,5131.0,0.0
,,,,,1,14,,141011,,,0.0
,,,,,2,14,,141011,,,0.0
,0.0,,,104646.0,2,14,4.0,141011,,,104646.0
,0.0,,500000.0,,1,14,,141011,,,500000.0
,0.0,,400000.0,,2,14,,141011,,,400000.0
2100000.0,,,600000.0,,1,14,15.0,141011,7.0,7233.0,600000.0
,0.0,,,,2,14,12.0,141011,,,0.0
,,,,,1,14,17.0,141011,2.0,2141.0,0.0
,0.0,,189629.0,,2,14,16.0,141011,,,189629.0
700000.0,,,,,1,14,12.0,141011,4.0,4222.0,0.0
350000.0,,,,,2,14,12.0,141011,4.0,4211.0,0.0
,0.0,,,,2,14,13.0,141011,,,0.0
,0.0,,200000.0,,1,14,9.0,141011,,,200000.0
,0.0,,130000.0,,2,14,,141011,,,130000.0
,0.0,,,,2,14,9.0,141011,,,0.0
,0.0,,800000.0,,1,14,,141011,,,800000.0
,0.0,,122000.0,,2,14,6.0,141011,,,122000.0
99.0,,,,,2,14,15.0,141011,3.0,3431.0,0.0
,0.0,,,,2,14,9.0,141011,,,0.0
,0.0,,800000.0,,2,14,17.0,141011,,,800000.0
,0.0,,,,1,14,13.0,141011,,,0.0
,0.0,,200000.0,,2,14,6.0,141011,,,200000.0
430000.0,,,,,2,14,14.0,141011,1.0,1314.0,0.0
,,,,,1,14,,141011,,,0.0
0.0,,,130000.0,,2,14,12.0,141011,3.0,3431.0,130000.0
99.0,,,,,1,14,12.0,141011,3.0,3151.0,0.0
99.0,,,,,1,14,17.0,141011,4.0,4122.0,0.0
900000.0,,,,,2,14,15.0,141011,2.0,2412.0,0.0
500000.0,,,,,1,14,17.0,141011,5.0,5220.0,0.0
,0.0,,,,2,14,15.0,141011,,,0.0
,,,,,1,14,,141011,3.0,3415.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,0.0,,,,2,14,14.0,141011,,,0.0
,0.0,,,,2,14,11.0,141011,,,0.0
,,,,,1,14,19.0,141011,2.0,2411.0,0.0
500000.0,,,,,2,14,16.0,141011,5.0,5220.0,0.0
,0.0,,,,2,14,15.0,141011,,,0.0
700000.0,,,,,1,14,17.0,141011,2.0,2419.0,0.0
350000.0,,,,,2,14,15.0,141011,3.0,3431.0,0.0
,0.0,,,,1,14,15.0,141011,,,0.0
,0.0,,,,2,14,10.0,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,0.0,,,,1,14,11.0,141011,,,0.0
,0.0,,160950.0,,2,14,10.0,141011,,,160950.0
700000.0,,,,,1,14,16.0,141011,3.0,3152.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,,,,,1,14,12.0,141011,8.0,8322.0,0.0
,0.0,,,,1,14,17.0,141011,,,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,,,,,1,14,12.0,141011,7.0,7241.0,0.0
500000.0,,,,,1,14,12.0,141011,7.0,7215.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,0.0,,,,2,14,16.0,141011,,,0.0
,0.0,,200300.0,,2,14,12.0,141011,,,200300.0
,50000.0,,,,2,14,18.0,141011,,,0.0
230000.0,,,,,1,14,15.0,141011,4.0,4211.0,0.0
,,,,,2,14,12.0,141011,7.0,7436.0,0.0
,,,,,2,14,,141011,,,0.0
,,,,,2,14,,141011,,,0.0
,0.0,,,,1,14,6.0,141011,,,0.0
,0.0,,,104646.0,2,14,6.0,141011,,,104646.0
,0.0,,,,2,14,12.0,141011,,,0.0
,,,,,2,14,12.0,141011,9.0,9131.0,0.0
,0.0,,,,1,14,9.0,141011,,,0.0
,0.0,,160000.0,,1,14,7.0,141011,,,160000.0
,0.0,,,104646.0,2,14,5.0,141011,,,104646.0
,0.0,,270000.0,,1,14,12.0,141011,,,270000.0
270000.0,,,,,2,14,12.0,141011,3.0,3431.0,0.0
,0.0,,,,2,14,10.0,141011,,,0.0
,0.0,,,,1,14,0.0,141011,,,0.0
,,,,,2,14,4.0,141011,5.0,5230.0,0.0
,,,80000.0,,1,14,10.0,141011,7.0,7241.0,80000.0
,0.0,,,,2,14,11.0,141011,,,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
,0.0,,155600.0,,2,14,6.0,141011,,,155600.0
,0.0,,,,1,14,7.0,141011,,,0.0
,0.0,,,,1,14,9.0,141011,,,0.0
,,,,,1,14,17.0,141011,8.0,8322.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,0.0,,,,1,14,13.0,141011,,,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
,0.0,,163000.0,,1,14,7.0,141011,,,163000.0
,0.0,,,104646.0,2,14,6.0,141011,,,104646.0
,,,,,1,14,16.0,141011,5.0,5122.0,0.0
,,,,,2,14,12.0,141011,5.0,5122.0,0.0
,0.0,11091.0,,,1,14,10.0,141011,,,0.0
,,11091.0,,,1,14,,141011,,,0.0
,,11091.0,,,1,14,,141011,,,0.0
500000.0,,,,,1,14,12.0,141011,4.0,4133.0,0.0
,0.0,,,,2,14,15.0,141011,,,0.0
800000.0,,,,,1,14,17.0,141011,2.0,2451.0,0.0
,0.0,,,104646.0,1,14,6.0,141011,,,104646.0
,0.0,,,,2,14,5.0,141011,,,0.0
,0.0,,,,1,14,15.0,141011,,,0.0
180000.0,,,,,2,14,12.0,141011,4.0,4223.0,0.0
350000.0,,,,,1,14,12.0,141011,5.0,5230.0,0.0
,,,,,2,14,13.0,141011,5.0,5122.0,0.0
450000.0,,,,,1,14,12.0,141011,7.0,7231.0,0.0
,0.0,,,,2,14,13.0,141011,,,0.0
,,11091.0,,,1,14,,141011,,,0.0
,0.0,,251000.0,,1,14,7.0,141011,,,251000.0
,0.0,,,,2,14,7.0,141011,,,0.0
,,,,,2,14,12.0,141011,9.0,9113.0,0.0
,,,,,1,14,,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,,,,,2,14,,141011,,,0.0
270000.0,,,,,2,14,12.0,141011,5.0,5220.0,0.0
,0.0,,,,2,14,15.0,141011,,,0.0
400000.0,,,,,1,14,15.0,141011,3.0,3115.0,0.0
270000.0,,,,,2,14,9.0,141011,9.0,9131.0,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
,,,,,2,14,,141011,,,0.0
,0.0,,,,1,14,9.0,141011,,,0.0
,0.0,,,104646.0,2,14,6.0,141011,,,104646.0
,,,,,1,14,12.0,141011,7.0,7212.0,0.0
,0.0,,,,2,14,11.0,141011,,,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,0.0,,,,2,14,11.0,141011,,,0.0
,,,,,2,14,,141011,,,0.0
,0.0,,,104646.0,2,14,8.0,141011,,,104646.0
,0.0,,170000.0,,1,14,6.0,141011,,,170000.0
,0.0,,,,2,14,7.0,141011,,,0.0
,0.0,,,,2,14,13.0,141011,,,0.0
,0.0,,110821.0,,2,14,6.0,141011,,,110821.0
,0.0,,180000.0,,1,14,12.0,141011,,,180000.0
250000.0,,,,,1,14,12.0,141011,9.0,9162.0,0.0
,,,,,1,14,8.0,141011,9.0,9211.0,0.0
,,,,,1,14,7.0,141011,9.0,9211.0,0.0
,0.0,,0.0,,1,14,12.0,141011,,,0.0
,0.0,,140000.0,,2,14,12.0,141011,,,140000.0
,0.0,,,,1,14,14.0,141011,,,0.0
,0.0,,130000.0,,1,14,6.0,141011,,,130000.0
,0.0,,,,1,14,8.0,141011,,,0.0
,0.0,,,,2,14,2.0,141011,,,0.0
,,,,,2,14,13.0,141011,5.0,5122.0,0.0
370000.0,,,,,1,14,12.0,141011,9.0,9333.0,0.0
400000.0,,,,,2,14,12.0,141011,5.0,5139.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
270000.0,,,,,1,14,12.0,141011,5.0,5122.0,0.0
,,,,,2,14,,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,0.0,,,,1,14,15.0,141011,,,0.0
1000000.0,,,,,1,14,15.0,141011,2.0,2419.0,0.0
1300000.0,,,,,1,14,15.0,141011,3.0,3433.0,0.0
900000.0,,,,,2,14,15.0,141011,4.0,4211.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
500000.0,,,,,2,14,12.0,141011,4.0,4122.0,0.0
,0.0,,,,1,14,17.0,141011,,,0.0
,0.0,,350000.0,,1,14,12.0,141011,,,350000.0
,0.0,,230000.0,,2,14,16.0,141011,,,230000.0
,0.0,,800000.0,,1,14,12.0,141011,,,800000.0
,0.0,,600000.0,,2,14,12.0,141011,,,600000.0
99.0,,,,,2,14,16.0,141011,2.0,2310.0,0.0
1000000.0,,,300000.0,,1,14,17.0,141011,2.0,2331.0,300000.0
,0.0,,390000.0,,2,14,17.0,141011,,,390000.0
600000.0,,,,,1,14,12.0,141011,8.0,8323.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
99.0,,,,,1,14,12.0,141011,4.0,4211.0,0.0
,0.0,,300000.0,,2,14,16.0,141011,,,300000.0
1400000.0,,,,,1,14,19.0,141011,2.0,2412.0,0.0
830000.0,,,,,2,14,17.0,141011,2.0,2412.0,0.0
,,,,,2,14,,141011,,,0.0
,,,,,1,14,3.0,141011,9.0,9142.0,0.0
,0.0,,300000.0,,2,14,12.0,141011,,,300000.0
,0.0,,,104646.0,1,14,9.0,141011,,,104646.0
,0.0,,,,1,14,,141011,,,0.0
,0.0,,,104646.0,2,14,3.0,141011,,,104646.0
,0.0,,,,1,14,16.0,141011,,,0.0
283000.0,,,,,1,14,12.0,141011,8.0,8323.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
290000.0,,,,,1,14,12.0,141011,7.0,7231.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,0.0,,,,2,14,11.0,141011,,,0.0
,,,,,2,14,,141011,,,0.0
270000.0,,,,,2,14,12.0,141011,9.0,9132.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,0.0,,,,2,14,10.0,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,,11091.0,,,2,14,,141011,,,0.0
,,11091.0,,,2,14,,141011,,,0.0
500000.0,,,,,1,14,8.0,141011,7.0,7136.0,0.0
,0.0,,,,2,14,8.0,141011,,,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,,,,,2,14,12.0,141011,7.0,7436.0,0.0
200000.0,,,,,1,14,12.0,141011,5.0,5122.0,0.0
,,11091.0,,,1,14,,141011,,,0.0
,,11091.0,,,2,14,,141011,,,0.0
,,,,,1,14,12.0,141011,9.0,9112.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,,11091.0,,,2,14,,141011,,,0.0
170000.0,,,,,2,14,3.0,141011,9.0,9131.0,0.0
,0.0,11091.0,,,2,14,7.0,141011,,,0.0
,,11091.0,,,1,14,,141011,,,0.0
,,11091.0,,,1,14,,141011,,,0.0
270000.0,,,,,1,14,8.0,141011,7.0,7141.0,0.0
,0.0,,,,2,14,7.0,141011,,,0.0
,,,,,2,14,,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,,,,,2,14,11.0,141011,9.0,9132.0,0.0
,,,,,1,14,,141011,,,0.0
,,,,,1,14,,141011,,,0.0
600000.0,,,,,2,14,11.0,141011,4.0,4222.0,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
400000.0,,,,,1,14,12.0,141011,4.0,4131.0,0.0
,,,,,1,14,,141011,,,0.0
,,,,,2,14,,141011,,,0.0
,0.0,,,,1,14,12.0,141011,,,0.0
1700000.0,,,,,1,14,17.0,141011,3.0,3152.0,0.0
,,,,,2,14,12.0,141011,9.0,9113.0,0.0
,,,,,1,14,,141011,,,0.0
,,,,,2,14,,141011,,,0.0
,,,,,1,14,,141011,,,0.0
,,,,,1,14,15.0,141011,8.0,8323.0,0.0
270000.0,,,,,2,14,15.0,141011,5.0,5220.0,0.0
,,,,,1,14,15.0,141011,8.0,8323.0,0.0
600000.0,,,,,1,14,12.0,141011,9.0,9152.0,0.0
,0.0,,,,2,14,15.0,141011,,,0.0
500000.0,,,,,2,14,16.0,141011,2.0,2331.0,0.0
,0.0,,,,2,14,16.0,141011,,,0.0
,0.0,,99.0,,1,14,12.0,141011,,,99.0
,0.0,,,,2,14,6.0,141011,,,0.0
,0.0,,,,2,14,12.0,141011,,,0.0
,,,,,2,14,,141011,,,0.0
260000.0,,,,,1,14,2.0,141011,9.0,9313.0,0.0
,0.0,,,,2,14,1.0,141011,,,0.0
260000.0,,,,,2,14,12.0,141011,9.0,9131.0,0.0
,,,,,1,14,8.0,141011,7.0,7129.0,0.0
700000.0,,,,,1,14,12.0,141011,8.0,8323.0,0.0
,0.0,,189171.0,,2,14,12.0,141011,,,189171.0
400000.0,,,,,2,14,15.0,141011,4.0,4211.0,0.0
900000.0,,,,,1,14,16.0,141011,2.0,2144.0,0.0
,,,,,2,14,,141011,,,0.0
,0.0,,280000.0,,1,14,0.0,141011,,,280000.0
,0.0,,95000.0,,2,14,12.0,141011,,,95000.0
400000.0,,,,,1,14,12.0,141011,5.0,5141.0,0.0
350000.0,,,,,1,14,12.0,141011,8.0,8323.0,0.0
,0.0,,,,2,14,11.0,141011,,,0.0
,0.0,,,,1,14,16.0,141011,,,0.0
,0.0,,,,2,14,14.0,141011,,,0.0
,0.0,,,,2,14,14.0,141011,,,0.0
,0.0,,250000.0,,1,14,7.0,141011,,,250000.0
,0.0,,,104646.0,2,14,4.0,141011,,,104646.0
250000.0,,,,,1,14,6.0,141011,8.0,8333.0,0.0
,,,,,2,14,12.0,141011,1.0,1315.0,0.0
,0.0,,,,2,14,14.0,141011,9.0,9132.0,0.0
320000.0,,,,,1,14,14.0,141011,8.0,8141.0,0.0
,,,,,1,14,,141011,,,0.0
,0.0,,,,2,14,6.0,141011,,,0.0
,0.0,,,,2,14,2.0,141011,,,0.0
99.0,,,,,1,14,16.0,141011,5.0,5220.0,0.0
,0.0,,,,2,14,2.0,141011,,,0.0
,,,,,1,14,10.0,141011,6.0,6113.0,0.0
,0.0,,,104646.0,2,14,12.0,141011,,,104646.0
,0.0,,,,2,14,4.0,141011,,,0.0
,,,,,1,14,12.0,141011,1.0,1314.0,0.0
,0.0,,,,1,14,14.0,141011,,,0.0
275000.0,,,,,2,14,10.0,141011,9.0,9132.0,0.0
200000.0,,,,,2,14,5.0,141011,9.0,9131.0,0.0
,,,,,2,14,,141011,,,0.0
,,,,,1,14,11.0,141011,7.0,7137.0,0.0
275000.0,,,,,1,14,1.0,141011,9.0,9132.0,0.0
,0.0,,,,1,14,11.0,141011,,,0.0
275000.0,,,,,1,14,13.0,141011,7.0,7233.0,0.0
,,,,,1,14,12.0,141011,8.0,8323.0,0.0
280000.0,,,,,2,14,9.0,141011,9.0,9132.0,0.0
290000.0,,,,,2,14,17.0,141011,2.0,2351.0,0.0
120000.0,,,,,2,14,15.0,141011,4.0,4131.0,0.0
,,11091.0,,,1,14,,141011,,,0.0
,0.0,,,,2,14,6.0,141011,,,0.0
99.0,,,,,1,14,12.0,141011,8.0,8278.0,0.0
20000.0,,,,,1,14,12.0,141011,9.0,9152.0,0.0
275000.0,,,,,1,14,12.0,141011,9.0,9333.0,0.0
275000.0,,,,,2,14,12.0,141011,9.0,9132.0,0.0
