id_hogar,region,estrato,edad,alfabetismo,asiste_actualmente,razon_no_asistencia,ultimo_año_asistencia,nivel_educacion,curso,jefe_hogar,año
1410130041701.0,14,141013,50,1,2,,,7.0,3,0,2017
1410130041701.0,14,141013,19,1,2,12,4,9.0,1,0,2017
1410130041701.0,14,141013,13,,1,,,7.0,6,0,2017
1410130041801.0,14,141013,70,1,2,,,1.0,,1,2017
1410130041801.0,14,141013,70,1,2,,,1.0,,0,2017
1410130041801.0,14,141013,24,1,2,12,4,11.0,4,0,2017
1410130041801.0,14,141013,24,1,2,12,4,11.0,4,0,2017
1410130041801.0,14,141013,4,,2,,,1.0,,0,2017
1410130041901.0,14,141013,44,1,2,,,9.0,4,1,2017
1410130041901.0,14,141013,44,1,2,,,9.0,4,0,2017
1410130041901.0,14,141013,17,1,1,,,9.0,2,0,2017
1410130050101.0,14,141013,32,1,2,,,7.0,8,1,2017
1410130050101.0,14,141013,14,,1,,,7.0,8,0,2017
1410130050201.0,14,141013,40,1,2,,,9.0,4,1,2017
1410130050201.0,14,141013,50,1,2,,,9.0,4,0,2017
1410130050301.0,14,141013,63,1,2,,,9.0,4,1,2017
1410130050301.0,14,141013,32,1,2,,,13.0,5,0,2017
1410130050301.0,14,141013,7,,1,,,7.0,1,0,2017
1410130050401.0,14,141013,49,1,2,,,7.0,8,1,2017
1410130050401.0,14,141013,63,1,2,,,6.0,4,0,2017
1410130050501.0,14,141013,67,1,2,,,9.0,4,1,2017
1410130050501.0,14,141013,40,1,2,,,13.0,5,0,2017
1410130050601.0,14,141013,78,1,2,,,6.0,4,1,2017
1410130050601.0,14,141013,41,1,2,,,9.0,4,0,2017
1410130050601.0,14,141013,39,1,2,,,7.0,8,0,2017
1410130050601.0,14,141013,21,1,1,,,13.0,3,0,2017
1410130050601.0,14,141013,19,1,1,,,13.0,2,0,2017
1410130050601.0,14,141013,1,,2,,,1.0,,0,2017
1410130050701.0,14,141013,52,1,2,,,11.0,4,1,2017
1410130050701.0,14,141013,52,1,2,,,9.0,4,0,2017
1410130050701.0,14,141013,21,1,1,,,13.0,4,0,2017
1410130050701.0,14,141013,7,,1,,,7.0,2,0,2017
1410130050801.0,14,141013,45,1,2,,,9.0,4,1,2017
1410130050801.0,14,141013,33,1,2,,,9.0,4,0,2017
1410130050801.0,14,141013,7,,1,,,7.0,2,0,2017
1410130050901.0,14,141013,64,1,2,,,7.0,8,1,2017
1410130050901.0,14,141013,42,1,2,,,9.0,4,0,2017
1410130051001.0,14,141013,39,1,2,,,13.0,3,1,2017
1410130051001.0,14,141013,53,1,2,,,9.0,4,0,2017
1410130051001.0,14,141013,18,1,1,,,9.0,4,0,2017
1410130051001.0,14,141013,16,1,1,,,9.0,2,0,2017
1410130051101.0,14,141013,35,1,2,,,9.0,4,1,2017
1410130051101.0,14,141013,37,1,2,,,12.0,3,0,2017
1410130051201.0,14,141013,68,1,2,,,6.0,6,1,2017
1410130051201.0,14,141013,50,1,2,,,11.0,4,0,2017
1410130051201.0,14,141013,15,1,1,,,9.0,2,0,2017
1410130051301.0,14,141013,30,1,2,12,4,9.0,4,1,2017
1410130051301.0,14,141013,28,1,1,,,13.0,2,0,2017
1410130051301.0,14,141013,8,,1,,,7.0,2,0,2017
1410130051301.0,14,141013,3,,2,,,1.0,,0,2017
1410130051401.0,14,141013,56,4,2,,,7.0,8,1,2017
1410130051401.0,14,141013,34,1,2,,,7.0,8,0,2017
1410130051401.0,14,141013,18,1,1,,,9.0,4,0,2017
1410130051401.0,14,141013,14,,1,,,9.0,1,0,2017
1410130051401.0,14,141013,11,,1,,,7.0,6,0,2017
1410130051401.0,14,141013,4,,2,,,1.0,,0,2017
1410130051501.0,14,141013,51,1,2,,,9.0,1,1,2017
1410130051501.0,14,141013,50,1,2,,,7.0,8,0,2017
1410130051501.0,14,141013,30,1,2,12,4,9.0,2,0,2017
1410130051601.0,14,141013,32,1,2,,,13.0,2,1,2017
1410130051601.0,14,141013,2,,1,,,2.0,,0,2017
1410130051701.0,14,141013,44,1,2,,,13.0,3,1,2017
1410130051701.0,14,141013,45,1,2,,,13.0,5,0,2017
1410130051701.0,14,141013,23,1,1,,,13.0,2,0,2017
1410130051701.0,14,141013,24,1,2,99,9,13.0,5,0,2017
1410130051701.0,14,141013,24,1,1,,,13.0,3,0,2017
1410130051701.0,14,141013,1,,2,,,1.0,,0,2017
1410130051801.0,14,141013,65,1,2,,,7.0,1,1,2017
1410130051801.0,14,141013,57,1,2,,,7.0,4,0,2017
1410130051801.0,14,141013,28,1,2,12,4,11.0,4,0,2017
1410130051901.0,14,141013,36,1,2,,,9.0,4,1,2017
1410130051901.0,14,141013,47,1,2,,,9.0,1,0,2017
1410130051901.0,14,141013,8,,1,,,5.0,,0,2017
1410130052001.0,14,141013,51,1,2,,,7.0,2,1,2017
1410130052001.0,14,141013,50,1,2,,,7.0,8,0,2017
1410130052001.0,14,141013,40,1,2,,,9.0,2,0,2017
1410130061901.0,14,141013,59,1,2,,,11.0,4,1,2017
1410130061901.0,14,141013,53,1,2,,,11.0,4,0,2017
1410130061901.0,14,141013,32,1,2,,,13.0,5,0,2017
1410130061901.0,14,141013,31,1,2,,,13.0,5,0,2017
1410130062001.0,14,141013,53,1,2,,,9.0,4,1,2017
1410130062001.0,14,141013,48,1,2,,,7.0,8,0,2017
1410130062001.0,14,141013,27,1,1,,,13.0,5,0,2017
1410130070101.0,14,141013,66,1,2,,,7.0,8,1,2017
1410130070101.0,14,141013,40,1,2,,,7.0,8,0,2017
1410130070101.0,14,141013,21,1,1,,,9.0,4,0,2017
1410130070101.0,14,141013,8,,1,,,7.0,3,0,2017
1410130070201.0,14,141013,36,1,2,,,7.0,8,1,2017
1410130070201.0,14,141013,39,1,2,,,13.0,4,0,2017
1410130070201.0,14,141013,9,,1,,,7.0,3,0,2017
1410130070201.0,14,141013,7,,1,,,7.0,2,0,2017
1410130070201.0,14,141013,3,,1,,,3.0,,0,2017
1410130070301.0,14,141013,71,1,2,,,9.0,4,1,2017
1410130070301.0,14,141013,76,1,2,,,9.0,4,0,2017
1410130070301.0,14,141013,47,1,2,,,9.0,4,0,2017
1410130070401.0,14,141013,65,1,2,,,7.0,3,1,2017
1410130070501.0,14,141013,61,1,2,,,7.0,8,1,2017
1410130070501.0,14,141013,60,1,2,,,7.0,8,0,2017
1410130070601.0,14,141013,45,1,2,,,9.0,4,1,2017
1410130070601.0,14,141013,12,,1,,,7.0,6,0,2017
1410130070601.0,14,141013,14,,1,,,9.0,1,0,2017
1410130070701.0,14,141013,42,1,2,,,7.0,6,1,2017
1410130070701.0,14,141013,37,1,2,,,7.0,8,0,2017
1410130070701.0,14,141013,17,1,2,2,9,9.0,4,0,2017
1410130070701.0,14,141013,12,,1,,,7.0,6,0,2017
1410130070701.0,14,141013,1,,2,,,1.0,,0,2017
1410130070801.0,14,141013,39,1,2,,,7.0,8,1,2017
1410130070801.0,14,141013,35,1,2,,,9.0,4,0,2017
1410130070801.0,14,141013,19,1,1,,,12.0,1,0,2017
1410130070801.0,14,141013,14,,1,,,9.0,1,0,2017
1410130070801.0,14,141013,12,,1,,,7.0,7,0,2017
1410130070901.0,14,141013,60,1,2,,,7.0,8,1,2017
1410130070901.0,14,141013,65,1,2,,,7.0,3,0,2017
1410130071101.0,14,141013,65,1,2,,,7.0,3,1,2017
1410130071101.0,14,141013,27,1,2,7,9,9.0,4,0,2017
1410130071101.0,14,141013,25,1,2,7,9,9.0,4,0,2017
1410130071201.0,14,141013,63,1,2,,,7.0,3,1,2017
1410130071201.0,14,141013,10,,1,,,7.0,4,0,2017
1410130071301.0,14,141013,53,1,2,,,7.0,8,1,2017
1410130071301.0,14,141013,48,1,2,,,9.0,4,0,2017
1410130071401.0,14,141013,65,1,2,,,8.0,5,1,2017
1410130071401.0,14,141013,66,1,2,,,9.0,4,0,2017
1410130071701.0,14,141013,41,1,2,,,7.0,6,1,2017
1410130071701.0,14,141013,50,1,2,,,7.0,4,0,2017
1410130071701.0,14,141013,17,1,1,,,9.0,3,0,2017
1410130071701.0,14,141013,4,,2,,,1.0,,0,2017
1410130071801.0,14,141013,46,1,2,,,7.0,2,1,2017
1410130071801.0,14,141013,47,1,2,,,7.0,4,0,2017
1410130071901.0,14,141013,68,1,2,,,6.0,2,1,2017
1410130080101.0,14,141013,38,1,2,,,13.0,7,1,2017
1410130080101.0,14,141013,30,1,2,12,4,13.0,7,0,2017
1410130080101.0,14,141013,4,,1,,,3.0,,0,2017
1410130080201.0,14,141013,53,4,2,,,1.0,,1,2017
1410130080201.0,14,141013,54,1,2,,,7.0,4,0,2017
1410130080201.0,14,141013,21,1,2,1,3,9.0,4,0,2017
1410130080201.0,14,141013,2,,1,,,2.0,,0,2017
1410130080201.0,14,141013,22,1,2,12,3,9.0,4,0,2017
1410130080301.0,14,141013,54,1,2,,,7.0,2,1,2017
1410130080301.0,14,141013,49,1,2,,,7.0,4,0,2017
1410130080301.0,14,141013,30,1,2,12,4,7.0,8,0,2017
1410130080301.0,14,141013,20,1,2,12,4,11.0,4,0,2017
1410130080401.0,14,141013,36,1,2,,,7.0,6,1,2017
1410130080401.0,14,141013,31,1,2,,,7.0,8,0,2017
1410130080401.0,14,141013,10,,1,,,7.0,4,0,2017
1410130080401.0,14,141013,5,,1,,,4.0,,0,2017
1410130080501.0,14,141013,58,4,2,,,1.0,,1,2017
1410130080501.0,14,141013,54,1,2,,,7.0,4,0,2017
1410130080501.0,14,141013,23,1,2,7,3,12.0,3,0,2017
1410130080501.0,14,141013,20,1,2,2,4,7.0,8,0,2017
1410130080501.0,14,141013,24,1,2,12,4,9.0,4,0,2017
1410130080501.0,14,141013,2,,2,,,1.0,,0,2017
1410130080601.0,14,141013,44,1,2,,,7.0,8,1,2017
1410130080701.0,14,141013,51,1,2,,,7.0,3,1,2017
1410130080701.0,14,141013,47,1,2,,,7.0,3,0,2017
1410130080801.0,14,141013,39,1,2,,,7.0,8,1,2017
1410130080801.0,14,141013,29,1,2,1,9,9.0,3,0,2017
1410130080801.0,14,141013,8,,1,,,7.0,3,0,2017
1410130080801.0,14,141013,5,,1,,,4.0,,0,2017
1410130080801.0,14,141013,2,,2,,,1.0,,0,2017
1410130080901.0,14,141013,66,1,2,,,13.0,5,1,2017
1410130081001.0,14,141013,84,4,2,,,6.0,3,1,2017
1410130081001.0,14,141013,73,1,2,,,1.0,,0,2017
1410130081001.0,14,141013,37,1,2,,,7.0,6,0,2017
1410130081101.0,14,141013,51,1,2,,,7.0,8,1,2017
1410130081101.0,14,141013,14,,1,,,9.0,1,0,2017
1410130081101.0,14,141013,10,,1,,,7.0,4,0,2017
1410130081101.0,14,141013,22,1,2,12,4,9.0,4,0,2017
1410130081201.0,14,141013,58,1,2,,,9.0,1,1,2017
1410130081201.0,14,141013,57,1,2,,,1.0,,0,2017
1410130081301.0,14,141013,29,1,2,12,4,9.0,4,1,2017
1410130081301.0,14,141013,24,1,2,11,4,7.0,6,0,2017
1410130081301.0,14,141013,7,,1,,,7.0,1,0,2017
1410130081301.0,14,141013,1,,2,,,1.0,,0,2017
1410130081401.0,14,141013,56,1,2,,,7.0,5,1,2017
1410130081401.0,14,141013,46,1,2,,,7.0,2,0,2017
1410130081401.0,14,141013,8,,1,,,7.0,2,0,2017
1410130081501.0,14,141013,50,1,2,,,9.0,4,1,2017
1410130081501.0,14,141013,48,1,2,,,9.0,4,0,2017
1410130081501.0,14,141013,10,,1,,,7.0,5,0,2017
1410130081501.0,14,141013,26,1,2,7,3,13.0,4,0,2017
1410130081601.0,14,141013,69,1,2,,,6.0,4,1,2017
1410130081601.0,14,141013,79,1,2,,,6.0,4,0,2017
1410130081601.0,14,141013,24,1,2,7,9,12.0,3,0,2017
1410130081701.0,14,141013,62,1,2,,,6.0,1,1,2017
1410130081701.0,14,141013,52,1,2,,,7.0,5,0,2017
1410130081701.0,14,141013,18,4,1,,,5.0,,0,2017
1410130081801.0,14,141013,35,1,2,,,7.0,8,1,2017
1410130081801.0,14,141013,42,1,2,,,7.0,5,0,2017
1410130081801.0,14,141013,2,,2,,,1.0,,0,2017
1410130081901.0,14,141013,60,1,2,,,9.0,4,1,2017
1410130081901.0,14,141013,63,1,2,,,9.0,2,0,2017
1410130081901.0,14,141013,21,1,2,7,2,9.0,4,0,2017
1410130081901.0,14,141013,17,1,1,,,7.0,8,0,2017
1410130090101.0,14,141013,76,1,2,,,7.0,1,1,2017
1410130090101.0,14,141013,75,1,2,,,7.0,1,0,2017
1410130090201.0,14,141013,42,1,2,,,13.0,5,1,2017
1410130090301.0,14,141013,67,1,2,,,9.0,1,1,2017
1410130090401.0,14,141013,65,1,2,,,12.0,2,1,2017
1410130090401.0,14,141013,63,1,2,,,9.0,4,0,2017
1410130090401.0,14,141013,35,1,2,,,9.0,4,0,2017
1410130090501.0,14,141013,55,1,2,,,7.0,2,1,2017
1410130090501.0,14,141013,24,1,1,,,12.0,2,0,2017
1410130090601.0,14,141013,68,1,2,,,7.0,5,1,2017
1410130090601.0,14,141013,53,1,2,,,7.0,5,0,2017
1410130090601.0,14,141013,40,1,2,,,7.0,5,0,2017
1410130090701.0,14,141013,48,1,2,,,7.0,8,1,2017
1410130090701.0,14,141013,45,1,2,,,9.0,4,0,2017
1410130090701.0,14,141013,19,1,2,12,4,9.0,4,0,2017
1410130090701.0,14,141013,21,1,2,12,4,9.0,4,0,2017
1410130090801.0,14,141013,70,1,2,,,10.0,5,1,2017
1410130090801.0,14,141013,64,1,2,,,13.0,4,0,2017
1410130090801.0,14,141013,37,1,2,,,13.0,4,0,2017
1410130090901.0,14,141013,56,1,2,,,7.0,4,1,2017
1410130090901.0,14,141013,68,1,2,,,7.0,4,0,2017
1410130091001.0,14,141013,58,1,2,,,7.0,8,1,2017
1410130091001.0,14,141013,56,1,2,,,1.0,,0,2017
1410130091001.0,14,141013,28,1,1,,,13.0,1,0,2017
1410130091001.0,14,141013,11,,1,,,7.0,5,0,2017
1410130091101.0,14,141013,70,1,2,,,7.0,5,1,2017
1410130091201.0,14,141013,60,1,2,,,7.0,8,1,2017
1410130091201.0,14,141013,63,1,2,,,9.0,2,0,2017
1410130091201.0,14,141013,91,1,2,,,7.0,7,0,2017
1410130091201.0,14,141013,39,1,2,,,13.0,5,0,2017
1410130091201.0,14,141013,25,1,2,7,3,13.0,5,0,2017
1410130091201.0,14,141013,9,,1,,,7.0,4,0,2017
1410130091301.0,14,141013,71,1,2,,,7.0,4,1,2017
1410130091301.0,14,141013,75,1,2,,,7.0,4,0,2017
1410130091401.0,14,141013,49,1,2,,,7.0,4,1,2017
1410130091401.0,14,141013,46,1,2,,,7.0,5,0,2017
1410130091401.0,14,141013,16,1,1,,,9.0,3,0,2017
1410130091501.0,14,141013,58,1,2,,,7.0,5,1,2017
1410130091501.0,14,141013,59,1,2,,,7.0,8,0,2017
1410130091501.0,14,141013,3,,2,,,1.0,,0,2017
1410130091601.0,14,141013,60,1,2,,,7.0,8,1,2017
1410130091701.0,14,141013,43,1,2,,,7.0,8,1,2017
1410130091701.0,14,141013,32,1,2,,,9.0,4,0,2017
1410130091701.0,14,141013,12,,1,,,7.0,5,0,2017
1410130091701.0,14,141013,2,,2,,,1.0,,0,2017
1410130091801.0,14,141013,50,1,2,,,9.0,2,1,2017
1410130091801.0,14,141013,49,1,2,,,9.0,4,0,2017
1410130091801.0,14,141013,23,1,1,,,13.0,5,0,2017
1410130091901.0,14,141013,36,1,2,,,13.0,5,1,2017
1410130091901.0,14,141013,49,1,2,,,13.0,5,0,2017
1410130092001.0,14,141013,48,1,2,,,9.0,4,1,2017
1410130092001.0,14,141013,46,1,2,,,7.0,8,0,2017
1410130092001.0,14,141013,17,1,1,,,9.0,3,0,2017
1410130100101.0,14,141013,61,1,2,,,10.0,5,1,2017
1410130100201.0,14,141013,27,1,2,12,4,9.0,2,1,2017
1410130100201.0,14,141013,27,1,2,1,4,9.0,4,0,2017
1410130100201.0,14,141013,0,,2,,,1.0,,0,2017
1410130100301.0,14,141013,83,4,2,,,1.0,,1,2017
1410130100401.0,14,141013,60,1,2,,,7.0,8,1,2017
1410130100401.0,14,141013,67,1,2,,,6.0,6,0,2017
1410130100501.0,14,141013,64,1,2,,,6.0,6,1,2017
1410130100601.0,14,141013,64,1,2,,,9.0,4,1,2017
1410130100601.0,14,141013,45,1,2,,,13.0,3,0,2017
1410130100601.0,14,141013,32,1,2,,,9.0,4,0,2017
1410130100601.0,14,141013,17,1,1,,,9.0,2,0,2017
1410130100601.0,14,141013,11,,1,,,7.0,5,0,2017
1410130100701.0,14,141013,56,1,2,,,9.0,4,1,2017
1410130100701.0,14,141013,37,1,2,,,7.0,8,0,2017
1410130100701.0,14,141013,14,,1,,,9.0,1,0,2017
1410130100701.0,14,141013,9,,1,,,7.0,3,0,2017
1410130100801.0,14,141013,71,1,2,,,8.0,6,1,2017
1410130100901.0,14,141013,68,4,2,,,6.0,1,1,2017
1410130100901.0,14,141013,40,4,2,,,7.0,1,0,2017
1410130100901.0,14,141013,17,1,1,,,11.0,4,0,2017
1410130100901.0,14,141013,21,1,2,12,3,11.0,4,0,2017
1410130101001.0,14,141013,30,1,2,12,4,11.0,4,1,2017
1410130101101.0,14,141013,55,1,2,,,9.0,4,1,2017
1410130101101.0,14,141013,55,1,2,,,9.0,4,0,2017
1410130101201.0,14,141013,50,1,2,,,7.0,3,1,2017
1410130101201.0,14,141013,26,1,1,,,13.0,2,0,2017
1410130101201.0,14,141013,24,1,2,12,9,9.0,2,0,2017
1410130101201.0,14,141013,21,1,2,12,9,9.0,3,0,2017
1410130101301.0,14,141013,55,1,2,,,7.0,1,1,2017
1410130101301.0,14,141013,64,1,2,,,8.0,1,0,2017
1410130101301.0,14,141013,67,1,2,,,8.0,5,0,2017
1410130101401.0,14,141013,75,1,2,,,6.0,3,1,2017
1410130101401.0,14,141013,73,4,2,,,1.0,,0,2017
1410130101501.0,14,141013,90,1,2,,,6.0,6,1,2017
1410130101601.0,14,141013,77,1,2,,,8.0,4,1,2017
1410130101701.0,14,141013,59,1,2,,,7.0,4,1,2017
1410130101701.0,14,141013,63,1,2,,,7.0,3,0,2017
1410130101701.0,14,141013,36,1,2,,,7.0,3,0,2017
1410130101701.0,14,141013,44,1,2,,,9.0,1,0,2017
1410130101701.0,14,141013,22,1,2,2,4,9.0,1,0,2017
1410130101701.0,14,141013,20,1,2,12,4,9.0,4,0,2017
1410130101701.0,14,141013,9,,1,,,7.0,3,0,2017
1410130101701.0,14,141013,4,,1,,,3.0,,0,2017
1410130101801.0,14,141013,41,1,2,,,7.0,2,1,2017
1410130101801.0,14,141013,50,1,2,,,7.0,4,0,2017
1410130101801.0,14,141013,28,1,2,12,3,11.0,4,0,2017
1410130101801.0,14,141013,24,1,2,12,4,9.0,3,0,2017
1410130101801.0,14,141013,20,1,2,12,1,9.0,4,0,2017
1410130101801.0,14,141013,7,,1,,,7.0,1,0,2017
1410130101801.0,14,141013,7,,1,,,7.0,1,0,2017
1410130101901.0,14,141013,65,1,2,,,6.0,6,1,2017
1410130102001.0,14,141013,73,1,2,,,6.0,1,1,2017
1410130102001.0,14,141013,73,1,2,,,6.0,1,0,2017
1410130110101.0,14,141013,35,1,2,,,15.0,7,1,2017
1410130110101.0,14,141013,40,1,2,,,9.0,4,0,2017
1410130110101.0,14,141013,20,1,1,,,13.0,1,0,2017
1410130110101.0,14,141013,16,1,1,,,9.0,1,0,2017
1410130110201.0,14,141013,44,1,2,,,11.0,4,1,2017
1410130110201.0,14,141013,35,1,2,,,11.0,4,0,2017
1410130110201.0,14,141013,18,1,1,,,11.0,4,0,2017
1410130110201.0,14,141013,4,,1,,,4.0,,0,2017
1410130110201.0,14,141013,1,,2,,,4.0,,0,2017
1410130110201.0,14,141013,1,,2,,,1.0,,0,2017
1410130110301.0,14,141013,68,1,2,,,6.0,4,1,2017
1410130110401.0,14,141013,45,1,2,,,9.0,2,1,2017
1410130110401.0,14,141013,46,1,2,,,7.0,5,0,2017
1410130110401.0,14,141013,13,,1,,,7.0,7,0,2017
1410130110501.0,14,141013,49,1,2,,,7.0,8,1,2017
1410130110501.0,14,141013,23,1,1,,,13.0,5,0,2017
1410130110501.0,14,141013,25,1,2,7,1,13.0,5,0,2017
1410130110501.0,14,141013,25,1,2,2,3,9.0,4,0,2017
1410130110601.0,14,141013,64,1,2,,,8.0,1,1,2017
1410130110601.0,14,141013,63,1,2,,,6.0,5,0,2017
1410130110701.0,14,141013,24,1,2,2,4,11.0,3,1,2017
1410130110701.0,14,141013,29,1,2,12,4,9.0,4,0,2017
1410130110701.0,14,141013,6,,1,,,4.0,,0,2017
1410130110701.0,14,141013,0,,2,,,1.0,,0,2017
1410130110801.0,14,141013,39,1,2,,,11.0,4,1,2017
1410130110801.0,14,141013,39,1,2,,,9.0,2,0,2017
1410130110801.0,14,141013,15,1,1,,,9.0,1,0,2017
1410130110801.0,14,141013,9,,1,,,7.0,3,0,2017
1410130110801.0,14,141013,1,,1,,,2.0,,0,2017
1410130110801.0,14,141013,41,1,2,,,1.0,,0,2017
1410130110901.0,14,141013,45,1,2,,,9.0,2,1,2017
1410130110901.0,14,141013,42,1,2,,,9.0,4,0,2017
1410130110901.0,14,141013,10,,1,,,7.0,5,0,2017
1410130110901.0,14,141013,22,1,1,,,13.0,3,0,2017
1410130111001.0,14,141013,60,1,2,,,9.0,1,1,2017
1410130111001.0,14,141013,65,1,2,,,9.0,4,0,2017
1410130111101.0,14,141013,44,1,2,,,7.0,8,1,2017
1410130111101.0,14,141013,62,1,2,,,8.0,6,0,2017
1410130111201.0,14,141013,36,1,2,,,7.0,8,1,2017
1410130111201.0,14,141013,28,1,2,1,4,9.0,4,0,2017
1410130111201.0,14,141013,2,,2,,,1.0,,0,2017
1410130111201.0,14,141013,10,,1,,,7.0,4,0,2017
1410130111201.0,14,141013,8,,1,,,7.0,3,0,2017
1410130111301.0,14,141013,57,1,2,,,9.0,4,1,2017
1410130111301.0,14,141013,58,1,2,,,9.0,4,0,2017
1410130111301.0,14,141013,17,1,1,,,9.0,4,0,2017
1410130111401.0,14,141013,82,1,2,,,6.0,3,1,2017
1410130111401.0,14,141013,41,1,2,,,9.0,2,0,2017
1410130111401.0,14,141013,40,1,2,,,9.0,4,0,2017
1410130111401.0,14,141013,50,1,2,,,7.0,8,0,2017
1410130111401.0,14,141013,25,1,2,12,4,9.0,4,0,2017
1410130111402.0,14,141013,55,1,2,,,7.0,7,1,2017
1410130111402.0,14,141013,28,1,2,12,4,11.0,4,0,2017
1410130111402.0,14,141013,21,1,1,,,13.0,3,0,2017
1410130111402.0,14,141013,16,1,1,,,11.0,2,0,2017
1410130111501.0,14,141013,54,1,2,,,12.0,3,1,2017
1410130111501.0,14,141013,60,1,2,,,9.0,4,0,2017
1410130111501.0,14,141013,22,1,1,,,13.0,4,0,2017
1410130111501.0,14,141013,20,1,1,,,13.0,2,0,2017
1410130111601.0,14,141013,47,1,2,,,12.0,3,1,2017
1410130111601.0,14,141013,48,1,2,,,13.0,5,0,2017
1410130111601.0,14,141013,15,1,1,,,9.0,2,0,2017
1410130111701.0,14,141013,57,1,2,,,9.0,4,1,2017
1410130111801.0,14,141013,40,1,2,,,13.0,6,1,2017
1410130111801.0,14,141013,36,1,2,,,13.0,4,0,2017
1410130111801.0,14,141013,10,,1,,,7.0,4,0,2017
1410130111801.0,14,141013,4,,1,,,3.0,,0,2017
1410130111901.0,14,141013,26,1,2,12,2,13.0,5,1,2017
1410130111901.0,14,141013,25,1,2,12,2,12.0,3,0,2017
1410130111901.0,14,141013,30,1,2,12,2,12.0,3,0,2017
1410130112001.0,14,141013,70,4,2,,,6.0,1,1,2017
1410130112001.0,14,141013,40,1,2,,,11.0,4,0,2017
1410130120601.0,14,141013,55,1,2,,,13.0,5,1,2017
1410130120601.0,14,141013,56,1,2,,,13.0,5,0,2017
1410130120801.0,14,141013,56,1,2,,,13.0,4,1,2017
1410130120801.0,14,141013,54,1,2,,,13.0,4,0,2017
1410130120901.0,14,141013,72,2,2,,,13.0,3,1,2017
1410130121001.0,14,141013,57,1,2,,,13.0,6,1,2017
1410130121001.0,14,141013,46,1,2,,,13.0,5,0,2017
1410130121001.0,14,141013,9,,1,,,7.0,3,0,2017
1410130121101.0,14,141013,22,1,1,,,13.0,4,1,2017
1410130121201.0,14,141013,45,1,2,,,15.0,7,1,2017
1410130121201.0,14,141013,46,1,2,,,13.0,5,0,2017
1410130121201.0,14,141013,14,,1,,,9.0,1,0,2017
1410130121201.0,14,141013,12,,1,,,7.0,7,0,2017
1410130121301.0,14,141013,36,1,2,,,13.0,5,1,2017
1410130121301.0,14,141013,34,1,2,,,13.0,4,0,2017
1410130121301.0,14,141013,15,1,1,,,9.0,1,0,2017
1410130121301.0,14,141013,7,,1,,,7.0,1,0,2017
1410130121301.0,14,141013,4,,1,,,3.0,,0,2017
1410130121901.0,14,141013,42,1,2,,,15.0,5,1,2017
1410130121901.0,14,141013,42,1,2,,,13.0,5,0,2017
1410130121901.0,14,141013,9,,1,,,7.0,3,0,2017
1410130121901.0,14,141013,4,,1,,,3.0,,0,2017
1410130121901.0,14,141013,50,1,2,,,9.0,4,0,2017
1410130131201.0,14,141013,41,1,2,,,13.0,4,1,2017
1410130131201.0,14,141013,34,1,2,,,13.0,5,0,2017
1410130131301.0,14,141013,40,1,2,,,13.0,5,1,2017
1410130131301.0,14,141013,40,1,2,,,13.0,5,0,2017
1410130131401.0,14,141013,46,1,2,,,9.0,4,1,2017
1410130131401.0,14,141013,61,1,2,,,8.0,6,0,2017
1410130131501.0,14,141013,50,1,2,,,9.0,4,1,2017
1410130131501.0,14,141013,46,1,2,,,9.0,4,0,2017
1410130131501.0,14,141013,23,1,1,,,13.0,4,0,2017
1410130131501.0,14,141013,15,1,1,,,9.0,1,0,2017
1410130131601.0,14,141013,74,1,2,,,13.0,5,1,2017
1410130131601.0,14,141013,49,1,2,,,11.0,4,0,2017
1410130131701.0,14,141013,62,1,2,,,7.0,5,1,2017
1410130131701.0,14,141013,66,1,2,,,8.0,1,0,2017
1410130131901.0,14,141013,54,1,2,,,9.0,4,1,2017
1410130131901.0,14,141013,61,1,2,,,9.0,4,0,2017
1410130131901.0,14,141013,62,1,2,,,9.0,4,0,2017
1410130131901.0,14,141013,19,1,1,,,9.0,3,0,2017
1410130132001.0,14,141013,64,3,2,,,7.0,4,1,2017
1410130140101.0,14,141013,55,1,2,,,9.0,4,1,2017
1410130140101.0,14,141013,56,1,2,,,9.0,3,0,2017
1410130140101.0,14,141013,24,1,2,6,4,11.0,3,0,2017
1410130140201.0,14,141013,50,1,2,,,9.0,4,1,2017
1410130140201.0,14,141013,48,1,2,,,9.0,4,0,2017
1410130140201.0,14,141013,26,1,2,12,9,12.0,3,0,2017
1410130140201.0,14,141013,24,1,2,12,4,9.0,4,0,2017
1410130140201.0,14,141013,5,,1,,,4.0,,0,2017
1410130140301.0,14,141013,58,1,2,,,7.0,8,1,2017
1410130140401.0,14,141013,61,1,2,,,7.0,5,1,2017
1410130140401.0,14,141013,43,4,2,,,1.0,,0,2017
1410130140401.0,14,141013,40,1,2,,,7.0,6,0,2017
1410130140501.0,14,141013,82,1,2,,,6.0,6,1,2017
1410130140501.0,14,141013,82,1,2,,,6.0,6,0,2017
1410130140501.0,14,141013,50,1,2,,,9.0,4,0,2017
1410130140501.0,14,141013,47,1,2,,,12.0,3,0,2017
1410130140701.0,14,141013,43,1,2,,,9.0,4,1,2017
1410130140701.0,14,141013,33,1,2,,,9.0,4,0,2017
1410130140701.0,14,141013,6,,1,,,4.0,,0,2017
1410130140801.0,14,141013,50,1,2,,,9.0,1,1,2017
1410130140801.0,14,141013,52,1,2,,,9.0,3,0,2017
